,Date,DL,Tons,Direct,Earned
0,05/08/2021 11:57 PM,137.71%,27.71,229.2,315.6
1,05/10/2021 5:27 AM,0.00%,0.0,0.0,0.0
2,05/10/2021 5:42 AM,0.00%,0.0,0.0,0.0
3,05/10/2021 5:57 AM,0.00%,0.0,0.9,0.0
4,05/10/2021 6:12 AM,0.00%,0.0,5.3,0.0
5,05/10/2021 6:27 AM,0.00%,0.0,10.9,0.0
6,05/10/2021 6:42 AM,0.48%,0.0,16.8,0.08
7,05/10/2021 6:57 AM,1.43%,0.0,23.0,0.33
8,05/10/2021 7:12 AM,1.98%,0.0,29.3,0.58
9,05/10/2021 7:27 AM,2.35%,0.0,35.4,0.83
10,05/10/2021 7:42 AM,2.61%,0.0,41.4,1.08
11,05/10/2021 7:57 AM,2.81%,0.0,47.4,1.33
12,05/10/2021 8:12 AM,2.96%,0.0,53.4,1.58
13,05/10/2021 8:27 AM,3.08%,0.0,59.4,1.83
14,05/10/2021 8:42 AM,3.18%,0.0,65.4,2.08
15,05/10/2021 8:57 AM,3.27%,0.0,71.4,2.33
16,05/10/2021 9:12 AM,3.34%,0.0,77.4,2.58
17,05/10/2021 9:27 AM,3.39%,0.0,83.4,2.83
18,05/10/2021 9:42 AM,3.45%,0.0,89.4,3.08
19,05/10/2021 9:57 AM,3.49%,0.0,95.4,3.33
20,05/10/2021 10:12 AM,28.54%,2.22,101.5,28.97
21,05/10/2021 10:29 AM,77.47%,6.97,107.8,83.5
22,05/10/2021 10:42 AM,73.86%,7.01,114.0,84.22
23,05/10/2021 10:57 AM,70.58%,7.05,120.3,84.89
24,05/10/2021 11:12 AM,72.55%,7.63,126.5,91.8
25,05/10/2021 11:27 AM,69.33%,7.63,132.8,92.05
26,05/10/2021 11:42 AM,66.47%,7.63,138.9,92.3
27,05/10/2021 11:57 AM,97.58%,11.86,144.2,140.69
28,05/10/2021 12:12 PM,146.09%,18.26,146.4,213.92
29,05/10/2021 12:28 PM,144.74%,18.26,148.0,214.25
30,05/10/2021 12:42 PM,140.64%,18.26,152.7,214.75
31,05/10/2021 12:58 PM,135.70%,18.26,158.6,215.25
32,05/10/2021 1:12 PM,131.06%,18.26,164.6,215.75
33,05/10/2021 1:27 PM,126.63%,18.26,170.8,216.25
34,05/10/2021 1:28 PM,123.00%,18.26,171.2,263.4
35,05/10/2021 1:57 PM,118.54%,18.26,183.3,217.25
36,05/10/2021 2:12 PM,114.89%,18.26,189.5,217.75
37,05/10/2021 2:28 PM,111.35%,18.26,196.0,218.25
38,05/10/2021 2:42 PM,108.12%,18.26,202.3,218.75
39,05/10/2021 2:58 PM,105.12%,18.26,208.6,219.25
40,05/10/2021 3:12 PM,102.41%,18.26,214.6,219.75
41,05/10/2021 3:28 PM,99.74%,18.26,220.8,220.25
42,05/10/2021 3:42 PM,135.08%,25.76,227.1,306.75
43,05/10/2021 3:57 PM,131.68%,25.76,233.3,307.25
44,05/10/2021 4:12 PM,134.74%,27.12,239.9,323.2
45,05/10/2021 4:27 PM,131.25%,27.12,246.6,323.7
46,05/10/2021 4:42 PM,128.93%,27.12,251.2,323.87
47,05/10/2021 4:57 PM,127.09%,27.12,254.8,323.87
48,05/10/2021 5:12 PM,125.27%,27.12,258.5,323.87
49,05/10/2021 5:27 PM,123.64%,27.12,262.0,323.87
50,05/10/2021 5:42 PM,121.89%,27.12,265.7,323.87
51,05/10/2021 5:57 PM,120.20%,27.12,269.5,323.87
52,05/10/2021 6:12 PM,118.62%,27.12,273.0,323.87
53,05/10/2021 6:27 PM,117.12%,27.12,276.5,323.87
54,05/10/2021 6:42 PM,115.59%,27.12,280.2,323.87
55,05/10/2021 6:57 PM,113.91%,27.12,284.3,323.87
56,05/10/2021 7:13 PM,112.36%,27.12,288.2,323.87
57,05/10/2021 7:27 PM,110.92%,27.12,292.0,323.87
58,05/10/2021 7:43 PM,109.51%,27.12,295.7,323.87
59,05/10/2021 7:57 PM,108.14%,27.12,299.5,323.87
60,05/10/2021 8:12 PM,106.80%,27.12,303.2,323.87
61,05/10/2021 8:27 PM,105.50%,27.12,307.0,323.87
62,05/10/2021 8:42 PM,104.28%,27.12,310.6,323.87
63,05/10/2021 8:57 PM,103.12%,27.12,314.1,323.87
64,05/10/2021 9:12 PM,102.04%,27.12,317.4,323.87
65,05/10/2021 9:27 PM,101.00%,27.12,320.7,323.87
66,05/10/2021 9:42 PM,99.94%,27.12,324.1,323.87
67,05/10/2021 9:57 PM,98.92%,27.12,327.4,323.87
68,05/10/2021 10:12 PM,98.08%,27.12,330.2,323.87
69,05/10/2021 10:27 PM,97.30%,27.12,332.9,323.87
70,05/10/2021 10:42 PM,96.42%,27.12,335.9,323.87
71,05/10/2021 10:57 PM,95.59%,27.12,338.8,323.87
72,05/10/2021 11:12 PM,94.82%,27.12,341.6,323.87
73,05/10/2021 11:27 PM,94.06%,27.12,344.3,323.87
74,05/10/2021 11:42 PM,93.27%,27.12,347.2,323.87
75,05/10/2021 11:57 PM,92.38%,27.12,350.6,323.87
