,Date,DL,Tons,Direct,Earned
0,05/05/2021 11:59 PM,110.72%,22.61,297.0,328.88
1,05/06/2021 5:28 AM,437.90%,4.71,15.7,68.79
2,05/06/2021 5:43 AM,323.68%,4.71,21.6,70.04
3,05/06/2021 5:58 AM,257.94%,4.71,27.6,71.29
4,05/06/2021 6:13 AM,215.65%,4.71,33.6,72.54
5,05/06/2021 6:28 AM,184.48%,4.71,40.1,73.88
6,05/06/2021 6:43 AM,164.43%,4.71,45.6,75.04
7,05/06/2021 6:58 AM,147.74%,4.71,51.6,76.29
8,05/06/2021 7:13 AM,134.53%,4.71,57.6,77.54
9,05/06/2021 7:28 AM,154.79%,6.12,63.8,98.8
10,05/06/2021 7:43 AM,142.77%,6.12,70.1,100.05
11,05/06/2021 7:58 AM,132.72%,6.12,76.3,101.3
12,05/06/2021 8:13 AM,124.18%,6.12,82.6,102.55
13,05/06/2021 8:28 AM,116.85%,6.12,88.8,103.8
14,05/06/2021 8:44 AM,111.68%,6.2,95.1,106.19
15,05/06/2021 8:58 AM,108.65%,6.38,101.3,110.09
16,05/06/2021 9:13 AM,103.47%,6.38,107.6,111.34
17,05/06/2021 9:29 AM,98.37%,6.38,114.6,112.68
18,05/06/2021 9:43 AM,94.68%,6.38,120.2,113.84
19,05/06/2021 9:58 AM,91.17%,6.38,126.2,115.09
20,05/06/2021 10:13 AM,88.17%,6.42,132.6,116.92
21,05/06/2021 10:28 AM,86.71%,6.59,138.9,120.47
22,05/06/2021 10:43 AM,89.01%,7.09,144.8,128.89
23,05/06/2021 10:58 AM,86.74%,7.09,149.8,129.96
24,05/06/2021 11:14 AM,85.18%,7.09,153.1,130.41
25,05/06/2021 11:28 AM,83.64%,7.09,156.2,130.66
26,05/06/2021 11:43 AM,81.59%,7.09,161.1,131.46
27,05/06/2021 11:58 AM,79.34%,7.09,167.2,132.64
28,05/06/2021 12:13 PM,77.12%,7.09,173.6,133.89
29,05/06/2021 12:29 PM,75.97%,7.23,180.6,137.17
30,05/06/2021 12:43 PM,75.36%,7.39,186.6,140.63
31,05/06/2021 12:58 PM,73.47%,7.39,193.1,141.88
32,05/06/2021 1:13 PM,75.22%,7.88,199.6,150.15
33,05/06/2021 1:28 PM,75.14%,8.12,206.0,154.79
34,05/06/2021 1:43 PM,73.73%,8.12,210.9,155.49
35,05/06/2021 1:59 PM,75.45%,8.6,215.7,162.74
36,05/06/2021 2:13 PM,74.22%,8.6,219.9,163.2
37,05/06/2021 2:29 PM,73.14%,8.62,224.4,164.11
38,05/06/2021 2:43 PM,72.15%,8.62,228.2,164.61
39,05/06/2021 2:59 PM,71.22%,8.62,231.9,165.15
40,05/06/2021 3:13 PM,69.13%,8.62,225.9,156.18
41,05/06/2021 3:29 PM,69.65%,8.87,229.7,159.99
42,05/06/2021 3:43 PM,69.17%,8.87,231.6,160.22
43,05/06/2021 3:59 PM,68.65%,8.87,233.8,160.47
44,05/06/2021 4:14 PM,67.92%,8.87,237.0,160.94
45,05/06/2021 4:29 PM,67.25%,8.87,240.0,161.4
46,05/06/2021 4:44 PM,69.32%,9.35,243.2,168.61
47,05/06/2021 4:59 PM,70.09%,9.61,246.7,172.94
48,05/06/2021 5:14 PM,69.38%,9.61,250.0,173.44
49,05/06/2021 5:29 PM,69.99%,9.85,253.2,177.23
50,05/06/2021 5:44 PM,69.30%,9.85,256.5,177.73
51,05/06/2021 5:59 PM,71.42%,10.35,259.5,185.33
52,05/06/2021 6:14 PM,70.73%,10.35,262.7,185.83
53,05/06/2021 6:29 PM,70.01%,10.35,266.2,186.37
54,05/06/2021 6:44 PM,69.35%,10.35,269.5,186.87
55,05/06/2021 6:59 PM,68.71%,10.35,272.5,187.22
56,05/06/2021 7:13 PM,72.12%,11.15,275.8,198.88
57,05/06/2021 7:29 PM,71.37%,11.15,279.0,199.13
58,05/06/2021 7:44 PM,70.64%,11.15,282.3,199.38
59,05/06/2021 7:59 PM,69.88%,11.15,285.7,199.64
60,05/06/2021 8:13 PM,69.62%,11.23,288.8,201.03
61,05/06/2021 8:29 PM,70.10%,11.47,292.0,204.69
62,05/06/2021 8:44 PM,69.37%,11.47,295.5,204.95
63,05/06/2021 8:59 PM,71.14%,11.98,298.5,212.36
64,05/06/2021 9:14 PM,71.52%,12.21,301.8,215.83
65,05/06/2021 9:29 PM,70.94%,12.21,304.6,216.07
66,05/06/2021 9:44 PM,70.33%,12.21,307.6,216.32
67,05/06/2021 9:59 PM,69.82%,12.21,310.2,216.57
68,05/06/2021 10:14 PM,69.50%,12.21,312.0,216.82
69,05/06/2021 10:29 PM,69.17%,12.21,313.8,217.07
70,05/06/2021 10:44 PM,68.61%,12.21,316.8,217.32
71,05/06/2021 10:59 PM,69.04%,12.45,320.2,221.07
72,05/06/2021 11:14 PM,68.42%,12.45,323.5,221.32
73,05/06/2021 11:29 PM,67.82%,12.45,326.7,221.57
74,05/06/2021 11:44 PM,67.23%,12.45,330.0,221.82
75,05/06/2021 11:59 PM,66.65%,12.45,333.2,222.07
