,Date,DL,Tons,Direct,Earned,EVA
0,05/20/2021 11:58 PM,78.59%,18.88,340.4,267.48,
1,05/21/2021 4:57 AM,6829.43%,0.71,0.4,24.59,
2,05/21/2021 5:12 AM,731.72%,0.71,3.4,24.59,
3,05/21/2021 5:28 AM,311.21%,0.71,7.9,24.59,
4,05/21/2021 5:43 AM,206.70%,0.78,13.0,26.89,
5,05/21/2021 5:58 AM,147.44%,0.78,18.2,26.89,
6,05/21/2021 6:13 AM,113.57%,0.78,23.7,26.89,
7,05/21/2021 6:28 AM,92.16%,0.78,29.2,26.89,
8,05/21/2021 6:43 AM,77.54%,0.78,34.7,26.89,
9,05/21/2021 6:58 AM,442.24%,11.41,40.2,177.69,
10,05/21/2021 7:13 AM,401.95%,11.41,44.3,177.86,
11,05/21/2021 7:28 AM,346.73%,11.41,51.4,178.11,
12,05/21/2021 7:43 AM,312.26%,11.41,57.1,178.36,
13,05/21/2021 7:58 AM,284.10%,11.41,62.9,178.61,
14,05/21/2021 8:13 AM,260.66%,11.41,68.6,178.86,
15,05/21/2021 8:28 AM,240.84%,11.41,74.4,179.11,
16,05/21/2021 8:43 AM,408.12%,21.82,80.1,326.99,
17,05/21/2021 8:58 AM,381.09%,21.82,85.9,327.24,
18,05/21/2021 9:13 AM,357.44%,21.82,91.6,327.49,
19,05/21/2021 9:28 AM,336.59%,21.82,97.4,327.74,
20,05/21/2021 9:43 AM,318.06%,21.82,103.1,327.99,
21,05/21/2021 9:58 AM,301.50%,21.82,108.9,328.24,
22,05/21/2021 10:13 AM,286.90%,21.82,114.4,328.3,
23,05/21/2021 10:28 AM,273.72%,21.82,119.9,328.3,
24,05/21/2021 10:43 AM,274.79%,22.98,125.5,344.72,
25,05/21/2021 10:58 AM,195.27%,32.05,129.59,344.72,50.9
26,05/21/2021 11:13 AM,239.49%,22.26,133.7,320.15,50.9
27,05/21/2021 11:28 AM,236.71%,22.26,135.3,320.15,50.9
28,05/21/2021 11:43 AM,229.48%,22.26,139.5,320.15,50.9
29,05/21/2021 11:58 AM,220.88%,22.26,144.9,320.15,50.9
30,05/21/2021 12:13 PM,213.09%,22.31,150.6,320.93,52
31,05/21/2021 12:28 PM,205.00%,22.31,156.6,320.93,52
32,05/21/2021 12:43 PM,197.44%,22.31,162.6,320.93,52
33,05/21/2021 12:58 PM,272.38%,32.05,168.6,459.1,64.4
34,05/21/2021 1:13 PM,263.02%,32.05,174.6,459.1,64.4
35,05/21/2021 1:28 PM,254.28%,32.05,180.6,459.1,64.4
36,05/21/2021 1:43 PM,250.10%,32.05,183.6,459.1,64.4
37,05/21/2021 1:58 PM,248.47%,32.05,184.8,459.1,64.4
38,05/21/2021 2:13 PM,247.56%,32.05,185.5,459.1,64.4
39,05/21/2021 2:28 PM,245.29%,32.05,187.9,460.92,64.4
40,05/21/2021 2:43 PM,243.04%,32.05,189.7,460.92,64.4
41,05/21/2021 2:58 PM,240.50%,32.05,191.7,460.92,64.4
42,05/21/2021 3:13 PM,238.02%,32.05,193.7,460.92,64.4
43,05/21/2021 3:28 PM,235.58%,32.05,195.7,460.92,64.4
44,05/21/2021 3:43 PM,233.20%,32.05,197.7,460.92,64.4
45,05/21/2021 3:58 PM,230.86%,32.05,199.7,460.92,64.4
46,05/21/2021 4:13 PM,228.57%,32.05,201.7,460.92,64.4
47,05/21/2021 4:28 PM,226.33%,32.05,203.7,460.92,64.4
48,05/21/2021 4:43 PM,224.13%,32.05,205.7,460.92,64.4
49,05/21/2021 4:58 PM,221.97%,32.05,207.7,460.92,64.4
