,Date,DL,Tons,Direct,Earned
0,4/26/2021 23:58,56.87%,11.7,310.8,176.74
1,4/27/2021 5:27,102.20%,1.25,17.3,17.71
2,4/27/2021 5:42,77.78%,1.25,22.8,17.71
3,4/27/2021 5:57,62.30%,1.25,28.4,17.71
4,4/27/2021 6:12,51.67%,1.25,34.2,17.69
5,4/27/2021 6:27,44.57%,1.25,39.7,17.69
6,4/27/2021 6:42,49.21%,1.58,45.4,22.33
7,4/27/2021 8:42,40.60%,1.58,55,22.33
8,4/27/2021 8:43,34.35%,1.58,65,22.33
9,4/27/2021 9:13,29.77%,1.58,75,22.33
10,4/27/2021 9:27,26.27%,1.58,85,22.33
11,4/27/2021 9:42,23.51%,1.58,95,22.33
12,4/27/2021 9:57,21.27%,1.58,105,22.33
13,4/27/2021 10:08,19.42%,1.58,115,22.33
14,4/27/2021 10:13,37.73%,3.35,125.7,47.42
15,4/27/2021 10:29,43.54%,4.03,131,57.05
16,4/27/2021 10:43,41.87%,4.03,136.3,57.05
17,4/27/2021 10:58,40.45%,4.03,141,57.05
18,4/27/2021 11:13,39.43%,4.03,144.7,57.05
19,4/27/2021 11:29,38.39%,4.03,148.6,57.05
20,4/27/2021 11:43,37.17%,4.03,153.5,57.05
21,4/27/2021 11:58,35.70%,4.03,159.8,57.05
22,4/27/2021 12:14,34.37%,4.03,166,57.05
23,4/27/2021 12:28,33.20%,4.03,171.8,57.05
24,4/27/2021 12:43,32.07%,4.03,177.9,57.05
25,4/27/2021 12:58,49.78%,6.46,184,91.58
26,4/27/2021 13:14,48.12%,6.46,190.3,91.58
27,4/27/2021 13:28,53.19%,7.35,196,104.24
28,4/27/2021 13:43,51.77%,7.35,201.4,104.24
29,4/27/2021 13:58,50.50%,7.35,206.4,104.24
30,4/27/2021 14:14,49.27%,7.35,211.6,104.24
31,4/27/2021 14:28,48.26%,7.35,216,104.24
32,4/27/2021 14:43,47.38%,7.35,220,104.24
33,4/27/2021 14:59,46.53%,7.35,224,104.24
34,4/27/2021 15:14,45.77%,7.35,227.8,104.24
35,4/27/2021 15:28,44.99%,7.35,231.7,104.24
36,4/27/2021 15:43,44.73%,7.35,233.1,104.24
37,4/27/2021 15:59,44.49%,7.35,234.3,104.24
38,4/27/2021 16:13,44.13%,7.35,236.2,104.24
39,4/27/2021 16:28,43.71%,7.35,238.5,104.24
40,4/27/2021 16:43,43.27%,7.35,240.9,104.24
41,4/27/2021 16:59,42.83%,7.35,243.4,104.24
42,4/27/2021 17:14,42.40%,7.35,245.9,104.24
43,4/27/2021 17:29,41.97%,7.35,248.4,104.24
