,Date,DL,Tons,Direct,Earned
0,05/12/2021 11:57 PM,80.72%,28.74,385.4,311.08
1,05/13/2021 4:57 AM,0.00%,0.0,0.0,0.0
2,05/13/2021 5:12 AM,0.00%,0.0,0.0,0.0
3,05/13/2021 5:27 AM,0.00%,0.0,0.0,0.0
4,05/13/2021 5:42 AM,0.00%,0.0,0.2,0.0
5,05/13/2021 5:57 AM,0.00%,0.0,1.3,0.0
6,05/13/2021 6:12 AM,4.82%,0.0,7.1,0.34
7,05/13/2021 6:27 AM,5.77%,0.0,14.6,0.84
8,05/13/2021 6:42 AM,6.07%,0.0,22.1,1.34
9,05/13/2021 6:57 AM,6.22%,0.0,29.6,1.84
10,05/13/2021 7:12 AM,70.64%,2.06,37.1,26.18
11,05/13/2021 7:27 AM,59.90%,2.06,44.5,26.68
12,05/13/2021 7:42 AM,52.40%,2.06,51.9,27.18
13,05/13/2021 7:57 AM,46.66%,2.06,59.3,27.68
14,05/13/2021 8:12 AM,42.22%,2.06,66.7,28.18
15,05/13/2021 8:27 AM,35.29%,2.06,74.4,26.26
16,05/13/2021 8:42 AM,28.77%,2.06,92.2,26.51
17,05/13/2021 8:57 AM,31.46%,2.47,99.9,31.43
18,05/13/2021 9:12 AM,29.43%,2.47,107.7,31.68
19,05/13/2021 9:27 AM,27.67%,2.47,115.4,31.93
20,05/13/2021 9:42 AM,26.11%,2.47,123.3,32.18
21,05/13/2021 9:57 AM,24.71%,2.47,131.3,32.43
22,05/13/2021 10:13 AM,23.49%,2.47,139.1,32.68
23,05/13/2021 10:28 AM,22.42%,2.47,146.9,32.93
24,05/13/2021 10:42 AM,21.46%,2.47,154.6,33.18
25,05/13/2021 10:57 AM,47.82%,6.66,162.4,77.64
26,05/13/2021 11:12 AM,48.48%,7.09,170.1,82.47
27,05/13/2021 11:27 AM,46.51%,7.09,177.9,82.72
28,05/13/2021 11:43 AM,44.74%,7.09,185.5,82.97
29,05/13/2021 11:57 AM,43.38%,7.09,191.9,83.22
30,05/13/2021 12:12 PM,44.42%,7.34,194.0,86.16
31,05/13/2021 12:27 PM,44.12%,7.34,195.3,86.16
32,05/13/2021 12:42 PM,42.96%,7.34,201.0,86.33
33,05/13/2021 12:57 PM,41.54%,7.34,208.5,86.58
34,05/13/2021 1:12 PM,40.21%,7.34,216.0,86.83
35,05/13/2021 1:28 PM,38.97%,7.34,223.5,87.08
36,05/13/2021 1:42 PM,37.83%,7.34,230.9,87.33
37,05/13/2021 1:58 PM,40.51%,8.12,238.2,96.51
38,05/13/2021 2:12 PM,39.40%,8.12,245.6,96.76
39,05/13/2021 2:27 PM,38.35%,8.13,253.2,97.1
40,05/13/2021 2:42 PM,37.33%,8.13,260.8,97.35
41,05/13/2021 2:58 PM,38.01%,8.52,268.8,102.17
42,05/13/2021 3:12 PM,37.22%,8.52,275.8,102.64
43,05/13/2021 3:29 PM,36.31%,8.52,284.3,103.21
44,05/13/2021 3:42 PM,38.71%,9.3,290.8,112.57
45,05/13/2021 3:57 PM,37.54%,9.3,298.3,111.99
46,05/13/2021 4:13 PM,33.86%,9.69,316.1,107.03
47,05/13/2021 4:28 PM,33.00%,9.69,324.4,107.03
48,05/13/2021 4:43 PM,32.51%,9.69,329.2,107.03
49,05/13/2021 4:57 PM,32.26%,9.69,331.8,107.03
50,05/13/2021 5:12 PM,32.03%,9.69,334.2,107.03
51,05/13/2021 5:27 PM,31.81%,9.69,336.5,107.03
52,05/13/2021 5:42 PM,31.63%,9.69,338.4,107.03
53,05/13/2021 5:57 PM,31.48%,9.69,340.0,107.03
54,05/13/2021 6:12 PM,31.35%,9.69,341.4,107.03
55,05/13/2021 6:27 PM,31.17%,9.69,343.4,107.03
56,05/13/2021 6:42 PM,30.99%,9.69,345.4,107.03
57,05/13/2021 6:57 PM,30.80%,9.69,347.5,107.03
58,05/13/2021 7:12 PM,30.60%,9.69,349.8,107.03
59,05/13/2021 7:27 PM,30.40%,9.69,352.0,107.03
60,05/13/2021 7:42 PM,30.21%,9.69,354.3,107.03
61,05/13/2021 7:57 PM,30.02%,9.69,356.5,107.03
62,05/13/2021 8:12 PM,29.83%,9.69,358.8,107.03
63,05/13/2021 8:27 PM,29.65%,9.69,361.0,107.03
64,05/13/2021 8:42 PM,29.46%,9.69,363.3,107.03
65,05/13/2021 8:57 PM,29.28%,9.69,365.5,107.03
66,05/13/2021 11:42 PM,28.19%,9.69,387.4,109.18
67,05/13/2021 11:57 PM,28.11%,9.69,389.4,109.43
