,Date,DL,Tons,Direct,Earned
0,04/17/2021 11:57 PM,0.00%,2.33,54.0,0.0
1,04/19/2021 5:27 AM,0.00%,0.0,0.0,0.0
2,04/19/2021 5:42 AM,0.00%,0.0,0.2,0.0
3,04/19/2021 5:57 AM,0.00%,0.0,1.4,0.0
4,04/19/2021 6:12 AM,0.00%,0.0,5.7,0.0
5,04/19/2021 6:27 AM,0.00%,0.0,11.4,0.0
6,04/19/2021 6:42 AM,0.00%,0.0,17.8,0.0
7,04/19/2021 6:57 AM,344.47%,3.56,24.0,82.74
8,04/19/2021 7:12 AM,273.35%,3.56,30.3,82.74
9,04/19/2021 7:27 AM,226.57%,3.56,36.5,82.74
10,04/19/2021 7:42 AM,193.55%,3.56,42.8,82.74
11,04/19/2021 7:57 AM,173.76%,3.77,49.0,85.14
12,04/19/2021 8:12 AM,153.74%,3.77,55.4,85.14
13,04/19/2021 8:27 AM,137.88%,3.77,61.8,85.14
14,04/19/2021 8:42 AM,124.79%,3.77,68.2,85.14
15,04/19/2021 8:57 AM,113.94%,3.77,74.7,85.14
16,04/19/2021 9:13 AM,104.27%,3.77,81.7,85.14
17,04/19/2021 9:27 AM,97.06%,3.77,87.7,85.14
18,04/19/2021 9:42 AM,91.85%,3.88,94.1,86.41
19,04/19/2021 9:57 AM,126.73%,7.43,100.6,127.46
20,04/19/2021 10:12 AM,119.03%,7.43,107.1,127.46
21,04/19/2021 10:27 AM,365.84%,32.33,113.6,415.53
22,04/19/2021 10:43 AM,344.81%,32.33,120.5,415.53
23,04/19/2021 10:57 AM,332.41%,32.8,126.7,421.0
24,04/19/2021 11:12 AM,315.83%,32.8,133.3,421.0
25,04/19/2021 11:28 AM,301.08%,32.8,139.8,421.0
26,04/19/2021 11:42 AM,288.35%,32.8,146.0,421.0
27,04/19/2021 1:57 PM,225.39%,33.34,189.6,427.22
28,04/19/2021 2:02 PM,222.61%,33.27,191.6,426.41
29,04/19/2021 2:12 PM,218.29%,33.34,195.7,427.22
30,04/19/2021 2:28 PM,221.99%,35.17,202.0,448.41
31,04/19/2021 2:42 PM,215.24%,35.17,208.3,448.41
32,04/19/2021 2:50 PM,212.27%,35.17,211.3,448.41
33,04/19/2021 2:57 PM,208.97%,35.17,214.6,448.41
34,04/19/2021 3:12 PM,203.06%,35.17,220.8,448.41
35,04/19/2021 3:27 PM,205.30%,36.61,226.5,465.06
36,04/19/2021 3:42 PM,200.43%,36.61,232.0,465.06
37,04/19/2021 3:58 PM,195.79%,36.61,237.5,465.06
38,04/19/2021 4:12 PM,196.78%,37.78,243.2,478.58
39,04/19/2021 4:27 PM,192.24%,37.78,249.0,478.58
40,04/19/2021 4:42 PM,190.52%,37.78,251.2,478.58
41,04/19/2021 4:58 PM,190.02%,37.78,251.9,478.58
42,04/19/2021 5:12 PM,189.14%,37.78,253.0,478.58
43,04/19/2021 5:27 PM,188.21%,37.78,254.3,478.58
44,04/19/2021 5:42 PM,187.29%,37.78,255.5,478.58
45,04/19/2021 5:57 PM,186.38%,37.78,256.8,478.58
46,04/19/2021 6:12 PM,185.47%,37.78,258.0,478.58
47,04/19/2021 6:27 PM,184.58%,37.78,259.3,478.58
48,04/19/2021 6:42 PM,183.69%,37.78,260.5,478.58
49,04/19/2021 6:57 PM,182.82%,37.78,261.8,478.58
50,04/19/2021 7:13 PM,181.83%,37.78,263.2,478.58
51,04/19/2021 7:27 PM,180.80%,37.78,264.7,478.58
52,04/19/2021 7:42 PM,179.78%,37.78,266.2,478.58
53,04/19/2021 7:57 PM,178.77%,37.78,267.7,478.58
54,04/19/2021 8:12 PM,177.78%,37.78,269.2,478.58
55,04/19/2021 8:28 PM,176.79%,37.78,270.7,478.58
56,04/19/2021 8:42 PM,175.82%,37.78,272.2,478.58
57,04/19/2021 8:57 PM,174.85%,37.78,273.7,478.58
58,04/19/2021 9:12 PM,173.90%,37.78,275.2,478.58
59,04/19/2021 9:27 PM,172.96%,37.78,276.7,478.58
60,04/19/2021 9:42 PM,172.03%,37.78,278.2,478.58
61,04/19/2021 9:57 PM,171.10%,37.78,279.7,478.58
62,04/19/2021 10:12 PM,170.29%,37.78,281.0,478.58
63,04/19/2021 10:27 PM,169.64%,37.78,282.1,478.58
64,04/19/2021 10:42 PM,168.94%,37.78,283.3,478.58
65,04/19/2021 10:57 PM,168.20%,37.78,284.5,478.58
66,04/19/2021 11:12 PM,167.56%,37.78,285.6,478.58
67,04/19/2021 11:27 PM,166.88%,37.78,286.8,478.58
68,04/19/2021 11:42 PM,166.06%,37.78,288.2,478.58
69,04/19/2021 11:57 PM,165.20%,37.78,289.7,478.58
