,Date,DL,Tons,Direct,Earned,EVA
0,06/21/2021 11:47 PM,73.10%,19.25,313.0,228.8,162.8
1,06/22/2021 5:32 AM,0.00%,0.0,0.0,0.0,0.0
2,06/22/2021 5:47 AM,0.00%,0.0,0.5,0.0,0.0
3,06/22/2021 6:02 AM,0.00%,0.0,1.5,0.0,0.0
4,06/22/2021 6:17 AM,0.00%,0.0,6.9,0.0,0.0
5,06/22/2021 6:32 AM,0.00%,0.0,12.9,0.0,0.0
6,06/22/2021 6:47 AM,0.00%,0.0,18.9,0.0,0.0
7,06/22/2021 7:02 AM,37.11%,0.82,25.2,9.34,0.0
8,06/22/2021 7:17 AM,32.57%,0.9,31.4,10.24,0.0
9,06/22/2021 7:32 AM,55.75%,1.84,37.7,21.01,2.6
10,06/22/2021 7:47 AM,125.04%,4.79,43.9,54.94,24.4
11,06/22/2021 8:02 AM,137.86%,6.74,50.2,69.19,24.4
12,06/22/2021 8:17 AM,122.59%,6.74,56.4,69.19,24.4
13,06/22/2021 8:33 AM,109.63%,6.74,63.1,69.19,24.4
14,06/22/2021 8:47 AM,102.73%,6.88,68.9,70.82,28.7
15,06/22/2021 9:02 AM,94.19%,6.88,75.2,70.82,28.7
16,06/22/2021 9:17 AM,86.96%,6.88,81.4,70.82,28.7
17,06/22/2021 9:47 AM,91.99%,7.53,94.0,86.45,38.0
18,06/22/2021 10:02 AM,99.29%,8.69,100.4,99.68,40.4
19,06/22/2021 10:17 AM,93.66%,8.69,106.4,99.68,40.4
20,06/22/2021 10:32 AM,121.87%,11.98,112.6,137.23,40.4
21,06/22/2021 10:47 AM,127.31%,13.22,119.0,151.48,40.4
22,06/22/2021 11:02 AM,121.00%,13.22,125.2,151.48,40.4
23,06/22/2021 11:17 AM,115.46%,13.22,131.2,151.48,40.4
24,06/22/2021 11:32 AM,110.78%,13.27,137.2,151.98,40.4
25,06/22/2021 12:02 PM,122.80%,15.84,147.7,181.36,40.4
26,06/22/2021 12:18 PM,137.95%,17.91,148.7,205.08,40.4
27,06/22/2021 12:32 PM,136.95%,17.91,149.8,205.08,40.4
28,06/22/2021 12:47 PM,132.31%,17.91,155.0,205.08,40.4
29,06/22/2021 1:02 PM,127.84%,17.91,160.4,205.08,40.4
30,06/22/2021 1:17 PM,123.60%,17.91,165.9,205.08,40.4
31,06/22/2021 1:33 PM,122.34%,18.31,171.4,209.72,44.9
32,06/22/2021 1:47 PM,118.54%,18.31,176.9,209.72,44.9
33,06/22/2021 2:03 PM,114.96%,18.31,182.4,209.72,44.9
34,06/22/2021 2:32 PM,115.87%,19.6,193.7,224.45,44.9
35,06/22/2021 2:47 PM,112.82%,19.65,199.5,225.03,44.9
36,06/22/2021 3:03 PM,109.63%,19.65,205.3,225.03,44.9
37,06/22/2021 3:17 PM,106.52%,19.65,211.3,225.03,44.9
38,06/22/2021 3:47 PM,107.62%,20.94,222.8,239.82,57.1
39,06/22/2021 4:02 PM,104.93%,20.94,228.6,239.82,57.1
40,06/22/2021 4:17 PM,109.82%,22.47,234.3,257.29,57.1
41,06/22/2021 4:32 PM,107.18%,22.47,240.1,257.29,57.1
42,06/22/2021 4:47 PM,106.01%,22.47,242.7,257.29,57.1
43,06/22/2021 5:02 PM,104.94%,22.47,245.2,257.29,57.1
44,06/22/2021 5:17 PM,103.98%,22.47,247.4,257.29,57.1
45,06/22/2021 5:32 PM,103.05%,22.47,249.7,257.29,57.1
46,06/22/2021 5:47 PM,102.21%,22.47,251.7,257.29,57.1
47,06/22/2021 6:03 PM,101.41%,22.47,253.7,257.29,57.1
48,06/22/2021 6:17 PM,100.71%,22.47,255.5,257.29,57.1
49,06/22/2021 6:32 PM,99.93%,22.47,257.5,257.29,57.1
50,06/22/2021 6:48 PM,98.97%,22.47,260.0,257.29,57.1
51,06/22/2021 7:03 PM,98.02%,22.47,262.5,257.29,57.1
52,06/22/2021 7:17 PM,97.10%,22.47,265.0,257.29,57.1
53,06/22/2021 7:33 PM,96.19%,22.47,267.5,257.29,57.1
54,06/22/2021 7:47 PM,95.30%,22.47,270.0,257.29,57.1
55,06/22/2021 8:02 PM,94.43%,22.47,272.5,257.29,57.1
56,06/22/2021 8:17 PM,93.57%,22.47,275.0,257.29,57.1
57,06/22/2021 8:33 PM,92.73%,22.47,277.5,257.29,57.1
58,06/22/2021 8:47 PM,91.90%,22.47,280.0,257.29,57.1
59,06/22/2021 9:02 PM,91.08%,22.47,282.5,257.29,57.1
60,06/22/2021 9:17 PM,90.29%,22.47,285.0,257.29,57.1
61,06/22/2021 9:32 PM,89.50%,22.47,287.5,257.29,57.1
62,06/22/2021 9:47 PM,88.81%,22.47,289.7,257.29,57.1
63,06/22/2021 10:02 PM,88.12%,22.47,292.0,257.29,57.1
64,06/22/2021 10:18 PM,87.60%,22.47,293.7,257.29,57.1
65,06/22/2021 10:32 PM,87.08%,22.47,295.5,257.29,57.1
66,06/22/2021 10:47 PM,86.82%,22.47,296.4,257.29,57.1
67,06/22/2021 11:02 PM,86.60%,22.47,297.1,257.29,57.1
68,06/22/2021 11:17 PM,86.06%,22.47,299.0,257.29,57.1
69,06/22/2021 11:32 PM,85.49%,22.47,301.0,257.29,57.1
70,06/22/2021 11:47 PM,84.97%,22.47,302.8,257.29,57.1
