,Date,DL,Tons,Direct,Earned,EVA
0,06/28/2021 11:47 PM,90.72%,25.26,318.2,288.7,137.7
1,06/29/2021 5:32 AM,0.00%,0.0,0.0,0.0,0.0
2,06/29/2021 5:47 AM,0.00%,0.0,0.3,0.0,0.0
3,06/29/2021 6:17 AM,0.00%,0.0,6.6,0.0,0.0
4,06/29/2021 6:32 AM,0.00%,0.0,13.3,0.0,0.0
5,06/29/2021 6:47 AM,0.00%,0.0,19.8,0.0,0.0
6,06/29/2021 7:02 AM,0.00%,0.0,25.1,0.0,0.0
7,06/29/2021 7:17 AM,57.13%,1.58,31.6,18.03,12.7
8,06/29/2021 7:47 AM,60.88%,2.4,45.1,27.43,12.7
9,06/29/2021 8:03 AM,52.75%,2.4,52.0,27.43,12.7
10,06/29/2021 8:17 AM,67.26%,3.46,58.8,39.51,12.7
11,06/29/2021 8:32 AM,59.95%,3.46,65.9,39.51,12.7
12,06/29/2021 8:47 AM,67.17%,4.45,75.8,50.88,12.7
13,06/29/2021 9:02 AM,61.30%,4.45,83.0,50.88,12.7
14,06/29/2021 9:17 AM,56.38%,4.45,90.3,50.88,12.7
15,06/29/2021 9:32 AM,52.09%,4.45,97.7,50.88,12.7
16,06/29/2021 10:02 AM,61.72%,6.11,113.2,69.85,16.0
17,06/29/2021 10:48 AM,51.36%,6.11,136.0,69.85,16.0
18,06/29/2021 11:02 AM,50.23%,6.29,143.1,71.87,16.0
19,06/29/2021 11:17 AM,47.86%,6.29,150.2,71.87,16.0
20,06/29/2021 11:32 AM,46.00%,6.29,157.0,72.0,16.0
21,06/29/2021 11:47 AM,77.00%,11.1,164.0,127.0,20.0
22,06/29/2021 12:03 PM,91.00%,13.66,171.0,156.0,42.0
23,06/29/2021 12:17 PM,128.00%,19.39,173.0,222.0,73.0
24,06/29/2021 12:33 PM,130.00%,19.82,174.0,227.0,77.0
25,06/29/2021 12:47 PM,126.00%,19.82,180.0,227.0,77.0
26,06/29/2021 1:02 PM,122.00%,19.82,186.0,227.0,77.0
27,06/29/2021 1:36 PM,122.00%,21.38,200.0,244.0,80.0
28,06/29/2021 1:49 PM,119.00%,21.38,205.0,244.0,80.0
29,06/29/2021 2:02 PM,116.00%,21.39,211.0,245.0,80.0
30,06/29/2021 2:18 PM,112.00%,21.39,217.0,245.0,80.0
31,06/29/2021 2:32 PM,111.00%,21.64,224.0,247.0,80.0
32,06/29/2021 2:48 PM,108.00%,21.64,229.0,247.0,80.0
33,06/29/2021 3:02 PM,105.00%,21.64,235.0,247.0,80.0
34,06/29/2021 3:18 PM,103.00%,21.64,240.0,247.0,80.0
35,06/29/2021 3:32 PM,100.00%,21.64,246.0,247.0,80.0
36,06/29/2021 3:47 PM,98.00%,21.64,252.0,247.0,80.0
37,06/29/2021 4:02 PM,96.00%,21.64,257.0,247.0,80.0
38,06/29/2021 4:17 PM,94.00%,21.64,263.0,247.0,80.0
39,06/29/2021 4:33 PM,92.00%,21.64,268.0,247.0,80.0
40,06/29/2021 4:48 PM,92.00%,21.64,270.0,247.0,80.0
41,06/29/2021 5:03 PM,91.00%,21.64,271.0,247.0,80.0
42,06/29/2021 5:17 PM,91.00%,21.64,273.0,247.0,80.0
43,06/29/2021 5:32 PM,90.00%,21.64,275.0,247.0,80.0
44,06/29/2021 5:48 PM,89.00%,21.64,277.0,247.0,80.0
45,06/29/2021 6:02 PM,89.00%,21.64,279.0,247.0,80.0
46,06/29/2021 6:18 PM,88.00%,21.64,281.0,247.0,80.0
47,06/29/2021 6:32 PM,87.00%,21.64,283.0,247.0,80.0
48,06/29/2021 6:47 PM,87.00%,21.64,285.0,247.0,80.0
49,06/29/2021 7:02 PM,86.00%,21.64,286.0,247.0,80.0
50,06/29/2021 7:18 PM,86.00%,21.64,288.0,247.0,80.0
51,06/29/2021 7:32 PM,85.00%,21.64,289.0,247.0,80.0
52,06/29/2021 7:47 PM,85.00%,21.64,291.0,247.0,80.0
53,06/29/2021 8:03 PM,85.00%,21.64,292.0,247.0,80.0
54,06/29/2021 8:18 PM,84.00%,21.64,294.0,247.0,80.0
55,06/29/2021 8:32 PM,84.00%,21.64,295.0,247.0,80.0
56,06/29/2021 8:48 PM,83.00%,21.64,297.0,247.0,80.0
57,06/29/2021 9:02 PM,83.00%,21.64,298.0,247.0,80.0
58,06/29/2021 9:17 PM,82.00%,21.64,300.0,247.0,80.0
59,06/29/2021 9:32 PM,82.00%,21.64,302.0,247.0,80.0
60,06/29/2021 9:47 PM,81.00%,21.64,304.0,247.0,80.0
61,06/29/2021 10:02 PM,81.00%,21.64,306.0,247.0,80.0
62,06/29/2021 10:17 PM,80.00%,21.64,308.0,247.0,80.0
63,06/29/2021 10:32 PM,80.00%,21.64,310.0,247.0,80.0
64,06/29/2021 10:48 PM,80.00%,21.64,311.0,247.0,80.0
65,06/29/2021 11:02 PM,79.00%,21.64,312.0,247.0,80.0
66,06/29/2021 11:17 PM,79.00%,21.64,313.0,247.0,80.0
67,06/29/2021 11:32 PM,79.00%,21.64,315.0,247.0,80.0
68,06/29/2021 11:48 PM,78.04%,21.64,317.0,247.0,80.0
