,Date,DL,Tons,Direct,Earned
0,4/26/2021 23:58,297.19%,63.75,308.3,916.32
1,4/27/2021 5:27,139.43%,0.97,10.6,14.75
2,4/27/2021 5:42,93.19%,0.97,15.8,14.75
3,4/27/2021 5:57,76.54%,1.06,21.2,16.2
4,4/27/2021 6:12,63.93%,1.13,26.8,17.16
5,4/27/2021 6:27,52.65%,1.13,32.6,17.16
6,4/27/2021 6:42,45.25%,1.13,38.7,17.51
7,4/27/2021 8:42,73.22%,4.1,110,67.47
8,4/27/2021 8:43,73.22%,4.1,114,67.47
9,4/27/2021 9:13,54.68%,4.1,118,71.62
10,4/27/2021 9:27,54.68%,4.1,121,71.62
11,4/27/2021 9:42,54.68%,4.1,124,71.62
12,4/27/2021 9:57,54.68%,4.1,128,71.62
13,4/27/2021 10:08,54.68%,4.1,131,71.62
14,4/27/2021 10:13,53.89%,4.1,133.2,71.76
15,4/27/2021 10:28,51.50%,4.1,139.8,72.01
16,4/27/2021 10:43,49.54%,4.1,146.2,72.44
17,4/27/2021 10:58,47.91%,4.1,152.1,72.87
18,4/27/2021 11:13,47.13%,4.1,154.9,73.01
19,4/27/2021 11:28,46.49%,4.1,157,73.01
20,4/27/2021 11:43,45.08%,4.1,162.8,73.37
21,4/27/2021 11:58,43.56%,4.1,169.6,73.87
22,4/27/2021 12:13,56.79%,5.82,176.2,100.03
23,4/27/2021 12:28,54.99%,5.82,182.8,100.53
24,4/27/2021 12:43,67.22%,7.6,189.8,127.57
25,4/27/2021 12:58,65.09%,7.6,196.8,128.07
26,4/27/2021 13:13,63.56%,7.67,203.7,129.45
27,4/27/2021 13:28,67.60%,8.51,210.4,142.23
28,4/27/2021 13:43,65.67%,8.51,217,142.48
29,4/27/2021 13:58,75.30%,10.22,223.5,168.28
30,4/27/2021 14:14,73.69%,10.29,230.1,169.58
31,4/27/2021 14:28,70.94%,10.29,239.8,170.1
32,4/27/2021 14:43,69.08%,10.29,246.3,170.12
33,4/27/2021 14:58,67.30%,10.29,252.8,170.12
34,4/27/2021 15:13,65.61%,10.29,259.3,170.12
35,4/27/2021 15:28,67.63%,10.94,265.9,179.8
36,4/27/2021 15:43,66.83%,10.94,269.1,179.8
37,4/27/2021 15:58,66.74%,10.94,269.4,179.8
38,4/27/2021 16:13,66.62%,10.94,269.9,179.8
39,4/27/2021 16:28,66.50%,10.94,270.4,179.8
40,4/27/2021 16:43,66.11%,10.94,272,179.8
41,4/27/2021 16:58,65.62%,10.94,274,179.8
42,4/27/2021 17:13,65.15%,10.94,276,179.8
43,4/27/2021 17:28,64.68%,10.94,278,179.8
