,Date,DL,Tons,Direct,Earned
0,03/15/2021 9:48 AM,5.67%,0.0,130.47,7.4
1,03/15/2021 9:48 AM,5.67%,0.0,130.5,7.4
2,03/15/2021 10:20 AM,5.45%,0.0,145.5,7.93
3,03/15/2021 10:34 AM,5.38%,0.0,151.4,8.15
4,03/15/2021 10:50 AM,5.51%,0.0,158.9,8.75
5,03/15/2021 11:12 AM,5.54%,0.0,164.0,9.08
6,03/15/2021 11:27 AM,5.61%,0.0,165.5,9.28
7,03/15/2021 11:42 AM,5.81%,0.0,171.8,9.98
8,03/15/2021 11:50 AM,5.95%,0.0,175.7,10.45
9,03/15/2021 11:55 AM,6.01%,0.0,178.2,10.7
10,03/15/2021 11:57 AM,6.03%,0.0,179.2,10.8
11,03/15/2021 12:12 PM,6.20%,0.0,186.4,11.55
12,03/15/2021 12:12 PM,6.20%,0.0,186.4,0.0
13,03/15/2021 12:57 PM,6.61%,0.0,208.9,13.8
14,03/15/2021 1:12 PM,25.94%,3.23,216.4,56.14
15,03/15/2021 1:27 PM,36.51%,5.35,224.2,81.83
16,03/15/2021 1:42 PM,35.45%,5.35,231.5,82.08
17,03/15/2021 1:57 PM,34.51%,5.35,238.6,82.33
18,03/15/2021 2:12 PM,33.63%,5.35,245.6,82.58
19,03/15/2021 2:27 PM,32.82%,5.35,252.4,82.83
20,03/15/2021 2:42 PM,32.06%,5.35,259.1,83.08
21,03/15/2021 3:12 PM,30.66%,5.35,272.6,83.58
22,03/15/2021 3:27 PM,30.03%,5.35,279.2,83.83
23,03/15/2021 3:42 PM,33.14%,5.98,282.5,93.6
24,03/15/2021 3:57 PM,50.82%,9.56,283.3,143.96
25,03/15/2021 4:12 PM,55.30%,10.84,283.9,156.97
26,03/15/2021 4:27 PM,55.16%,10.84,284.6,156.97
27,03/15/2021 4:42 PM,54.83%,10.84,286.3,156.97
28,03/15/2021 4:57 PM,54.45%,10.84,288.3,156.97
29,03/15/2021 5:12 PM,54.07%,10.84,290.3,156.97
30,03/15/2021 5:27 PM,53.70%,10.84,292.3,156.97
31,03/15/2021 5:57 PM,52.98%,10.84,296.3,156.97
32,03/15/2021 6:12 PM,52.62%,10.84,298.3,156.97
33,03/15/2021 6:27 PM,52.27%,10.84,300.3,156.97
34,03/15/2021 6:42 PM,51.93%,10.84,302.3,156.97
35,03/15/2021 6:57 PM,51.59%,10.84,304.3,156.97
36,03/15/2021 7:12 PM,51.25%,10.84,306.3,156.97
37,03/15/2021 7:27 PM,50.92%,10.84,308.3,156.97
38,03/15/2021 7:42 PM,50.59%,10.84,310.3,156.97
39,03/15/2021 7:57 PM,50.26%,10.84,312.3,156.97
40,03/15/2021 8:12 PM,49.94%,10.84,314.3,156.97
41,03/15/2021 8:27 PM,49.63%,10.84,316.3,156.97
42,03/15/2021 8:42 PM,49.32%,10.84,318.3,156.97
43,03/15/2021 8:57 PM,49.01%,10.84,320.3,156.97
44,03/15/2021 9:12 PM,49.01%,10.84,320.3,156.97
45,03/15/2021 9:27 PM,48.40%,10.84,324.3,156.97
46,03/15/2021 9:42 PM,48.11%,10.84,326.3,156.97
47,03/15/2021 9:57 PM,47.84%,10.84,328.1,156.97
48,03/15/2021 10:12 PM,47.59%,10.84,329.9,156.97
49,03/15/2021 10:27 PM,47.34%,10.84,331.6,156.97
50,03/15/2021 10:42 PM,47.23%,10.84,332.4,156.97
51,03/15/2021 10:57 PM,47.13%,10.84,333.1,156.97
52,03/15/2021 11:12 PM,46.88%,10.84,334.8,156.97
53,03/15/2021 11:27 PM,46.61%,10.84,336.8,156.97
54,03/15/2021 11:42 PM,46.33%,10.84,338.8,156.97
