,Date,DL,Tons,Direct,Earned,EVA
0,06/24/2021 11:47 PM,49.48%,13.19,304.8,150.8,0.0
1,06/25/2021 5:32 AM,0.00%,0.0,0.0,0.0,0.0
2,06/25/2021 5:47 AM,0.00%,0.0,0.3,0.0,0.0
3,06/25/2021 6:02 AM,0.00%,0.0,1.5,0.0,0.0
4,06/25/2021 6:17 AM,0.00%,0.0,6.8,0.0,0.0
5,06/25/2021 6:32 AM,0.00%,0.0,12.3,0.0,0.0
6,06/25/2021 6:47 AM,0.00%,0.0,18.2,0.0,0.0
7,06/25/2021 7:02 AM,0.00%,0.0,24.4,0.0,0.0
8,06/25/2021 7:17 AM,0.00%,0.0,30.7,0.0,0.0
9,06/25/2021 7:32 AM,0.00%,0.0,36.9,0.0,0.0
10,06/25/2021 7:47 AM,0.00%,0.0,43.4,0.0,0.0
11,06/25/2021 8:02 AM,2.51%,0.11,51.9,1.3,0.0
12,06/25/2021 8:17 AM,30.90%,1.55,57.9,17.88,8.9
13,06/25/2021 8:32 AM,31.48%,1.77,64.6,20.34,15.7
14,06/25/2021 8:47 AM,28.56%,1.77,71.2,20.34,15.7
15,06/25/2021 9:02 AM,26.22%,1.77,77.6,20.34,15.7
16,06/25/2021 9:17 AM,24.26%,1.77,83.8,20.34,15.7
17,06/25/2021 9:32 AM,23.38%,1.83,90.1,21.06,18.7
18,06/25/2021 9:47 AM,41.09%,3.45,96.3,39.58,24.7
19,06/25/2021 10:02 AM,46.40%,4.15,102.6,47.6,24.7
20,06/25/2021 10:18 AM,68.25%,6.48,108.8,74.28,24.7
21,06/25/2021 10:33 AM,90.28%,9.05,115.1,103.9,31.2
22,06/25/2021 10:47 AM,85.63%,9.05,121.3,103.9,31.2
23,06/25/2021 11:02 AM,98.50%,10.93,127.6,125.68,32.5
24,06/25/2021 11:17 AM,93.90%,10.93,133.8,125.68,32.5
25,06/25/2021 11:32 AM,89.71%,10.93,140.1,125.68,32.5
26,06/25/2021 11:47 AM,86.03%,10.93,146.1,125.68,32.5
27,06/25/2021 12:02 PM,82.87%,10.93,151.7,125.68,32.5
28,06/25/2021 12:18 PM,97.47%,12.89,151.9,148.08,33.0
29,06/25/2021 12:47 PM,97.46%,13.47,158.8,154.8,46.7
30,06/25/2021 1:03 PM,93.77%,13.47,165.1,154.8,46.7
31,06/25/2021 1:17 PM,90.35%,13.47,171.3,154.8,46.7
32,06/25/2021 1:32 PM,87.96%,13.6,177.6,156.21,46.7
33,06/25/2021 1:47 PM,99.27%,15.92,184.1,182.74,46.7
34,06/25/2021 2:03 PM,105.75%,17.59,191.0,202.0,51.1
35,06/25/2021 2:17 PM,102.50%,17.59,197.1,202.0,51.1
36,06/25/2021 3:00 PM,122.24%,21.9,205.8,251.56,74.4
37,06/25/2021 3:17 PM,121.64%,21.9,207.0,251.75,84.4
38,06/25/2021 3:32 PM,121.06%,21.9,208.0,251.75,84.4
39,06/25/2021 3:47 PM,120.39%,21.9,209.1,251.75,84.4
40,06/25/2021 4:02 PM,119.67%,21.9,210.4,251.75,84.4
41,06/25/2021 4:17 PM,118.96%,21.9,211.6,251.75,84.4
42,06/25/2021 4:32 PM,118.20%,21.9,213.0,251.75,84.4
43,06/25/2021 4:47 PM,117.38%,21.9,214.5,251.75,84.4
44,06/25/2021 5:02 PM,116.56%,21.9,216.0,251.75,84.4
45,06/25/2021 5:18 PM,115.76%,21.9,217.5,251.75,84.4
46,06/25/2021 5:32 PM,115.01%,21.9,218.9,251.75,84.4
47,06/25/2021 5:48 PM,114.36%,21.9,220.2,251.75,84.4
48,06/25/2021 6:02 PM,113.71%,21.9,221.4,251.75,84.4
49,06/25/2021 6:18 PM,113.02%,21.9,222.8,251.75,84.4
50,06/25/2021 6:32 PM,112.26%,21.9,224.3,251.75,84.4
51,06/25/2021 6:48 PM,111.52%,21.9,225.8,251.75,84.4
52,06/25/2021 7:02 PM,110.78%,21.9,227.3,251.75,84.4
53,06/25/2021 7:17 PM,110.06%,21.9,228.8,251.75,84.4
54,06/25/2021 7:33 PM,109.44%,21.9,230.0,251.75,84.4
55,06/25/2021 7:47 PM,108.97%,21.9,231.0,251.75,84.4
56,06/25/2021 8:02 PM,108.50%,21.9,232.0,251.75,84.4
57,06/25/2021 8:17 PM,107.91%,21.9,233.3,251.75,84.4
58,06/25/2021 8:32 PM,107.34%,21.9,234.5,251.75,84.4
59,06/25/2021 8:47 PM,106.88%,21.9,235.5,251.75,84.4
60,06/25/2021 9:02 PM,106.54%,21.9,236.3,251.75,84.4
61,06/25/2021 9:18 PM,106.10%,21.9,237.3,251.75,84.4
62,06/25/2021 9:33 PM,106.17%,22.03,238.5,253.27,89.2
63,06/25/2021 9:47 PM,107.39%,22.38,239.5,257.23,102.7
64,06/25/2021 10:03 PM,106.94%,22.38,240.5,257.23,102.7
65,06/25/2021 10:18 PM,106.39%,22.38,241.8,257.23,102.7
66,06/25/2021 10:32 PM,105.84%,22.38,243.0,257.23,102.7
67,06/25/2021 10:47 PM,105.41%,22.38,244.0,257.23,102.7
68,06/25/2021 11:02 PM,104.98%,22.38,245.0,257.23,102.7
69,06/25/2021 11:17 PM,104.76%,22.38,245.5,257.23,102.7
70,06/25/2021 11:32 PM,104.66%,22.38,245.8,257.23,102.7
71,06/25/2021 11:47 PM,104.55%,22.38,246.0,257.23,102.7
