,Date,DL,Tons,Direct,Earned
0,03/29/2021 11:57 PM,121.90%,22.12,286.2,348.82
1,03/30/2021 5:27 AM,0.00%,0.0,0.0,0.0
2,03/30/2021 5:42 AM,0.00%,0.0,0.2,0.0
3,03/30/2021 5:57 AM,0.00%,0.0,0.9,0.0
4,03/30/2021 6:12 AM,0.00%,0.0,4.6,0.0
5,03/30/2021 6:27 AM,0.00%,0.0,10.0,0.0
6,03/30/2021 6:42 AM,0.00%,0.0,15.8,0.0
7,03/30/2021 6:57 AM,0.00%,0.0,23.8,0.0
8,03/30/2021 7:12 AM,88.69%,0.71,29.7,26.31
9,03/30/2021 7:27 AM,86.33%,0.85,36.2,31.22
10,03/30/2021 7:42 AM,73.04%,0.85,42.8,31.22
11,03/30/2021 8:57 AM,115.90%,2.79,76.1,88.16
12,03/30/2021 9:27 AM,98.62%,2.79,89.4,88.16
13,03/30/2021 9:42 AM,91.93%,2.79,95.9,88.16
14,03/30/2021 10:12 AM,80.80%,2.79,109.1,88.16
15,03/30/2021 11:12 AM,110.00%,4.82,134.5,147.9
16,03/30/2021 11:27 AM,105.49%,4.82,140.2,147.9
17,03/30/2021 12:27 PM,94.33%,4.82,156.8,147.9
18,03/30/2021 1:12 PM,85.76%,4.82,172.5,147.9
19,03/30/2021 1:42 PM,195.21%,20.74,184.6,360.28
20,03/30/2021 1:57 PM,188.81%,20.74,190.8,360.28
21,03/30/2021 2:12 PM,182.82%,20.74,197.1,360.28
22,03/30/2021 2:27 PM,177.20%,20.74,203.3,360.28
23,03/30/2021 2:57 PM,167.31%,20.74,215.3,360.28
24,03/30/2021 3:12 PM,163.00%,20.74,221.0,360.28
25,03/30/2021 4:12 PM,166.45%,22.32,244.3,406.56
26,03/30/2021 4:27 PM,189.20%,24.6,250.2,473.44
27,03/30/2021 4:42 PM,187.20%,24.6,252.9,473.44
28,03/30/2021 4:57 PM,186.43%,24.6,254.0,473.44
29,03/30/2021 5:12 PM,185.76%,24.6,254.9,473.44
30,03/30/2021 5:27 PM,184.92%,24.6,256.0,473.44
31,03/30/2021 5:42 PM,184.02%,24.6,257.3,473.44
32,03/30/2021 5:57 PM,183.13%,24.6,258.5,473.44
33,03/30/2021 6:12 PM,182.25%,24.6,259.8,473.44
34,03/30/2021 6:27 PM,181.23%,24.6,261.2,473.44
35,03/30/2021 6:57 PM,179.18%,24.6,264.2,473.44
36,03/30/2021 7:12 PM,178.17%,24.6,265.7,473.44
37,03/30/2021 7:27 PM,177.17%,24.6,267.2,473.44
38,03/30/2021 7:42 PM,176.18%,24.6,268.7,473.44
39,03/30/2021 7:57 PM,175.20%,24.6,270.2,473.44
40,03/30/2021 8:12 PM,174.23%,24.6,271.7,473.44
41,03/30/2021 8:27 PM,173.27%,24.6,273.2,473.44
42,03/30/2021 8:42 PM,172.33%,24.6,274.7,473.44
43,03/30/2021 8:57 PM,171.39%,24.6,276.2,473.44
44,03/30/2021 9:27 PM,169.55%,24.6,279.2,473.44
45,03/30/2021 9:42 PM,168.65%,24.6,280.7,473.44
46,03/30/2021 9:57 PM,167.75%,24.6,282.2,473.44
47,03/30/2021 10:12 PM,166.86%,24.6,283.7,473.44
48,03/30/2021 10:27 PM,165.89%,24.6,285.4,473.44
49,03/30/2021 10:42 PM,165.12%,24.6,286.7,473.44
50,03/30/2021 10:57 PM,164.49%,24.6,287.8,473.44
51,03/30/2021 11:12 PM,163.77%,24.6,289.1,473.44
52,03/30/2021 11:27 PM,163.07%,24.6,290.3,473.44
53,03/30/2021 11:42 PM,162.28%,24.6,291.8,473.44
54,03/30/2021 11:57 PM,161.35%,24.6,293.4,473.44
