,Date,DL,Tons,Direct,Earned
0,05/08/2021 11:59 PM,30.69%,0.0,47.2,14.47
1,05/10/2021 5:28 AM,21.33%,0.0,14.3,3.05
2,05/10/2021 5:43 AM,20.02%,0.0,19.0,3.8
3,05/10/2021 5:58 AM,19.17%,0.0,23.7,4.55
4,05/10/2021 6:14 AM,18.61%,0.0,28.5,5.3
5,05/10/2021 6:28 AM,18.11%,0.0,33.4,6.05
6,05/10/2021 6:44 AM,19.00%,0.04,38.4,7.3
7,05/10/2021 6:59 AM,18.54%,0.04,43.4,8.05
8,05/10/2021 7:14 AM,18.10%,0.04,48.6,8.8
9,05/10/2021 7:29 AM,17.73%,0.04,53.9,9.55
10,05/10/2021 7:44 AM,20.70%,0.17,59.1,12.23
11,05/10/2021 7:59 AM,26.01%,0.44,64.4,16.74
12,05/10/2021 8:13 AM,25.12%,0.44,69.6,17.49
13,05/10/2021 8:29 AM,24.31%,0.44,75.0,18.24
14,05/10/2021 8:44 AM,23.58%,0.44,80.5,18.99
15,05/10/2021 8:59 AM,24.65%,0.54,86.0,21.21
16,05/10/2021 9:14 AM,26.58%,0.71,91.5,24.33
17,05/10/2021 9:29 AM,25.85%,0.71,97.0,25.08
18,05/10/2021 9:44 AM,25.28%,0.71,102.2,25.83
19,05/10/2021 9:59 AM,24.80%,0.71,107.2,26.58
20,05/10/2021 10:14 AM,24.28%,0.93,112.5,27.33
21,05/10/2021 10:30 AM,23.76%,0.93,118.4,28.13
22,05/10/2021 10:44 AM,23.41%,0.93,123.2,28.83
23,05/10/2021 10:59 AM,35.29%,2.05,127.7,45.05
24,05/10/2021 11:14 AM,34.66%,2.05,130.7,45.28
25,05/10/2021 11:29 AM,34.25%,2.05,134.0,45.9
26,05/10/2021 11:44 AM,33.69%,2.05,138.5,46.65
27,05/10/2021 11:59 AM,35.09%,2.26,143.8,50.46
28,05/10/2021 12:14 PM,34.18%,2.26,149.3,51.02
29,05/10/2021 12:30 PM,33.23%,2.26,155.1,51.56
30,05/10/2021 12:44 PM,35.28%,2.58,160.4,56.6
31,05/10/2021 12:59 PM,35.07%,2.65,165.7,58.1
32,05/10/2021 1:14 PM,34.32%,2.65,170.7,58.6
33,05/10/2021 1:59 PM,36.03%,5.25,183.9,66.26
34,05/10/2021 2:14 PM,35.50%,5.25,188.2,66.8
35,05/10/2021 2:30 PM,34.95%,5.25,192.5,67.3
36,05/10/2021 2:44 PM,43.56%,6.48,195.6,85.2
37,05/10/2021 2:59 PM,45.63%,6.84,199.1,90.83
38,05/10/2021 3:14 PM,47.13%,7.11,201.7,95.09
39,05/10/2021 3:29 PM,46.62%,7.11,205.1,95.63
40,05/10/2021 3:44 PM,46.41%,7.11,206.7,95.91
41,05/10/2021 3:59 PM,46.22%,7.11,208.1,96.16
42,05/10/2021 4:14 PM,59.31%,9.1,210.3,124.72
43,05/10/2021 4:29 PM,60.03%,9.34,212.8,127.73
44,05/10/2021 4:44 PM,59.47%,9.46,215.3,128.03
45,05/10/2021 4:59 PM,59.55%,9.55,217.8,129.69
46,05/10/2021 5:14 PM,60.13%,9.71,220.3,132.45
47,05/10/2021 5:29 PM,60.24%,9.79,222.8,134.2
48,05/10/2021 5:44 PM,59.91%,9.82,225.1,134.85
49,05/10/2021 5:59 PM,59.40%,9.82,227.5,135.12
50,05/10/2021 6:14 PM,58.92%,9.82,229.8,135.37
51,05/10/2021 6:29 PM,59.08%,9.91,231.9,136.99
52,05/10/2021 6:44 PM,58.59%,9.91,234.3,137.26
53,05/10/2021 6:59 PM,58.14%,9.91,236.5,137.51
54,05/10/2021 7:14 PM,57.70%,9.91,238.8,137.76
55,05/10/2021 7:29 PM,58.90%,10.19,240.9,141.87
56,05/10/2021 7:44 PM,58.36%,10.19,243.3,141.97
57,05/10/2021 7:59 PM,57.83%,10.19,245.5,141.97
58,05/10/2021 8:14 PM,57.30%,10.19,247.8,141.97
59,05/10/2021 8:29 PM,56.83%,10.19,249.8,141.97
60,05/10/2021 8:44 PM,59.99%,10.49,241.5,144.87
61,05/10/2021 8:59 PM,61.91%,10.9,243.4,150.72
62,05/10/2021 9:14 PM,61.44%,10.9,245.3,150.72
63,05/10/2021 9:29 PM,61.11%,10.9,246.9,150.87
64,05/10/2021 9:44 PM,60.84%,10.9,248.4,151.12
65,05/10/2021 9:59 PM,60.62%,10.9,249.7,151.37
66,05/10/2021 10:14 PM,60.51%,10.9,250.4,151.5
67,05/10/2021 10:29 PM,60.42%,11.1,251.2,151.74
68,05/10/2021 10:44 PM,60.20%,11.1,252.8,152.2
69,05/10/2021 10:59 PM,59.97%,11.1,254.6,152.67
70,05/10/2021 11:14 PM,59.66%,11.1,256.3,152.92
71,05/10/2021 11:29 PM,59.35%,11.1,258.1,153.17
72,05/10/2021 11:44 PM,59.05%,11.1,259.8,153.42
73,05/10/2021 11:59 PM,58.75%,11.1,261.6,153.67
