,Date,DL,Tons,Direct,Earned
0,04/10/2021 11:58 PM,18.88%,0.98,56.7,10.7
1,04/12/2021 5:28 AM,0.00%,0.0,10.6,0.0
2,04/12/2021 5:43 AM,0.00%,0.0,16.0,0.0
3,04/12/2021 5:58 AM,0.00%,0.0,22.0,0.0
4,04/12/2021 6:13 AM,0.00%,0.0,28.7,0.0
5,04/12/2021 6:28 AM,0.00%,0.0,35.4,0.0
6,04/12/2021 6:43 AM,0.00%,0.0,42.2,0.0
7,04/12/2021 6:58 AM,0.00%,0.0,49.4,0.0
8,04/12/2021 7:13 AM,0.00%,0.0,56.2,0.0
9,04/12/2021 7:28 AM,0.00%,0.0,63.1,0.0
10,04/12/2021 7:43 AM,0.00%,0.0,70.1,0.0
11,04/12/2021 7:58 AM,0.00%,0.0,77.3,0.0
12,04/12/2021 8:13 AM,0.00%,0.0,84.5,0.0
13,04/12/2021 8:28 AM,0.00%,0.0,91.8,0.0
14,04/12/2021 8:43 AM,51.96%,4.13,99.0,51.46
15,04/12/2021 8:59 AM,48.43%,4.13,106.3,51.46
16,04/12/2021 9:14 AM,45.43%,4.13,113.3,51.46
17,04/12/2021 9:28 AM,42.79%,4.13,120.3,51.46
18,04/12/2021 9:43 AM,40.44%,4.13,127.3,51.46
19,04/12/2021 9:58 AM,38.33%,4.13,134.3,51.46
20,04/12/2021 10:13 AM,36.44%,4.13,141.2,51.46
21,04/12/2021 10:28 AM,34.72%,4.13,148.2,51.46
22,04/12/2021 10:43 AM,33.22%,4.13,154.9,51.46
23,04/12/2021 10:59 AM,31.96%,4.13,161.0,51.46
24,04/12/2021 11:13 AM,31.53%,4.13,163.2,51.46
25,04/12/2021 11:29 AM,31.14%,4.13,165.2,51.46
26,04/12/2021 11:43 AM,30.10%,4.13,171.0,51.46
27,04/12/2021 11:58 AM,39.16%,5.63,178.0,69.69
28,04/12/2021 12:13 PM,74.84%,11.34,184.8,138.29
29,04/12/2021 12:28 PM,72.20%,11.34,191.5,138.29
30,04/12/2021 12:43 PM,69.68%,11.34,198.5,138.29
31,04/12/2021 12:58 PM,67.30%,11.34,205.5,138.29
32,04/12/2021 1:14 PM,72.24%,12.5,212.5,153.49
33,04/12/2021 1:28 PM,105.28%,19.57,219.5,231.07
34,04/12/2021 1:43 PM,102.19%,19.57,226.1,231.07
35,04/12/2021 1:58 PM,103.48%,20.44,232.5,240.58
36,04/12/2021 2:13 PM,109.10%,22.22,238.5,260.17
37,04/12/2021 2:28 PM,110.97%,22.98,244.7,271.5
38,04/12/2021 2:43 PM,108.20%,22.98,250.9,271.5
39,04/12/2021 2:58 PM,115.07%,24.62,257.2,295.92
40,04/12/2021 3:13 PM,112.34%,24.62,263.4,295.92
41,04/12/2021 3:28 PM,116.73%,25.88,269.7,314.79
42,04/12/2021 3:43 PM,115.55%,25.88,272.4,314.79
43,04/12/2021 3:58 PM,115.36%,25.88,272.9,314.79
44,04/12/2021 4:13 PM,115.12%,25.88,273.5,314.79
45,04/12/2021 4:28 PM,114.83%,25.88,274.1,314.79
46,04/12/2021 4:43 PM,114.29%,25.88,275.4,314.79
47,04/12/2021 4:58 PM,113.67%,25.88,276.9,314.79
48,04/12/2021 5:13 PM,113.06%,25.88,278.4,314.79
49,04/12/2021 5:28 PM,112.45%,25.88,279.9,314.79
50,04/12/2021 5:43 PM,111.85%,25.88,281.4,314.79
51,04/12/2021 5:58 PM,111.26%,25.88,282.9,314.79
52,04/12/2021 6:13 PM,110.67%,25.88,284.4,314.79
53,04/12/2021 6:28 PM,110.02%,25.88,286.1,314.79
54,04/12/2021 6:43 PM,109.35%,25.88,287.9,314.79
55,04/12/2021 6:58 PM,108.69%,25.88,289.6,314.79
56,04/12/2021 7:13 PM,108.04%,25.88,291.4,314.79
57,04/12/2021 7:28 PM,107.39%,25.88,293.1,314.79
58,04/12/2021 7:43 PM,106.76%,25.88,294.9,314.79
59,04/12/2021 7:58 PM,106.13%,25.88,296.6,314.79
60,04/12/2021 8:13 PM,105.50%,25.88,298.4,314.79
61,04/12/2021 8:28 PM,104.89%,25.88,300.1,314.79
62,04/12/2021 8:43 PM,104.28%,25.88,301.9,314.79
63,04/12/2021 8:58 PM,103.68%,25.88,303.6,314.79
64,04/12/2021 9:13 PM,103.09%,25.88,305.4,314.79
65,04/12/2021 9:28 PM,102.50%,25.88,307.1,314.79
66,04/12/2021 9:43 PM,101.98%,25.88,308.7,314.79
67,04/12/2021 9:58 PM,101.55%,25.88,310.0,314.79
68,04/12/2021 10:13 PM,101.08%,25.88,311.4,314.79
69,04/12/2021 10:28 PM,100.59%,25.88,312.9,314.79
70,04/12/2021 10:43 PM,100.29%,25.88,313.9,314.79
71,04/12/2021 10:58 PM,99.99%,25.88,314.8,314.79
72,04/12/2021 11:13 PM,99.50%,25.88,316.4,314.79
73,04/12/2021 11:28 PM,98.95%,25.88,318.1,314.79
74,04/12/2021 11:43 PM,98.41%,25.88,319.9,314.79
75,04/12/2021 11:58 PM,97.88%,25.88,321.6,314.79
