,Date,DL,Tons,Direct,Earned
0,05/06/2021 11:58 PM,81.76%,24.86,362.2,296.16
1,05/07/2021 5:27 AM,287.04%,2.83,12.2,35.02
2,05/07/2021 5:42 AM,182.39%,2.83,19.2,35.02
3,05/07/2021 5:58 AM,134.12%,2.83,26.2,35.14
4,05/07/2021 6:13 AM,106.00%,2.83,33.5,35.52
5,05/07/2021 6:28 AM,0.00%,6.31,0.0,82.4
6,05/07/2021 6:43 AM,172.18%,6.31,49.0,84.42
7,05/07/2021 6:58 AM,150.21%,6.31,56.7,85.17
8,05/07/2021 7:13 AM,133.83%,6.31,64.2,85.92
9,05/07/2021 7:28 AM,120.88%,6.31,71.7,86.67
10,05/07/2021 7:43 AM,110.06%,6.31,79.4,87.42
11,05/07/2021 7:58 AM,101.14%,6.31,87.0,87.95
12,05/07/2021 8:13 AM,93.64%,6.31,94.5,88.45
13,05/07/2021 8:28 AM,87.24%,6.31,102.0,88.95
14,05/07/2021 8:43 AM,81.72%,6.31,109.5,89.45
15,05/07/2021 8:58 AM,76.91%,6.31,117.0,89.97
16,05/07/2021 9:13 AM,72.84%,6.31,124.5,90.72
17,05/07/2021 9:28 AM,69.27%,6.31,132.1,91.47
18,05/07/2021 9:43 AM,66.08%,6.31,139.6,92.22
19,05/07/2021 9:58 AM,73.41%,7.32,147.1,107.95
20,05/07/2021 10:13 AM,70.27%,7.32,154.2,108.33
21,05/07/2021 10:28 AM,67.36%,7.32,161.2,108.58
22,05/07/2021 10:43 AM,66.39%,7.53,167.9,111.49
23,05/07/2021 10:58 AM,64.38%,7.53,175.5,112.97
24,05/07/2021 11:13 AM,63.70%,7.53,178.1,113.47
25,05/07/2021 11:28 AM,63.47%,7.53,179.6,113.97
26,05/07/2021 11:43 AM,61.87%,7.53,185.5,114.76
27,05/07/2021 11:58 AM,67.53%,8.5,193.0,130.32
28,05/07/2021 12:13 PM,66.11%,8.57,200.3,132.41
29,05/07/2021 12:28 PM,64.23%,8.57,207.5,133.29
30,05/07/2021 12:43 PM,62.43%,8.57,214.7,134.04
31,05/07/2021 12:58 PM,60.73%,8.57,222.0,134.79
32,05/07/2021 1:13 PM,59.15%,8.57,229.2,135.54
33,05/07/2021 1:28 PM,57.70%,8.57,236.2,136.29
34,05/07/2021 1:43 PM,56.83%,8.57,240.5,136.67
35,05/07/2021 1:59 PM,56.57%,8.57,242.1,136.94
36,05/07/2021 2:13 PM,56.48%,8.57,242.9,137.17
37,05/07/2021 2:28 PM,56.31%,8.57,244.0,137.42
38,05/07/2021 2:43 PM,56.09%,8.57,245.5,137.67
39,05/07/2021 2:58 PM,55.85%,8.57,247.0,137.92
40,05/07/2021 3:13 PM,55.57%,8.57,248.7,138.17
41,05/07/2021 3:28 PM,55.28%,8.57,250.4,138.42
42,05/07/2021 3:43 PM,55.00%,8.57,252.2,138.67
43,05/07/2021 3:58 PM,54.72%,8.57,253.9,138.92
44,05/07/2021 4:13 PM,54.44%,8.57,255.7,139.17
45,05/07/2021 4:28 PM,54.17%,8.57,257.4,139.42
46,05/07/2021 4:43 PM,53.90%,8.57,259.2,139.67
47,05/07/2021 4:58 PM,53.63%,8.57,260.9,139.92
48,05/07/2021 5:14 PM,53.37%,8.57,262.7,140.17
49,05/07/2021 5:28 PM,53.11%,8.57,264.4,140.42
50,05/07/2021 5:43 PM,60.05%,10.1,266.2,159.81
51,05/07/2021 5:58 PM,59.75%,10.1,267.9,160.06
52,05/07/2021 6:13 PM,59.45%,10.1,269.7,160.31
53,05/07/2021 6:28 PM,59.16%,10.1,271.4,160.56
54,05/07/2021 6:43 PM,58.87%,10.1,273.2,160.81
55,05/07/2021 6:58 PM,58.59%,10.1,274.9,161.06
56,05/07/2021 7:13 PM,58.31%,10.1,276.7,161.31
57,05/07/2021 7:28 PM,58.03%,10.1,278.4,161.56
58,05/07/2021 7:43 PM,57.95%,10.1,279.2,161.81
59,05/07/2021 7:58 PM,57.93%,10.1,279.7,162.06
60,05/07/2021 8:13 PM,57.92%,10.1,280.2,162.31
61,05/07/2021 8:28 PM,57.91%,10.1,280.7,162.56
62,05/07/2021 8:43 PM,57.89%,10.1,281.2,162.81
63,05/07/2021 8:58 PM,57.88%,10.1,281.7,163.06
64,05/07/2021 9:13 PM,57.86%,10.1,282.2,163.31
65,05/07/2021 9:28 PM,57.85%,10.1,282.7,163.56
66,05/07/2021 9:43 PM,57.84%,10.1,283.2,163.81
67,05/07/2021 9:58 PM,57.82%,10.1,283.7,164.06
68,05/07/2021 10:13 PM,57.81%,10.1,284.2,164.31
69,05/07/2021 10:28 PM,57.80%,10.1,284.7,164.56
70,05/07/2021 10:43 PM,57.78%,10.1,285.2,164.81
71,05/07/2021 10:58 PM,57.77%,10.1,285.7,165.06
72,05/07/2021 11:13 PM,57.75%,10.1,286.2,165.31
73,05/07/2021 11:28 PM,57.74%,10.1,286.7,165.56
74,05/07/2021 11:43 PM,57.73%,10.1,287.2,165.81
75,05/07/2021 11:58 PM,57.71%,10.1,287.7,166.06
