,Date,DL,Tons,Direct,Earned,EVA
0,07/23/2021 3:53 AM,0.00%,0.0,1.0,0.0,0
1,07/23/2021 4:08 AM,21.00%,0.0,1.0,0.0,0
2,07/23/2021 4:24 AM,31.00%,0.0,3.0,1.0,0
3,07/23/2021 4:38 AM,33.00%,0.0,4.0,1.0,0
4,07/23/2021 5:08 AM,27.00%,0.0,10.0,3.0,0
5,07/23/2021 5:23 AM,24.00%,0.0,15.0,4.0,0
6,07/23/2021 5:39 AM,23.00%,0.0,21.0,5.0,0
7,07/23/2021 5:54 AM,22.00%,0.0,26.0,6.0,0
8,07/23/2021 6:09 AM,21.00%,0.0,32.0,7.0,0
9,07/23/2021 6:24 AM,21.00%,0.0,37.0,8.0,0
10,07/23/2021 6:39 AM,21.00%,0.0,42.0,9.0,0
11,07/23/2021 6:55 AM,20.00%,0.0,48.0,10.0,0
12,07/23/2021 7:10 AM,19.00%,0.0,55.0,11.0,0
13,07/23/2021 7:25 AM,19.00%,0.0,60.0,12.0,0
14,07/23/2021 7:55 AM,19.00%,0.0,71.0,14.0,0
15,07/23/2021 8:09 AM,21.00%,0.11,77.0,16.0,0
16,07/23/2021 8:25 AM,21.00%,0.11,82.0,17.0,0
17,07/23/2021 8:40 AM,21.00%,0.11,88.0,18.0,0
18,07/23/2021 8:55 AM,21.00%,0.11,93.0,19.0,0
19,07/23/2021 9:09 AM,20.00%,0.11,99.0,20.0,0
20,07/23/2021 9:25 AM,30.00%,0.79,105.0,31.0,0
21,07/23/2021 9:40 AM,29.00%,0.79,110.0,32.0,0
22,07/23/2021 9:54 AM,28.00%,0.79,115.0,33.0,0
23,07/23/2021 10:09 AM,28.00%,0.79,120.0,34.0,0
24,07/23/2021 10:25 AM,27.00%,0.79,125.0,34.0,0
25,07/23/2021 10:39 AM,27.00%,0.79,130.0,35.0,0
26,07/23/2021 10:54 AM,27.00%,0.79,135.0,36.0,0
27,07/23/2021 11:09 AM,27.00%,0.79,139.0,37.0,0
28,07/23/2021 11:24 AM,27.00%,0.79,141.0,38.0,0
29,07/23/2021 11:40 AM,27.00%,0.79,145.0,38.0,0
30,07/23/2021 11:55 AM,26.00%,0.79,151.0,39.0,0
31,07/23/2021 12:09 PM,26.00%,0.79,156.0,40.0,0
32,07/23/2021 12:24 PM,28.00%,1.78,162.0,45.0,0
33,07/23/2021 12:40 PM,28.00%,1.78,168.0,46.0,0
34,07/23/2021 12:55 PM,27.00%,1.78,173.0,47.0,0
35,07/23/2021 1:09 PM,27.00%,1.78,179.0,48.0,0
36,07/23/2021 1:24 PM,27.00%,1.78,185.0,49.0,0
37,07/23/2021 1:40 PM,32.00%,2.51,189.0,61.0,0
38,07/23/2021 1:55 PM,33.00%,2.62,191.0,62.0,0
39,07/23/2021 2:10 PM,32.00%,2.62,193.0,62.0,0
40,07/23/2021 2:25 PM,32.00%,2.62,195.0,62.0,0
41,07/23/2021 2:40 PM,33.00%,3.22,196.0,65.0,0
42,07/23/2021 2:55 PM,33.00%,3.22,198.0,65.0,0
43,07/23/2021 3:11 PM,33.00%,3.22,200.0,65.0,0
44,07/23/2021 3:25 PM,32.00%,3.22,202.0,65.0,0
45,07/23/2021 3:41 PM,32.00%,3.22,204.0,65.0,0
46,07/23/2021 3:55 PM,41.00%,4.61,206.0,85.0,0
47,07/23/2021 4:10 PM,41.00%,4.61,208.0,85.0,0
48,07/23/2021 4:25 PM,45.00%,5.24,210.0,94.0,0
49,07/23/2021 4:40 PM,44.00%,5.24,212.0,94.0,0
50,07/23/2021 4:55 PM,44.00%,5.24,215.0,94.0,0
51,07/23/2021 5:09 PM,43.00%,5.71,217.0,94.0,0
52,07/23/2021 5:24 PM,43.00%,5.71,219.0,94.0,0
53,07/23/2021 5:39 PM,42.00%,5.71,221.0,94.0,0
54,07/23/2021 5:54 PM,42.00%,5.71,223.0,94.0,0
55,07/23/2021 6:09 PM,42.00%,5.71,225.0,94.0,0
56,07/23/2021 6:25 PM,41.00%,5.71,228.0,94.0,0
57,07/23/2021 6:39 PM,41.00%,5.71,229.0,94.0,0
58,07/23/2021 6:55 PM,45.00%,6.44,231.0,104.0,0
59,07/23/2021 7:09 PM,45.00%,6.44,233.0,104.0,0
60,07/23/2021 7:24 PM,44.00%,6.44,235.0,104.0,0
61,07/23/2021 7:39 PM,44.00%,6.44,237.0,104.0,0
62,07/23/2021 7:54 PM,44.00%,6.44,238.0,104.0,0
63,07/23/2021 8:10 PM,44.00%,6.44,239.0,104.0,0
64,07/23/2021 8:24 PM,43.00%,6.44,240.0,104.0,0
65,07/23/2021 8:39 PM,43.00%,6.44,242.0,104.0,0
66,07/23/2021 8:54 PM,43.00%,6.44,244.0,104.0,0
67,07/23/2021 9:09 PM,42.00%,6.44,246.0,104.0,0
68,07/23/2021 9:25 PM,42.00%,6.44,248.0,104.0,0
69,07/23/2021 9:39 PM,62.00%,10.09,250.0,156.0,0
70,07/23/2021 9:54 PM,63.00%,10.27,252.0,159.0,0
71,07/23/2021 10:09 PM,62.00%,10.27,254.0,159.0,0
72,07/23/2021 10:24 PM,62.00%,10.27,255.0,159.0,0
73,07/23/2021 10:39 PM,62.00%,10.27,255.0,159.0,0
74,07/23/2021 10:54 PM,62.00%,10.27,256.0,159.0,0
75,07/23/2021 11:10 PM,62.00%,10.27,256.0,159.0,0
76,07/23/2021 11:25 PM,62.00%,10.27,257.0,159.0,0
77,07/23/2021 11:39 PM,62.00%,10.27,257.0,159.0,0
78,07/23/2021 11:54 PM,61.61%,10.27,258.0,159.0,0
