,Date,DL,Tons,Direct,Earned
0,05/01/2021 11:57 PM,65.12%,6.43,134.7,87.72
1,05/03/2021 5:27 AM,0.00%,0.0,0.0,0.0
2,05/03/2021 5:42 AM,0.00%,0.0,0.2,0.0
3,05/03/2021 5:57 AM,0.00%,0.0,1.1,0.0
4,05/03/2021 6:12 AM,0.00%,0.0,5.2,0.0
5,05/03/2021 6:27 AM,1.08%,0.0,11.1,0.12
6,05/03/2021 6:42 AM,2.22%,0.0,16.7,0.37
7,05/03/2021 6:57 AM,2.70%,0.0,23.0,0.62
8,05/03/2021 7:12 AM,2.92%,0.0,29.8,0.87
9,05/03/2021 7:27 AM,3.01%,0.0,37.2,1.12
10,05/03/2021 7:42 AM,3.07%,0.0,44.7,1.37
11,05/03/2021 7:57 AM,35.82%,1.34,52.2,18.68
12,05/03/2021 8:12 AM,31.32%,1.34,59.7,18.68
13,05/03/2021 8:27 AM,27.82%,1.34,67.2,18.68
14,05/03/2021 8:42 AM,25.03%,1.34,74.6,18.68
15,05/03/2021 8:57 AM,22.74%,1.34,82.1,18.68
16,05/03/2021 9:13 AM,20.72%,1.34,90.2,18.68
17,05/03/2021 9:27 AM,19.23%,1.34,97.1,18.68
18,05/03/2021 9:42 AM,47.48%,3.72,104.7,49.69
19,05/03/2021 9:57 AM,53.78%,4.53,112.2,60.32
20,05/03/2021 10:12 AM,55.72%,5.05,119.5,66.57
21,05/03/2021 10:27 AM,53.61%,5.15,126.7,67.95
22,05/03/2021 10:42 AM,78.72%,8.42,134.0,105.47
23,05/03/2021 10:57 AM,74.68%,8.42,141.2,105.47
24,05/03/2021 11:12 AM,71.04%,8.42,148.5,105.47
25,05/03/2021 11:27 AM,72.59%,9.0,155.7,113.04
26,05/03/2021 11:42 AM,69.50%,9.0,162.7,113.04
27,05/03/2021 11:57 AM,67.00%,9.0,168.7,113.04
28,05/03/2021 12:12 PM,65.66%,9.0,172.2,113.04
29,05/03/2021 12:27 PM,64.67%,9.0,174.8,113.04
30,05/03/2021 12:42 PM,62.72%,9.0,180.2,113.04
31,05/03/2021 12:58 PM,60.34%,9.0,187.4,113.04
32,05/03/2021 1:12 PM,60.21%,9.28,193.1,116.28
33,05/03/2021 1:27 PM,68.33%,11.0,199.1,136.01
34,05/03/2021 3:42 PM,79.96%,17.46,262.9,210.23
35,05/03/2021 3:57 PM,77.96%,17.46,269.7,210.23
36,05/03/2021 4:12 PM,89.98%,20.85,276.7,248.96
37,05/03/2021 4:27 PM,87.72%,20.85,283.8,248.96
38,05/03/2021 4:42 PM,86.58%,20.85,287.6,248.96
39,05/03/2021 4:57 PM,86.06%,20.85,289.3,248.96
40,05/03/2021 5:12 PM,85.40%,20.85,291.5,248.96
41,05/03/2021 5:27 PM,84.68%,20.85,294.0,248.96
42,05/03/2021 5:42 PM,83.96%,20.85,296.5,248.96
43,05/03/2021 5:57 PM,83.26%,20.85,299.0,248.96
44,05/03/2021 6:12 PM,82.57%,20.85,301.5,248.96
45,05/03/2021 6:27 PM,81.89%,20.85,304.0,248.96
46,05/03/2021 6:42 PM,81.40%,20.85,305.9,248.96
47,05/03/2021 6:57 PM,81.00%,20.85,307.4,248.96
48,05/03/2021 7:12 PM,80.61%,20.85,308.9,248.96
49,05/03/2021 7:27 PM,80.22%,20.85,310.4,248.96
50,05/03/2021 7:42 PM,79.83%,20.85,311.9,248.96
51,05/03/2021 7:57 PM,79.45%,20.85,313.4,248.96
52,05/03/2021 8:12 PM,79.07%,20.85,314.9,248.96
53,05/03/2021 8:27 PM,78.70%,20.85,316.4,248.96
54,05/03/2021 8:42 PM,78.33%,20.85,317.9,248.96
55,05/03/2021 8:57 PM,77.96%,20.85,319.4,248.96
56,05/03/2021 9:12 PM,77.59%,20.85,320.9,248.96
57,05/03/2021 9:27 PM,77.23%,20.85,322.4,248.96
58,05/03/2021 9:42 PM,76.88%,20.85,323.9,248.96
59,05/03/2021 9:57 PM,76.52%,20.85,325.4,248.96
60,05/03/2021 10:12 PM,76.23%,20.85,326.6,248.96
61,05/03/2021 10:27 PM,75.98%,20.85,327.7,248.96
62,05/03/2021 10:42 PM,75.69%,20.85,328.9,248.96
63,05/03/2021 10:57 PM,75.44%,20.85,330.0,248.96
64,05/03/2021 11:12 PM,75.29%,20.85,330.7,248.96
65,05/03/2021 11:27 PM,75.10%,20.85,331.5,248.96
66,05/03/2021 11:42 PM,74.80%,20.85,332.9,248.96
67,05/03/2021 11:57 PM,74.46%,20.85,334.4,248.96
