,Date,DL,Tons,Direct,Earned,EVA
0,06/02/2021 11:48 PM,105.32%,23.69,275.0,289.61,238.3
1,06/03/2021 5:32 AM,0.00%,0.0,12.8,0.0,0.0
2,06/03/2021 5:48 AM,0.00%,0.0,19.1,0.0,0.0
3,06/03/2021 6:03 AM,0.00%,0.0,25.3,0.0,0.0
4,06/03/2021 6:18 AM,0.00%,0.0,31.6,0.0,0.0
5,06/03/2021 6:33 AM,0.00%,0.0,38.0,0.0,0.0
6,06/03/2021 6:48 AM,0.00%,0.0,44.5,0.0,0.0
7,06/03/2021 7:03 AM,23.49%,1.04,50.8,11.92,11.2
8,06/03/2021 7:18 AM,190.88%,11.25,57.0,108.8,48.7
9,06/03/2021 7:33 AM,171.75%,11.25,63.4,108.8,48.7
10,06/03/2021 7:48 AM,230.64%,15.37,69.9,161.1,70.6
11,06/03/2021 8:04 AM,211.01%,15.37,76.4,161.1,70.6
12,06/03/2021 8:18 AM,196.23%,15.37,82.1,161.1,70.6
13,06/03/2021 8:33 AM,181.83%,15.37,88.6,161.1,70.6
14,06/03/2021 8:48 AM,169.41%,15.37,95.1,161.1,70.6
15,06/03/2021 9:03 AM,158.57%,15.37,101.6,161.1,70.6
16,06/03/2021 9:18 AM,149.03%,15.37,108.1,161.1,70.6
17,06/03/2021 9:33 AM,140.59%,15.37,114.6,161.1,70.6
18,06/03/2021 9:48 AM,133.05%,15.37,121.1,161.1,70.6
19,06/03/2021 10:03 AM,126.28%,15.37,127.6,161.1,70.6
20,06/03/2021 10:18 AM,120.38%,15.37,133.8,161.1,70.6
21,06/03/2021 10:34 AM,114.86%,15.37,140.3,161.1,70.6
22,06/03/2021 10:48 AM,110.48%,15.37,145.8,161.1,70.6
23,06/03/2021 11:03 AM,107.09%,15.42,151.1,161.77,71.3
24,06/03/2021 11:18 AM,106.03%,15.42,152.6,161.77,71.3
25,06/03/2021 11:33 AM,104.62%,15.42,154.6,161.77,71.3
26,06/03/2021 11:48 AM,101.12%,15.53,161.1,162.95,75.1
27,06/03/2021 12:03 PM,101.51%,16.18,167.9,170.45,75.1
28,06/03/2021 12:18 PM,97.45%,16.18,174.9,170.45,75.1
29,06/03/2021 12:33 PM,93.69%,16.18,181.9,170.45,75.1
30,06/03/2021 12:48 PM,90.22%,16.18,188.9,170.45,75.1
31,06/03/2021 1:03 PM,87.00%,16.18,195.9,170.45,75.1
32,06/03/2021 1:18 PM,84.00%,16.18,202.9,170.45,75.1
33,06/03/2021 1:33 PM,81.23%,16.18,209.8,170.45,75.1
34,06/03/2021 1:48 PM,79.06%,16.18,215.6,170.45,75.1
35,06/03/2021 2:04 PM,76.89%,16.18,221.7,170.45,75.1
36,06/03/2021 2:18 PM,75.33%,16.18,226.3,170.45,75.1
37,06/03/2021 2:33 PM,73.70%,16.18,231.3,170.45,75.1
38,06/03/2021 2:48 PM,72.14%,16.18,236.3,170.45,75.1
39,06/03/2021 3:03 PM,70.64%,16.18,241.3,170.45,75.1
40,06/03/2021 3:18 PM,74.92%,17.28,246.3,184.51,96.2
41,06/03/2021 3:34 PM,88.70%,20.63,251.2,222.82,134.5
42,06/03/2021 3:48 PM,106.39%,23.96,253.1,269.23,134.9
43,06/03/2021 4:03 PM,168.80%,36.1,254.5,429.63,169.6
44,06/03/2021 4:19 PM,173.55%,37.31,255.5,443.44,189.6
45,06/03/2021 4:34 PM,172.82%,37.31,256.6,443.44,189.6
46,06/03/2021 4:48 PM,171.13%,37.31,259.1,443.44,189.6
47,06/03/2021 5:03 PM,169.50%,37.31,261.6,443.44,189.6
48,06/03/2021 5:18 PM,169.28%,37.59,263.9,446.63,189.6
49,06/03/2021 5:33 PM,167.84%,37.59,266.1,446.63,189.6
50,06/03/2021 5:48 PM,166.60%,37.59,268.1,446.63,189.6
51,06/03/2021 6:03 PM,165.36%,37.59,270.1,446.63,189.6
52,06/03/2021 6:18 PM,164.15%,37.59,272.1,446.63,189.6
53,06/03/2021 6:33 PM,162.95%,37.59,274.1,446.63,189.6
54,06/03/2021 6:49 PM,162.32%,37.72,276.1,448.15,194.2
55,06/03/2021 7:03 PM,161.15%,37.72,278.1,448.15,194.2
56,06/03/2021 7:18 PM,160.00%,37.72,280.1,448.15,194.2
57,06/03/2021 7:33 PM,158.87%,37.72,282.1,448.15,194.2
58,06/03/2021 7:48 PM,157.76%,37.72,284.1,448.15,194.2
59,06/03/2021 8:03 PM,156.79%,37.72,285.8,448.15,194.2
60,06/03/2021 8:18 PM,155.84%,37.72,287.6,448.15,194.2
61,06/03/2021 8:33 PM,155.04%,37.72,289.1,448.15,194.2
62,06/03/2021 8:48 PM,154.24%,37.72,290.6,448.15,194.2
63,06/03/2021 9:03 PM,153.45%,37.72,292.1,448.15,194.2
64,06/03/2021 9:18 PM,152.66%,37.72,293.6,448.15,194.2
65,06/03/2021 9:33 PM,151.89%,37.72,295.0,448.15,194.2
66,06/03/2021 9:48 PM,151.26%,37.72,296.3,448.15,194.2
67,06/03/2021 10:03 PM,150.76%,37.72,297.3,448.15,194.2
68,06/03/2021 10:18 PM,150.37%,37.72,298.0,448.15,194.2
69,06/03/2021 10:33 PM,149.89%,37.72,299.0,448.15,194.2
70,06/03/2021 10:48 PM,149.64%,37.72,299.5,448.15,194.2
71,06/03/2021 11:03 PM,149.36%,37.72,300.0,448.15,194.2
72,06/03/2021 11:18 PM,148.74%,37.72,301.3,448.15,194.2
73,06/03/2021 11:33 PM,148.13%,37.72,302.5,448.15,194.2
74,06/03/2021 11:48 PM,147.52%,37.72,303.8,448.15,194.2
