,Date,DL,Tons,Direct,Earned,EVA
0,05/28/2021 11:47 PM,134.61%,25.29,198.2,266.77,159.9
1,06/01/2021 5:32 AM,0.00%,0.0,0.0,0.0,0.0
2,06/01/2021 5:47 AM,0.00%,0.0,0.3,0.0,0.0
3,06/01/2021 6:02 AM,0.00%,0.0,1.3,0.0,0.0
4,06/01/2021 6:17 AM,0.00%,0.0,6.8,0.0,0.0
5,06/01/2021 6:32 AM,0.00%,0.0,12.9,0.0,0.0
6,06/01/2021 6:47 AM,0.00%,0.0,19.2,0.0,0.0
7,06/01/2021 7:02 AM,21.46%,0.52,25.6,5.5,7.2
8,06/01/2021 7:17 AM,17.12%,0.52,32.1,5.5,7.2
9,06/01/2021 7:32 AM,26.14%,0.96,38.6,10.1,10.8
10,06/01/2021 7:47 AM,22.38%,0.96,45.1,10.1,10.8
11,06/01/2021 8:02 AM,19.56%,0.96,51.6,10.1,10.8
12,06/01/2021 8:17 AM,17.37%,1.61,58.1,10.1,20.1
13,06/01/2021 8:32 AM,15.63%,1.61,64.6,10.1,20.1
14,06/01/2021 8:47 AM,22.28%,2.16,71.1,15.85,27.3
15,06/01/2021 9:02 AM,20.42%,2.16,77.6,15.85,27.3
16,06/01/2021 9:17 AM,18.84%,2.16,84.1,15.85,27.3
17,06/01/2021 9:32 AM,25.09%,2.16,90.6,22.74,25.2
18,06/01/2021 9:48 AM,23.41%,2.16,97.1,22.74,25.2
19,06/01/2021 10:02 AM,74.93%,6.91,103.8,77.77,38.7
20,06/01/2021 10:17 AM,70.45%,6.91,110.4,77.77,38.7
21,06/01/2021 10:32 AM,66.53%,6.91,116.9,77.77,38.7
22,06/01/2021 10:47 AM,104.13%,11.77,123.9,129.02,62.2
23,06/01/2021 11:02 AM,98.56%,11.77,130.9,129.02,62.2
24,06/01/2021 11:17 AM,93.73%,11.77,137.7,129.02,62.2
25,06/01/2021 11:32 AM,109.74%,14.54,144.2,158.21,71.8
26,06/01/2021 11:47 AM,108.89%,15.07,150.4,163.79,75.5
27,06/01/2021 12:02 PM,110.15%,15.79,156.3,172.16,85.2
28,06/01/2021 12:18 PM,114.10%,16.42,157.3,179.47,91.0
29,06/01/2021 12:32 PM,113.59%,16.42,158.0,179.47,91.0
30,06/01/2021 12:47 PM,109.60%,16.42,163.8,179.47,91.0
31,06/01/2021 1:02 PM,105.47%,16.42,170.2,179.47,91.0
32,06/01/2021 1:17 PM,101.59%,16.42,176.7,179.47,91.0
33,06/01/2021 1:32 PM,105.89%,17.72,183.2,193.95,105.4
34,06/01/2021 1:48 PM,102.26%,17.72,189.7,193.95,105.4
35,06/01/2021 2:03 PM,100.57%,18.06,196.7,197.84,108.2
36,06/01/2021 2:17 PM,98.15%,18.19,203.0,199.25,113.0
37,06/01/2021 2:32 PM,96.19%,18.43,209.8,201.77,114.8
38,06/01/2021 2:47 PM,93.98%,18.52,215.8,202.77,118.1
39,06/01/2021 3:02 PM,91.44%,18.52,221.8,202.77,118.1
40,06/01/2021 3:17 PM,89.03%,18.52,227.8,202.77,118.1
41,06/01/2021 3:32 PM,86.75%,18.52,233.8,202.77,118.1
42,06/01/2021 3:48 PM,84.75%,18.52,239.3,202.77,118.1
43,06/01/2021 4:02 PM,82.83%,18.52,244.8,202.77,118.1
44,06/01/2021 4:17 PM,80.93%,18.52,250.6,202.77,118.1
45,06/01/2021 4:32 PM,84.01%,18.91,246.3,206.93,120.1
46,06/01/2021 4:47 PM,83.67%,18.91,247.3,206.93,120.1
47,06/01/2021 5:03 PM,82.06%,18.91,252.2,206.93,120.1
48,06/01/2021 5:17 PM,81.42%,18.91,254.2,206.93,120.1
49,06/01/2021 5:32 PM,80.86%,18.91,255.9,206.93,120.1
50,06/01/2021 5:48 PM,80.31%,18.91,257.7,206.93,120.1
51,06/01/2021 6:02 PM,79.77%,18.91,259.4,206.93,120.1
52,06/01/2021 6:18 PM,79.16%,18.91,261.4,206.93,120.1
53,06/01/2021 6:32 PM,78.56%,18.91,263.4,206.93,120.1
54,06/01/2021 6:47 PM,77.93%,18.91,265.5,206.93,120.1
55,06/01/2021 7:02 PM,77.28%,18.91,267.8,206.93,120.1
56,06/01/2021 7:18 PM,76.70%,18.91,269.8,206.93,120.1
57,06/01/2021 7:32 PM,76.14%,18.91,271.8,206.93,120.1
58,06/01/2021 7:47 PM,75.58%,18.91,273.8,206.93,120.1
59,06/01/2021 8:02 PM,75.04%,18.91,275.8,206.93,120.1
60,06/01/2021 8:18 PM,74.50%,18.91,277.8,206.93,120.1
61,06/01/2021 8:34 PM,73.89%,18.91,280.0,206.93,120.1
62,06/01/2021 8:48 PM,73.44%,18.91,281.8,206.93,120.1
63,06/01/2021 9:02 PM,72.92%,18.91,283.8,206.93,120.1
64,06/01/2021 9:17 PM,72.41%,18.91,285.8,206.93,120.1
65,06/01/2021 9:32 PM,71.91%,18.91,287.8,206.93,120.1
66,06/01/2021 9:48 PM,71.41%,18.91,289.8,206.93,120.1
67,06/01/2021 10:02 PM,70.99%,18.91,291.5,206.93,120.1
68,06/01/2021 10:17 PM,70.63%,18.91,293.0,206.93,120.1
69,06/01/2021 10:32 PM,70.20%,18.91,294.8,206.93,120.1
70,06/01/2021 10:47 PM,69.78%,18.91,296.5,206.93,120.1
71,06/01/2021 11:03 PM,69.43%,18.91,298.0,206.93,120.1
72,06/01/2021 11:18 PM,69.20%,18.91,299.0,206.93,120.1
73,06/01/2021 11:32 PM,68.91%,18.91,300.3,206.93,120.1
74,06/01/2021 11:47 PM,68.46%,18.91,302.3,206.93,120.1
