,Date,DL,Tons,Direct,Earned
0,03/31/2021 11:59 PM,113.16%,21.8,284.9,322.41
1,04/01/2021 5:29 AM,4.21%,0.0,16.1,0.68
2,04/01/2021 5:44 AM,4.41%,0.0,21.1,0.93
3,04/01/2021 5:59 AM,4.53%,0.0,26.1,1.18
4,04/01/2021 6:14 AM,4.60%,0.0,31.1,1.43
5,04/01/2021 6:29 AM,7.15%,0.06,36.1,2.58
6,04/01/2021 6:44 AM,6.89%,0.06,41.1,2.83
7,04/01/2021 7:29 AM,13.28%,0.43,66.1,8.77
8,04/01/2021 7:44 AM,12.69%,0.43,71.1,9.02
9,04/01/2021 8:23 AM,11.50%,0.43,84.1,9.67
10,04/01/2021 8:29 AM,11.35%,0.43,86.1,9.77
11,04/01/2021 8:44 AM,11.00%,0.43,91.1,10.02
12,04/01/2021 9:00 AM,12.07%,0.52,96.4,11.64
13,04/01/2021 9:16 AM,11.73%,0.52,101.5,11.91
14,04/01/2021 10:19 AM,11.72%,0.61,120.5,14.12
15,04/01/2021 10:29 AM,11.44%,0.61,123.4,14.12
16,04/01/2021 10:44 AM,11.05%,0.61,127.7,14.12
17,04/01/2021 11:00 AM,9.59%,0.61,147.2,14.12
18,04/01/2021 11:14 AM,9.41%,0.61,150.1,14.12
19,04/01/2021 11:29 AM,9.21%,0.61,153.4,14.12
20,04/01/2021 11:45 AM,8.95%,0.61,157.8,14.12
21,04/01/2021 12:00 PM,8.69%,0.61,162.5,14.12
22,04/01/2021 12:15 PM,25.46%,3.21,167.4,42.62
23,04/01/2021 12:29 PM,24.74%,3.21,172.3,42.62
24,04/01/2021 12:44 PM,24.43%,3.27,177.9,43.45
25,04/01/2021 1:00 PM,23.73%,3.27,183.1,43.45
26,04/01/2021 1:15 PM,61.00%,9.78,188.4,114.91
27,04/01/2021 1:29 PM,59.81%,9.84,193.6,115.79
28,04/01/2021 1:45 PM,58.59%,9.84,197.6,115.79
29,04/01/2021 1:59 PM,57.74%,9.92,201.1,116.15
30,04/01/2021 2:14 PM,56.76%,9.92,204.6,116.15
31,04/01/2021 2:30 PM,75.68%,13.65,207.6,157.09
32,04/01/2021 2:45 PM,76.77%,13.65,204.6,157.09
33,04/01/2021 2:59 PM,75.94%,13.65,206.9,157.09
34,04/01/2021 3:14 PM,94.76%,17.38,209.0,198.03
35,04/01/2021 3:29 PM,93.75%,17.38,211.2,198.03
36,04/01/2021 3:44 PM,93.28%,17.38,212.3,198.03
