,Date,DL,Tons,Direct,Earned
0,03/15/2021 11:57 PM,46.06%,10.84,340.8,156.97
1,03/16/2021 12:12 AM,4.90%,0.0,340.8,16.71
2,03/16/2021 12:27 AM,4.90%,0.0,340.8,16.71
3,03/16/2021 12:42 AM,4.90%,0.0,340.8,16.71
4,03/16/2021 12:57 AM,4.90%,0.0,340.8,16.71
5,03/16/2021 1:12 AM,4.90%,0.0,340.8,16.71
6,03/16/2021 1:27 AM,4.90%,0.0,340.8,16.71
7,03/16/2021 1:42 AM,12.17%,1.7,340.8,41.48
8,03/16/2021 1:57 AM,19.03%,3.27,340.8,64.87
9,03/16/2021 2:12 AM,19.03%,3.27,340.8,64.87
10,03/16/2021 2:27 AM,19.03%,3.27,340.8,64.87
11,03/16/2021 2:42 AM,19.03%,3.27,340.8,64.87
12,03/16/2021 2:57 AM,19.03%,3.27,340.8,64.87
13,03/16/2021 3:12 AM,19.03%,3.27,340.8,64.87
14,03/16/2021 3:27 AM,19.03%,3.27,340.8,64.87
15,03/16/2021 3:42 AM,19.03%,3.27,340.8,64.87
16,03/16/2021 3:57 AM,19.03%,3.27,340.8,64.87
17,03/16/2021 4:12 AM,0.00%,3.27,0.0,48.16
18,03/16/2021 4:27 AM,0.00%,3.27,0.0,48.16
19,03/16/2021 4:42 AM,24078.91%,3.27,0.2,48.16
20,03/16/2021 4:57 AM,7408.90%,3.27,0.7,48.16
21,03/16/2021 5:12 AM,837.53%,3.27,5.8,48.16
22,03/16/2021 5:27 AM,394.09%,3.27,12.2,48.16
23,03/16/2021 5:42 AM,253.86%,3.27,19.0,48.16
24,03/16/2021 5:57 AM,183.11%,3.27,26.3,48.16
25,03/16/2021 6:12 AM,142.48%,3.27,33.8,48.16
26,03/16/2021 6:27 AM,116.04%,3.27,41.5,48.16
27,03/16/2021 6:42 AM,97.78%,3.27,49.3,48.16
28,03/16/2021 6:57 AM,84.49%,3.27,57.0,48.16
29,03/16/2021 7:12 AM,74.38%,3.27,64.8,48.16
30,03/16/2021 7:27 AM,66.42%,3.27,72.5,48.16
31,03/16/2021 7:42 AM,60.01%,3.27,80.3,48.16
32,03/16/2021 7:57 AM,54.72%,3.27,88.0,48.16
33,03/16/2021 8:12 AM,50.30%,3.27,95.8,48.16
34,03/16/2021 8:27 AM,46.51%,3.27,103.6,48.16
35,03/16/2021 8:42 AM,43.25%,3.27,111.3,48.16
36,03/16/2021 8:57 AM,40.44%,3.27,119.1,48.16
37,03/16/2021 9:18 AM,37.06%,3.27,129.9,48.16
38,03/16/2021 9:27 AM,31.01%,3.27,157.8,48.94
39,03/16/2021 9:57 AM,31.01%,3.27,157.8,48.94
40,03/16/2021 10:12 AM,31.01%,3.27,157.8,48.94
41,03/16/2021 10:27 AM,29.74%,3.27,165.4,49.19
42,03/16/2021 10:57 AM,27.68%,3.27,179.5,49.69
43,03/16/2021 11:27 AM,27.03%,3.27,184.0,49.74
44,03/16/2021 11:57 AM,37.98%,5.08,197.4,74.99
45,03/16/2021 12:12 PM,52.67%,7.38,204.9,107.91
46,03/16/2021 12:47 PM,131.58%,20.37,222.4,292.67
47,03/16/2021 12:57 PM,128.57%,20.37,227.6,292.67
48,03/16/2021 1:12 PM,124.47%,20.37,235.1,292.67
49,03/16/2021 1:29 PM,120.13%,20.37,243.6,292.67
50,03/16/2021 1:40 PM,117.55%,20.37,249.0,292.67
51,03/16/2021 1:59 PM,113.48%,20.37,257.9,292.67
52,03/16/2021 2:10 PM,111.26%,20.37,263.0,292.67
53,03/16/2021 2:25 PM,108.38%,20.37,270.1,292.67
54,03/16/2021 2:42 PM,105.28%,20.37,278.0,292.67
55,03/16/2021 2:55 PM,103.03%,20.37,284.1,292.67
56,03/16/2021 3:12 PM,100.24%,20.37,292.0,292.67
57,03/16/2021 3:29 PM,143.24%,28.15,299.9,429.58
58,03/16/2021 3:42 PM,151.04%,30.09,302.9,457.47
59,03/16/2021 3:59 PM,150.47%,30.09,304.0,457.47
60,03/16/2021 4:12 PM,149.71%,30.09,305.6,457.47
61,03/16/2021 4:27 PM,148.97%,30.09,307.1,457.47
62,03/16/2021 4:40 PM,148.02%,30.09,309.1,457.47
63,03/16/2021 5:14 PM,145.69%,30.09,314.0,457.47
64,03/16/2021 5:25 PM,145.01%,30.09,315.5,457.47
65,03/16/2021 5:44 PM,143.86%,30.09,318.0,457.47
66,03/16/2021 5:59 PM,142.96%,30.09,320.0,457.47
67,03/16/2021 6:12 PM,142.19%,30.09,321.7,457.47
68,03/16/2021 6:25 PM,141.43%,30.09,323.5,457.47
69,03/16/2021 6:44 PM,140.33%,30.09,326.0,457.47
70,03/16/2021 7:14 PM,138.63%,30.09,330.0,457.47
71,03/16/2021 7:27 PM,137.90%,30.09,331.7,457.47
72,03/16/2021 7:42 PM,137.08%,30.09,333.7,457.47
73,03/16/2021 7:55 PM,136.37%,30.09,335.5,457.47
74,03/16/2021 8:14 PM,135.35%,30.09,338.0,457.47
75,03/16/2021 8:29 PM,134.55%,30.09,340.0,457.47
76,03/16/2021 8:44 PM,133.76%,30.09,342.0,457.47
77,03/16/2021 8:57 PM,133.09%,30.09,343.7,457.47
78,03/16/2021 9:10 PM,132.42%,30.09,345.5,457.47
79,03/16/2021 9:25 PM,131.66%,30.09,347.5,457.47
80,03/16/2021 9:44 PM,130.80%,30.09,349.8,457.47
81,03/16/2021 9:57 PM,130.23%,30.09,351.3,457.47
82,03/16/2021 10:29 PM,128.86%,30.09,355.0,457.47
83,03/16/2021 10:44 PM,128.48%,30.09,356.1,457.47
84,03/16/2021 10:57 PM,128.17%,30.09,356.9,457.47
85,03/16/2021 11:14 PM,127.43%,30.09,359.0,457.47
86,03/16/2021 11:25 PM,126.91%,30.09,360.5,457.47
87,03/16/2021 11:41 PM,126.21%,30.09,362.5,457.47
88,03/16/2021 11:55 PM,125.52%,30.09,364.5,457.47
89,03/17/2021 12:12 AM,0.43%,0.0,364.5,1.58
90,03/17/2021 12:25 AM,0.43%,0.0,364.5,1.58
91,03/17/2021 12:42 AM,0.43%,0.0,364.5,1.58
92,03/17/2021 12:59 AM,0.43%,0.0,364.5,1.58
93,03/17/2021 1:12 AM,0.43%,0.0,364.5,1.58
