,Date,DL,Tons,Direct,Earned,EVA
0,06/18/2021 11:47 PM,69.30%,18.02,299.3,207.42,133.3
1,06/19/2021 5:32 AM,0.00%,0.0,0.0,0.0,0.0
2,06/19/2021 5:47 AM,0.00%,0.0,0.0,0.0,0.0
3,06/19/2021 6:02 AM,0.00%,0.0,0.0,0.0,0.0
4,06/19/2021 6:17 AM,0.00%,0.0,4.3,0.0,0.0
5,06/19/2021 6:32 AM,0.00%,0.0,8.8,0.0,0.0
6,06/19/2021 6:47 AM,287.17%,3.39,13.7,39.23,25.4
7,06/19/2021 7:02 AM,245.47%,3.96,18.7,45.81,29.0
8,06/19/2021 7:17 AM,192.62%,3.96,23.8,45.81,29.0
9,06/19/2021 7:32 AM,436.71%,10.96,29.0,126.78,54.3
10,06/19/2021 7:47 AM,385.10%,11.41,34.3,132.01,57.1
11,06/19/2021 8:02 AM,333.87%,11.41,39.5,132.01,57.1
12,06/19/2021 8:17 AM,303.90%,11.76,44.8,136.12,65.1
13,06/19/2021 8:32 AM,272.56%,11.76,49.9,136.12,65.1
14,06/19/2021 8:47 AM,247.80%,11.76,54.9,136.12,65.1
15,06/19/2021 9:02 AM,226.82%,11.76,60.0,136.12,65.1
16,06/19/2021 9:17 AM,208.57%,11.76,65.3,136.12,65.1
17,06/19/2021 9:32 AM,193.02%,11.76,70.5,136.12,65.1
18,06/19/2021 9:47 AM,199.39%,13.07,75.8,151.08,80.2
19,06/19/2021 10:02 AM,186.47%,13.07,81.0,151.08,80.2
20,06/19/2021 10:17 AM,226.82%,16.92,86.3,195.68,114.6
21,06/19/2021 10:32 AM,214.35%,16.97,91.5,196.17,114.6
22,06/19/2021 10:47 AM,203.50%,16.97,96.4,196.17,114.6
23,06/19/2021 11:02 AM,273.99%,23.96,101.2,277.14,139.9
24,06/19/2021 11:17 AM,249.90%,23.96,110.9,277.14,139.9
25,06/19/2021 11:32 AM,244.84%,24.48,115.7,283.16,145.4
26,06/19/2021 11:47 AM,235.87%,24.48,120.1,283.16,145.4
27,06/19/2021 12:02 PM,163.46%,17.59,124.4,203.35,124.7
28,06/19/2021 12:17 PM,160.46%,17.59,126.7,203.35,124.7
29,06/19/2021 12:32 PM,158.00%,17.59,128.7,203.35,124.7
30,06/19/2021 12:47 PM,154.40%,17.59,131.7,203.35,124.7
31,06/19/2021 1:02 PM,150.68%,17.59,135.0,203.35,124.7
32,06/19/2021 1:17 PM,147.27%,17.59,138.1,203.35,124.7
33,06/19/2021 1:32 PM,144.13%,17.59,141.1,203.35,124.7
34,06/19/2021 1:47 PM,141.05%,17.59,144.2,203.35,124.7
35,06/19/2021 2:03 PM,138.00%,17.59,147.4,203.35,124.7
36,06/19/2021 2:17 PM,135.64%,17.59,149.9,203.35,124.7
37,06/19/2021 2:33 PM,133.19%,17.59,152.7,203.35,124.7
38,06/19/2021 2:47 PM,131.47%,17.59,154.7,203.35,124.7
39,06/19/2021 3:02 PM,129.79%,17.59,156.7,203.35,124.7
40,06/19/2021 3:17 PM,128.16%,17.59,158.7,203.35,124.7
41,06/19/2021 3:32 PM,126.76%,17.59,160.4,203.35,124.7
42,06/19/2021 3:47 PM,125.39%,17.59,162.2,203.35,124.7
43,06/19/2021 4:02 PM,124.05%,17.59,163.9,203.35,124.7
44,06/19/2021 4:17 PM,122.74%,17.59,165.7,203.35,124.7
45,06/19/2021 4:32 PM,121.46%,17.59,167.4,203.35,124.7
46,06/19/2021 4:47 PM,120.32%,17.59,169.0,203.35,124.7
47,06/19/2021 5:02 PM,119.20%,17.59,170.6,203.35,124.7
48,06/19/2021 5:17 PM,117.99%,17.59,172.3,203.35,124.7
49,06/19/2021 5:32 PM,116.81%,17.59,174.1,203.35,124.7
50,06/19/2021 5:47 PM,115.98%,17.59,175.3,203.35,124.7
51,06/19/2021 6:02 PM,115.32%,17.59,176.3,203.35,124.7
52,06/19/2021 6:32 PM,114.99%,17.59,176.8,203.35,124.7
53,06/19/2021 6:47 PM,114.83%,17.59,177.1,203.35,124.7
54,06/19/2021 7:02 PM,114.67%,17.59,177.3,203.35,124.7
55,06/19/2021 7:17 PM,114.51%,17.59,177.6,203.35,124.7
56,06/19/2021 7:32 PM,114.35%,17.59,177.8,203.35,124.7
57,06/19/2021 7:47 PM,114.19%,17.59,178.1,203.35,124.7
58,06/19/2021 8:02 PM,114.03%,17.59,178.3,203.35,124.7
59,06/19/2021 8:18 PM,113.87%,17.59,178.6,203.35,124.7
60,06/19/2021 8:32 PM,113.71%,17.59,178.8,203.35,124.7
61,06/19/2021 8:47 PM,113.55%,17.59,179.1,203.35,124.7
62,06/19/2021 9:02 PM,113.39%,17.59,179.3,203.35,124.7
63,06/19/2021 9:18 PM,113.23%,17.59,179.6,203.35,124.7
64,06/19/2021 9:32 PM,113.08%,17.59,179.8,203.35,124.7
65,06/19/2021 9:47 PM,112.92%,17.59,180.1,203.35,124.7
66,06/19/2021 10:02 PM,112.76%,17.59,180.3,203.35,124.7
67,06/19/2021 10:17 PM,112.61%,17.59,180.6,203.35,124.7
68,06/19/2021 10:32 PM,112.45%,17.59,180.8,203.35,124.7
69,06/19/2021 10:47 PM,112.30%,17.59,181.1,203.35,124.7
70,06/19/2021 11:02 PM,112.14%,17.59,181.3,203.35,124.7
71,06/19/2021 11:17 PM,111.99%,17.59,181.6,203.35,124.7
72,06/19/2021 11:32 PM,111.83%,17.59,181.8,203.35,124.7
73,06/19/2021 11:47 PM,111.68%,17.59,182.1,203.35,124.7
