,Date,DL,Tons,Direct,Earned
0,03/30/2021 11:57 PM,161.35%,24.6,293.4,473.44
1,03/31/2021 5:42 AM,0.00%,0.0,0.2,0.0
2,03/31/2021 5:57 AM,0.00%,0.0,0.9,0.0
3,03/31/2021 6:12 AM,3.04%,0.0,5.6,0.17
4,03/31/2021 6:27 AM,3.29%,0.0,12.2,0.4
5,03/31/2021 6:42 AM,2.41%,0.01,19.9,0.48
6,03/31/2021 6:57 AM,54.93%,1.24,26.9,14.78
7,03/31/2021 7:12 AM,466.82%,6.34,33.9,158.3
8,03/31/2021 7:27 AM,387.04%,6.34,40.9,158.3
9,03/31/2021 7:42 AM,330.41%,6.34,47.9,158.3
10,03/31/2021 7:57 AM,288.29%,6.34,54.9,158.3
11,03/31/2021 8:27 AM,229.35%,6.34,69.0,158.3
12,03/31/2021 8:42 AM,300.32%,8.75,76.3,229.05
13,03/31/2021 8:57 AM,274.68%,8.75,83.4,229.05
14,03/31/2021 9:27 AM,233.99%,8.75,97.9,229.05
15,03/31/2021 9:42 AM,218.52%,8.75,104.8,229.05
16,03/31/2021 9:57 AM,269.21%,11.2,111.8,301.03
17,03/31/2021 10:12 AM,253.35%,11.2,118.8,301.03
18,03/31/2021 10:27 AM,239.26%,11.2,125.8,301.03
19,03/31/2021 10:57 AM,255.86%,13.13,139.8,357.74
20,03/31/2021 11:27 AM,277.94%,15.47,153.4,426.42
21,03/31/2021 11:57 AM,266.44%,15.47,160.0,426.42
22,03/31/2021 12:12 PM,260.22%,15.47,163.9,426.42
23,03/31/2021 12:27 PM,256.18%,15.47,166.5,426.42
24,03/31/2021 12:42 PM,248.47%,15.47,171.6,426.42
25,03/31/2021 1:57 PM,206.22%,15.47,206.8,426.42
26,03/31/2021 2:12 PM,199.38%,15.47,213.9,426.42
27,03/31/2021 2:27 PM,193.06%,15.47,220.9,426.42
28,03/31/2021 2:42 PM,187.75%,15.47,227.1,426.42
29,03/31/2021 2:57 PM,187.61%,16.19,238.5,447.36
30,03/31/2021 3:12 PM,183.22%,16.19,244.2,447.36
31,03/31/2021 3:42 PM,175.72%,16.19,254.6,447.36
32,03/31/2021 3:57 PM,172.34%,16.19,259.6,447.36
33,03/31/2021 4:12 PM,168.97%,16.19,264.8,447.36
34,03/31/2021 4:27 PM,173.64%,16.9,269.7,468.3
35,03/31/2021 4:57 PM,171.26%,16.9,273.5,468.3
36,03/31/2021 5:27 PM,169.20%,16.9,276.8,468.3
37,03/31/2021 5:42 PM,168.01%,16.9,278.7,468.3
38,03/31/2021 6:12 PM,165.63%,16.9,282.7,468.3
39,03/31/2021 6:27 PM,164.47%,16.9,284.7,468.3
40,03/31/2021 6:42 PM,163.32%,16.9,286.7,468.3
41,03/31/2021 6:57 PM,162.19%,16.9,288.7,468.3
42,03/31/2021 7:12 PM,161.17%,16.9,290.6,468.3
43,03/31/2021 7:27 PM,160.20%,16.9,292.3,468.3
44,03/31/2021 8:12 PM,157.37%,16.9,297.6,468.3
45,03/31/2021 8:57 PM,154.65%,16.9,302.8,468.3
46,03/31/2021 9:27 PM,152.88%,16.9,306.3,468.3
47,03/31/2021 9:42 PM,152.01%,16.9,308.1,468.3
48,03/31/2021 9:57 PM,151.15%,16.9,309.8,468.3
49,03/31/2021 10:12 PM,150.39%,16.9,311.4,468.3
50,03/31/2021 10:27 PM,149.72%,16.9,312.8,468.3
51,03/31/2021 10:42 PM,149.05%,16.9,314.2,468.3
52,03/31/2021 10:57 PM,148.28%,16.9,315.8,468.3
53,03/31/2021 11:12 PM,147.70%,16.9,317.1,468.3
54,03/31/2021 11:27 PM,147.23%,16.9,318.1,468.3
55,03/31/2021 11:42 PM,146.54%,16.9,319.6,468.3
56,03/31/2021 11:57 PM,145.74%,16.9,321.3,468.3
