,Date,DL,Tons,Direct,Earned
0,03/26/2021 11:44 PM,129.17%,24.26,254.2,328.34
1,03/27/2021 5:29 AM,0.00%,0.0,8.8,0.0
2,03/27/2021 5:44 AM,0.00%,0.0,10.5,0.0
3,03/27/2021 5:59 AM,0.00%,0.0,12.3,0.0
4,03/27/2021 6:14 AM,0.00%,0.0,14.0,0.0
5,03/27/2021 6:29 AM,0.00%,0.0,15.8,0.0
6,03/27/2021 6:44 AM,0.00%,0.0,17.5,0.0
7,03/27/2021 6:59 AM,0.00%,0.0,19.4,0.0
8,03/27/2021 7:14 AM,0.00%,0.0,20.5,0.0
9,03/27/2021 7:29 AM,0.00%,0.0,21.5,0.0
10,03/27/2021 7:44 AM,0.00%,0.0,22.6,0.0
11,03/27/2021 7:59 AM,0.00%,0.0,23.8,0.0
12,03/27/2021 8:14 AM,0.00%,0.0,25.1,0.0
13,03/27/2021 8:29 AM,0.00%,0.0,26.3,0.0
14,03/27/2021 8:44 AM,0.00%,0.0,27.6,0.0
15,03/27/2021 8:59 AM,0.00%,0.0,28.8,0.0
16,03/27/2021 9:29 AM,0.00%,0.0,31.4,0.0
17,03/27/2021 9:44 AM,0.00%,0.0,32.6,0.0
18,03/27/2021 9:59 AM,0.00%,0.0,33.5,0.0
19,03/27/2021 10:14 AM,0.00%,0.0,33.9,0.0
20,03/27/2021 10:29 AM,0.00%,0.0,34.3,0.0
21,03/27/2021 10:44 AM,0.00%,0.0,35.0,0.0
22,03/27/2021 10:59 AM,0.00%,0.0,35.7,0.0
23,03/27/2021 11:14 AM,0.00%,0.0,36.1,0.0
24,03/27/2021 11:29 AM,0.00%,0.0,36.3,0.0
25,03/27/2021 11:44 AM,0.00%,0.0,36.6,0.0
26,03/27/2021 12:14 PM,0.00%,0.0,37.1,0.0
27,03/27/2021 12:29 PM,0.00%,0.0,37.4,0.0
28,03/27/2021 12:44 PM,0.00%,0.0,37.6,0.0
29,03/27/2021 12:59 PM,0.00%,0.0,37.8,0.0
30,03/27/2021 1:14 PM,0.00%,0.0,38.1,0.0
31,03/27/2021 1:29 PM,0.00%,0.0,38.3,0.0
32,03/27/2021 1:44 PM,0.00%,0.0,38.6,0.0
33,03/27/2021 1:59 PM,0.00%,0.0,38.8,0.0
34,03/27/2021 2:14 PM,0.00%,0.0,39.1,0.0
35,03/27/2021 2:29 PM,0.00%,0.0,39.3,0.0
36,03/27/2021 2:59 PM,0.00%,0.0,39.8,0.0
37,03/27/2021 3:14 PM,0.00%,0.0,40.1,0.0
38,03/27/2021 3:29 PM,0.00%,0.0,40.3,0.0
39,03/27/2021 3:44 PM,0.00%,0.0,40.6,0.0
40,03/27/2021 3:59 PM,0.00%,0.0,40.8,0.0
41,03/27/2021 4:14 PM,0.00%,0.0,41.1,0.0
42,03/27/2021 4:29 PM,0.00%,0.0,41.3,0.0
43,03/27/2021 4:44 PM,0.00%,0.0,41.6,0.0
44,03/27/2021 4:59 PM,0.00%,0.0,41.8,0.0
45,03/27/2021 5:29 PM,0.00%,0.0,42.3,0.0
46,03/27/2021 5:59 PM,0.00%,0.0,42.8,0.0
47,03/27/2021 6:14 PM,0.00%,0.0,43.1,0.0
48,03/27/2021 6:29 PM,0.00%,0.0,43.3,0.0
49,03/27/2021 6:44 PM,0.00%,0.0,43.6,0.0
50,03/27/2021 6:59 PM,0.00%,0.0,43.8,0.0
51,03/27/2021 7:14 PM,0.00%,0.0,44.1,0.0
52,03/27/2021 7:29 PM,0.00%,0.0,44.3,0.0
53,03/27/2021 7:44 PM,0.00%,0.0,44.6,0.0
54,03/27/2021 7:59 PM,0.00%,0.0,44.8,0.0
55,03/27/2021 8:14 PM,0.00%,0.0,45.1,0.0
56,03/27/2021 8:29 PM,0.00%,0.0,45.3,0.0
57,03/27/2021 8:44 PM,0.00%,0.0,45.6,0.0
58,03/27/2021 8:59 PM,0.00%,0.0,45.8,0.0
59,03/27/2021 9:14 PM,0.00%,0.0,46.1,0.0
60,03/27/2021 9:29 PM,0.00%,0.0,46.3,0.0
61,03/27/2021 9:44 PM,0.00%,0.0,46.6,0.0
62,03/27/2021 9:59 PM,0.00%,0.0,46.8,0.0
63,03/27/2021 10:14 PM,0.00%,0.0,47.1,0.0
64,03/27/2021 10:29 PM,0.00%,0.0,47.3,0.0
65,03/27/2021 10:44 PM,0.00%,0.0,47.6,0.0
66,03/27/2021 10:59 PM,0.00%,0.0,47.8,0.0
67,03/27/2021 11:14 PM,0.00%,0.0,48.1,0.0
68,03/27/2021 11:29 PM,0.00%,0.0,48.3,0.0
69,03/27/2021 11:44 PM,0.00%,0.0,48.6,0.0
70,03/27/2021 11:59 PM,0.00%,0.0,48.8,0.0
