,Date,DL,Tons,Direct,Earned
0,04/12/2021 11:57 PM,166.95%,18.46,308.2,514.61
1,04/13/2021 5:27 AM,0.00%,0.0,0.0,0.0
2,04/13/2021 5:42 AM,0.00%,0.0,0.2,0.0
3,04/13/2021 5:57 AM,18.48%,0.0,0.9,0.17
4,04/13/2021 6:12 AM,10.70%,0.0,5.4,0.58
5,04/13/2021 6:27 AM,9.14%,0.0,11.8,1.08
6,04/13/2021 6:42 AM,8.83%,0.0,17.9,1.58
7,04/13/2021 6:57 AM,8.63%,0.0,24.1,2.08
8,04/13/2021 7:12 AM,8.50%,0.0,30.4,2.58
9,04/13/2021 7:27 AM,8.37%,0.0,36.8,3.08
10,04/13/2021 7:42 AM,8.24%,0.0,43.5,3.58
11,04/13/2021 7:57 AM,8.13%,0.0,50.2,4.08
12,04/13/2021 8:13 AM,8.08%,0.0,56.7,4.58
13,04/13/2021 8:27 AM,8.06%,0.0,63.1,5.08
14,04/13/2021 8:42 AM,91.18%,3.93,69.2,63.06
15,04/13/2021 8:57 AM,84.38%,3.93,75.3,63.56
16,04/13/2021 9:12 AM,78.29%,3.93,81.8,64.06
17,04/13/2021 9:27 AM,73.10%,3.93,88.3,64.56
18,04/13/2021 9:42 AM,68.62%,3.93,94.8,65.06
19,04/13/2021 9:57 AM,64.87%,3.93,101.1,65.56
20,04/13/2021 10:12 AM,61.55%,3.93,107.3,66.06
21,04/13/2021 10:27 AM,58.61%,3.93,113.6,66.56
22,04/13/2021 10:42 AM,55.97%,3.93,119.8,67.06
23,04/13/2021 10:57 AM,53.46%,3.93,126.4,67.56
24,04/13/2021 11:12 AM,51.13%,3.93,133.1,68.06
25,04/13/2021 11:27 AM,49.02%,3.93,139.9,68.56
26,04/13/2021 11:42 AM,47.14%,3.93,146.5,69.06
27,04/13/2021 11:57 AM,45.51%,4.84,152.5,69.4
28,04/13/2021 12:12 PM,44.77%,4.84,155.2,69.48
29,04/13/2021 12:27 PM,44.43%,4.84,156.8,69.65
30,04/13/2021 12:42 PM,43.32%,4.84,161.7,70.06
31,04/13/2021 12:57 PM,41.90%,4.84,168.4,70.56
32,04/13/2021 1:13 PM,46.53%,4.84,175.3,81.56
33,04/13/2021 1:27 PM,45.06%,4.84,182.1,82.06
34,04/13/2021 1:42 PM,44.56%,4.84,185.3,82.56
35,04/13/2021 1:57 PM,43.25%,4.84,192.1,83.06
36,04/13/2021 2:13 PM,42.04%,4.84,198.8,83.56
37,04/13/2021 2:28 PM,40.78%,4.84,206.2,84.1
38,04/13/2021 2:42 PM,39.22%,4.84,215.6,84.56
39,04/13/2021 2:57 PM,38.28%,4.84,222.2,85.06
40,04/13/2021 3:12 PM,37.41%,4.84,228.7,85.56
41,04/13/2021 3:27 PM,36.65%,4.84,234.8,86.06
42,04/13/2021 3:42 PM,77.62%,8.25,240.8,186.92
43,04/13/2021 3:57 PM,87.96%,9.59,246.9,217.15
44,04/13/2021 4:12 PM,86.06%,9.59,252.9,217.65
45,04/13/2021 4:27 PM,84.26%,9.59,258.9,218.15
46,04/13/2021 4:42 PM,83.25%,9.59,262.3,218.32
47,04/13/2021 4:57 PM,82.94%,9.59,263.2,218.32
48,04/13/2021 5:13 PM,82.28%,9.59,265.4,218.32
49,04/13/2021 5:27 PM,81.51%,9.59,267.9,218.32
50,04/13/2021 5:42 PM,80.76%,9.59,270.4,218.32
51,04/13/2021 5:57 PM,80.02%,9.59,272.9,218.32
52,04/13/2021 6:13 PM,79.29%,9.59,275.4,218.32
53,04/13/2021 6:27 PM,78.58%,9.59,277.9,218.32
54,04/13/2021 6:42 PM,77.88%,9.59,280.4,218.32
55,04/13/2021 6:57 PM,77.19%,9.59,282.9,218.32
56,04/13/2021 7:12 PM,76.51%,9.59,285.4,218.32
57,04/13/2021 7:27 PM,75.85%,9.59,287.9,218.32
58,04/13/2021 7:42 PM,75.19%,9.59,290.4,218.32
59,04/13/2021 7:57 PM,74.55%,9.59,292.9,218.32
60,04/13/2021 8:12 PM,73.92%,9.59,295.4,218.32
61,04/13/2021 8:27 PM,73.30%,9.59,297.9,218.32
62,04/13/2021 8:42 PM,72.69%,9.59,300.4,218.32
63,04/13/2021 8:57 PM,72.09%,9.59,302.9,218.32
64,04/13/2021 9:12 PM,71.50%,9.59,305.4,218.32
65,04/13/2021 9:27 PM,70.92%,9.59,307.9,218.32
66,04/13/2021 9:42 PM,70.35%,9.59,310.4,218.32
67,04/13/2021 9:57 PM,69.79%,9.59,312.9,218.32
68,04/13/2021 10:12 PM,69.32%,9.59,315.0,218.32
69,04/13/2021 10:27 PM,68.88%,9.59,317.0,218.32
70,04/13/2021 10:42 PM,68.44%,9.59,319.0,218.32
71,04/13/2021 10:57 PM,68.05%,9.59,320.9,218.32
72,04/13/2021 11:12 PM,67.68%,9.59,322.6,218.32
73,04/13/2021 11:27 PM,67.28%,9.59,324.5,218.32
74,04/13/2021 11:42 PM,66.80%,9.59,326.9,218.32
75,04/13/2021 11:57 PM,66.29%,9.59,329.4,218.32
