,Date,DL,Tons,Direct,Earned
0,03/19/2021 5:25 AM,0.00%,0.0,0.0,0.0
1,03/19/2021 5:40 AM,0.00%,0.0,0.0,0.0
2,03/19/2021 5:55 AM,0.00%,0.0,1.1,0.0
3,03/19/2021 6:10 AM,0.00%,0.0,5.2,0.0
4,03/19/2021 6:25 AM,0.00%,0.0,11.0,0.0
5,03/19/2021 6:40 AM,0.00%,0.0,17.2,0.0
6,03/19/2021 6:55 AM,91.29%,0.74,23.7,21.65
7,03/19/2021 7:17 AM,65.63%,0.74,33.0,21.67
8,03/19/2021 7:33 AM,53.99%,0.74,40.7,21.95
9,03/19/2021 8:08 AM,41.55%,0.74,54.9,22.83
10,03/19/2021 8:10 AM,40.68%,0.74,56.2,22.88
11,03/19/2021 8:17 AM,38.80%,0.74,59.3,23.0
12,03/19/2021 8:25 AM,36.87%,0.74,62.7,23.13
13,03/19/2021 8:40 AM,103.70%,2.39,69.2,71.79
14,03/19/2021 8:55 AM,95.42%,2.39,75.5,72.04
15,03/19/2021 9:10 AM,88.61%,2.39,81.6,72.29
16,03/19/2021 9:25 AM,82.83%,2.39,87.6,72.54
17,03/19/2021 9:34 AM,81.08%,2.44,90.4,73.29
18,03/19/2021 9:40 AM,78.45%,2.44,93.6,73.42
19,03/19/2021 9:47 AM,76.90%,2.44,95.6,73.51
20,03/19/2021 9:47 AM,76.90%,2.44,95.6,73.51
21,03/19/2021 10:12 AM,70.46%,2.44,104.9,73.92
22,03/19/2021 10:42 AM,64.48%,2.44,115.4,74.42
23,03/19/2021 10:57 AM,61.88%,2.44,120.7,74.67
24,03/19/2021 11:12 AM,59.50%,2.44,125.9,74.92
25,03/19/2021 11:27 AM,57.31%,2.44,131.2,75.17
26,03/19/2021 11:42 AM,55.35%,2.44,136.3,75.42
27,03/19/2021 11:57 AM,53.70%,2.44,140.9,75.67
28,03/19/2021 12:12 PM,52.94%,2.44,143.1,75.76
29,03/19/2021 12:27 PM,52.51%,2.44,144.3,75.76
30,03/19/2021 1:27 PM,47.15%,2.44,162.6,76.67
31,03/19/2021 1:42 PM,61.66%,3.35,167.9,103.49
32,03/19/2021 1:57 PM,68.88%,4.71,173.3,119.36
33,03/19/2021 2:27 PM,69.14%,5.35,183.9,127.17
34,03/19/2021 2:45 PM,67.98%,5.35,187.2,127.26
35,03/19/2021 2:57 PM,67.54%,5.35,188.4,127.26
36,03/19/2021 3:12 PM,66.89%,5.35,190.3,127.26
37,03/19/2021 3:27 PM,66.13%,5.35,192.4,127.26
38,03/19/2021 3:42 PM,65.37%,5.35,194.7,127.26
39,03/19/2021 3:57 PM,64.62%,5.35,196.9,127.26
40,03/19/2021 4:12 PM,63.89%,5.35,199.2,127.26
41,03/19/2021 4:27 PM,63.23%,5.35,201.3,127.26
42,03/19/2021 4:42 PM,62.61%,5.35,203.3,127.26
43,03/19/2021 4:57 PM,62.00%,5.35,205.3,127.26
44,03/19/2021 5:12 PM,61.40%,5.35,207.3,127.26
45,03/19/2021 5:27 PM,60.81%,5.35,209.3,127.26
46,03/19/2021 5:42 PM,60.24%,5.35,211.3,127.26
47,03/19/2021 5:57 PM,59.67%,5.35,213.3,127.26
48,03/19/2021 6:12 PM,59.12%,5.35,215.3,127.26
49,03/19/2021 6:27 PM,58.57%,5.35,217.3,127.26
50,03/19/2021 6:42 PM,58.04%,5.35,219.3,127.26
51,03/19/2021 6:57 PM,57.51%,5.35,221.3,127.26
52,03/19/2021 7:12 PM,57.00%,5.35,223.3,127.26
53,03/19/2021 7:27 PM,56.49%,5.35,225.3,127.26
54,03/19/2021 7:42 PM,56.00%,5.35,227.3,127.26
55,03/19/2021 7:57 PM,55.51%,5.35,229.3,127.26
56,03/19/2021 8:12 PM,55.07%,5.35,231.1,127.26
57,03/19/2021 8:27 PM,54.65%,5.35,232.9,127.26
58,03/19/2021 8:42 PM,54.21%,5.35,234.8,127.26
59,03/19/2021 8:57 PM,53.82%,5.35,236.4,127.26
60,03/19/2021 9:12 PM,53.60%,5.35,237.4,127.26
61,03/19/2021 9:27 PM,53.35%,5.35,238.5,127.26
62,03/19/2021 9:42 PM,53.08%,5.35,239.8,127.26
63,03/19/2021 9:57 PM,52.80%,5.35,241.0,127.26
64,03/19/2021 10:12 PM,52.53%,5.35,242.3,127.26
65,03/19/2021 10:27 PM,52.26%,5.35,243.5,127.26
66,03/19/2021 10:42 PM,51.99%,5.35,244.8,127.26
67,03/19/2021 10:57 PM,51.73%,5.35,246.0,127.26
68,03/19/2021 11:12 PM,51.47%,5.35,247.3,127.26
69,03/19/2021 11:27 PM,51.21%,5.35,248.5,127.26
