,Date,DL,Tons,Direct,Earned
0,05/14/2021 11:57 PM,90.20%,27.66,335.7,302.76
1,05/15/2021 5:28 AM,0.00%,0.0,0.0,0.0
2,05/15/2021 5:43 AM,0.00%,0.0,0.0,0.0
3,05/15/2021 5:57 AM,0.00%,0.0,1.6,0.0
4,05/15/2021 6:12 AM,0.00%,0.0,6.4,0.0
5,05/15/2021 6:27 AM,0.00%,0.0,13.0,0.0
6,05/15/2021 6:42 AM,8.48%,0.15,20.0,1.7
7,05/15/2021 6:57 AM,64.93%,1.54,27.2,17.65
8,05/15/2021 7:12 AM,156.19%,4.96,34.4,53.65
9,05/15/2021 7:27 AM,127.92%,4.96,41.9,53.65
10,05/15/2021 7:42 AM,107.99%,4.96,49.7,53.65
11,05/15/2021 7:57 AM,94.80%,5.44,57.7,54.65
12,05/15/2021 8:12 AM,83.24%,5.44,65.7,54.65
13,05/15/2021 8:27 AM,74.20%,5.44,73.7,54.65
14,05/15/2021 8:42 AM,71.76%,5.79,81.7,58.59
15,05/15/2021 8:57 AM,65.36%,5.79,89.7,58.59
16,05/15/2021 9:12 AM,60.00%,5.79,97.7,58.59
17,05/15/2021 9:27 AM,57.55%,5.87,103.5,59.55
18,05/15/2021 9:42 AM,54.52%,5.96,111.0,60.5
19,05/15/2021 9:57 AM,50.97%,5.96,118.7,60.5
20,05/15/2021 10:13 AM,47.84%,5.96,126.5,60.5
21,05/15/2021 10:27 AM,45.81%,6.04,134.2,61.49
22,05/15/2021 10:42 AM,43.31%,6.04,142.0,61.49
23,05/15/2021 10:57 AM,41.19%,6.04,149.7,61.67
24,05/15/2021 11:12 AM,39.35%,6.04,157.4,61.92
25,05/15/2021 11:27 AM,47.34%,7.44,165.1,78.16
26,05/15/2021 11:44 AM,83.36%,13.33,172.7,143.95
27,05/15/2021 11:57 AM,80.40%,13.33,179.3,144.19
28,05/15/2021 12:12 PM,79.01%,13.33,182.5,144.19
29,05/15/2021 12:27 PM,78.12%,13.33,184.6,144.2
30,05/15/2021 12:42 PM,76.12%,13.33,189.8,144.45
31,05/15/2021 12:57 PM,73.60%,13.33,196.6,144.7
32,05/15/2021 1:12 PM,71.29%,13.33,203.3,144.95
33,05/15/2021 1:27 PM,72.31%,13.96,210.0,151.85
34,05/15/2021 1:42 PM,70.03%,13.96,216.9,151.9
35,05/15/2021 1:57 PM,69.72%,13.96,223.9,156.12
36,05/15/2021 2:12 PM,67.61%,13.96,230.9,156.12
37,05/15/2021 2:27 PM,67.47%,14.37,237.9,160.51
38,05/15/2021 2:42 PM,72.18%,15.71,242.7,175.16
39,05/15/2021 2:57 PM,71.61%,15.71,244.6,175.16
40,05/15/2021 3:12 PM,70.29%,15.71,249.2,175.16
41,05/15/2021 3:27 PM,70.10%,15.71,249.9,175.16
42,05/15/2021 3:42 PM,69.69%,15.71,251.4,175.16
43,05/15/2021 3:57 PM,69.27%,15.71,252.9,175.16
44,05/15/2021 4:12 PM,68.81%,15.71,254.6,175.16
45,05/15/2021 4:27 PM,68.34%,15.71,256.3,175.16
46,05/15/2021 4:42 PM,67.92%,15.71,257.9,175.16
47,05/15/2021 4:57 PM,67.53%,15.71,259.4,175.16
48,05/15/2021 5:12 PM,67.14%,15.71,260.9,175.16
49,05/15/2021 5:27 PM,66.76%,15.71,262.4,175.16
50,05/15/2021 5:42 PM,66.38%,15.71,263.9,175.16
51,05/15/2021 5:57 PM,66.00%,15.71,265.4,175.16
52,05/15/2021 6:12 PM,65.63%,15.71,266.9,175.16
53,05/15/2021 6:27 PM,65.27%,15.71,268.4,175.16
54,05/15/2021 6:42 PM,64.90%,15.71,269.9,175.16
55,05/15/2021 6:57 PM,64.55%,15.71,271.4,175.16
56,05/15/2021 7:12 PM,64.19%,15.71,272.9,175.16
57,05/15/2021 7:27 PM,63.84%,15.71,274.4,175.16
58,05/15/2021 7:42 PM,63.49%,15.71,275.9,175.16
59,05/15/2021 7:57 PM,63.15%,15.71,277.4,175.16
60,05/15/2021 8:12 PM,62.85%,15.71,278.7,175.16
61,05/15/2021 8:28 PM,62.55%,15.71,280.0,175.16
62,05/15/2021 8:42 PM,62.29%,15.71,281.2,175.16
63,05/15/2021 8:57 PM,62.05%,15.71,282.3,175.16
64,05/15/2021 9:12 PM,61.90%,15.71,283.0,175.16
65,05/15/2021 9:27 PM,61.76%,15.71,283.6,175.16
66,05/15/2021 9:42 PM,61.49%,15.71,284.9,175.16
67,05/15/2021 9:58 PM,61.16%,15.71,286.4,175.16
68,05/15/2021 10:12 PM,60.85%,15.71,287.9,175.16
69,05/15/2021 10:27 PM,60.53%,15.71,289.4,175.16
70,05/15/2021 10:42 PM,60.22%,15.71,290.9,175.16
71,05/15/2021 10:57 PM,59.91%,15.71,292.4,175.16
72,05/15/2021 11:12 PM,59.60%,15.71,293.9,175.16
73,05/15/2021 11:27 PM,59.30%,15.71,295.4,175.16
74,05/15/2021 11:42 PM,59.20%,15.71,295.9,175.16
75,05/15/2021 11:57 PM,59.20%,15.71,295.9,175.16
