,Date,DL,Tons,Direct,Earned,EVA
0,06/05/2021 11:48 PM,0.00%,0.0,17.8,0.0,0.0
1,06/07/2021 5:33 AM,0.00%,0.0,10.1,0.0,0.0
2,06/07/2021 5:48 AM,0.00%,0.0,14.8,0.0,0.0
3,06/07/2021 6:03 AM,0.00%,0.0,20.3,0.0,0.0
4,06/07/2021 6:18 AM,0.00%,0.0,26.0,0.0,0.0
5,06/07/2021 6:33 AM,24.59%,0.68,31.8,7.81,4.1
6,06/07/2021 6:48 AM,103.06%,2.88,37.5,38.69,26.1
7,06/07/2021 7:04 AM,88.86%,2.88,43.5,38.69,26.1
8,06/07/2021 7:18 AM,74.68%,2.88,51.8,38.69,26.1
9,06/07/2021 7:33 AM,68.28%,2.97,58.1,39.64,30.6
10,06/07/2021 7:48 AM,61.65%,2.97,64.3,39.64,30.6
11,06/07/2021 8:03 AM,56.14%,2.97,70.6,39.64,30.6
12,06/07/2021 8:18 AM,51.41%,2.97,77.1,39.64,30.6
13,06/07/2021 8:33 AM,47.42%,2.97,83.6,39.64,30.6
14,06/07/2021 8:48 AM,44.00%,2.97,90.1,39.64,30.6
15,06/07/2021 9:03 AM,41.04%,2.97,96.6,39.64,30.6
16,06/07/2021 9:18 AM,46.02%,3.65,103.1,47.46,34.9
17,06/07/2021 9:33 AM,73.87%,6.68,109.6,80.97,63.8
18,06/07/2021 9:48 AM,76.46%,7.37,116.1,88.78,68.0
19,06/07/2021 10:03 AM,72.42%,7.37,122.6,88.78,68.0
20,06/07/2021 10:18 AM,181.95%,22.96,128.6,233.97,81.8
21,06/07/2021 10:33 AM,173.81%,22.96,134.6,233.97,81.8
22,06/07/2021 10:48 AM,166.22%,22.96,140.8,233.97,81.8
23,06/07/2021 11:03 AM,160.27%,22.96,146.0,233.97,81.8
24,06/07/2021 11:18 AM,159.16%,22.96,147.0,233.97,81.8
25,06/07/2021 11:33 AM,157.23%,22.96,148.8,233.97,81.8
26,06/07/2021 11:48 AM,151.15%,22.96,154.8,233.97,81.8
27,06/07/2021 12:03 PM,145.74%,22.96,160.5,233.97,81.8
28,06/07/2021 12:18 PM,140.69%,22.96,166.3,233.97,81.8
29,06/07/2021 12:33 PM,152.38%,25.0,172.3,262.55,98.0
30,06/07/2021 12:48 PM,153.36%,25.95,178.3,273.44,111.4
31,06/07/2021 1:03 PM,148.57%,25.95,184.1,273.44,111.4
32,06/07/2021 1:18 PM,144.06%,25.95,189.8,273.44,111.4
33,06/07/2021 1:33 PM,140.98%,26.14,195.5,275.66,124.0
34,06/07/2021 1:48 PM,139.30%,26.14,197.9,275.66,124.0
35,06/07/2021 2:04 PM,137.65%,26.14,200.3,275.66,124.0
36,06/07/2021 2:18 PM,136.57%,26.14,201.9,275.66,124.0
37,06/07/2021 2:33 PM,135.33%,26.14,203.7,275.66,124.0
38,06/07/2021 2:49 PM,134.37%,26.14,205.2,275.66,124.0
39,06/07/2021 3:03 PM,133.56%,26.14,206.4,275.66,124.0
40,06/07/2021 3:18 PM,132.75%,26.14,207.7,275.66,124.0
41,06/07/2021 3:33 PM,131.98%,26.14,208.9,275.66,124.0
42,06/07/2021 3:48 PM,131.53%,26.14,209.6,275.66,124.0
43,06/07/2021 4:03 PM,131.33%,26.14,209.9,275.66,124.0
44,06/07/2021 4:19 PM,130.39%,26.14,211.4,275.66,124.0
45,06/07/2021 4:34 PM,129.47%,26.14,212.9,275.66,124.0
46,06/07/2021 4:48 PM,128.56%,26.14,214.4,275.66,124.0
47,06/07/2021 5:18 PM,126.79%,26.14,217.4,275.66,124.0
48,06/07/2021 5:33 PM,125.92%,26.14,218.9,275.66,124.0
49,06/07/2021 5:48 PM,126.08%,26.14,218.7,275.66,124.0
50,06/07/2021 6:03 PM,125.36%,26.14,219.9,275.66,124.0
51,06/07/2021 6:18 PM,124.65%,26.14,221.2,275.66,124.0
52,06/07/2021 6:33 PM,123.95%,26.14,222.4,275.66,124.0
53,06/07/2021 6:48 PM,123.26%,26.14,223.7,275.66,124.0
54,06/07/2021 7:03 PM,122.57%,26.14,224.9,275.66,124.0
55,06/07/2021 7:18 PM,121.89%,26.14,226.2,275.66,124.0
56,06/07/2021 7:33 PM,121.19%,26.14,227.5,275.66,124.0
57,06/07/2021 7:48 PM,120.39%,26.14,229.0,275.66,124.0
58,06/07/2021 8:03 PM,119.61%,26.14,230.5,275.66,124.0
59,06/07/2021 8:18 PM,118.84%,26.14,232.0,275.66,124.0
60,06/07/2021 8:34 PM,118.08%,26.14,233.5,275.66,124.0
61,06/07/2021 8:49 PM,117.45%,26.14,234.7,275.66,124.0
62,06/07/2021 9:03 PM,116.82%,26.14,236.0,275.66,124.0
63,06/07/2021 9:18 PM,116.08%,26.14,237.5,275.66,124.0
64,06/07/2021 9:33 PM,115.36%,26.14,239.0,275.66,124.0
65,06/07/2021 9:48 PM,114.76%,26.14,240.2,275.66,124.0
66,06/07/2021 10:03 PM,114.19%,26.14,241.4,275.66,124.0
67,06/07/2021 10:18 PM,113.96%,26.14,241.9,275.66,124.0
68,06/07/2021 10:33 PM,113.69%,26.14,242.5,275.66,124.0
69,06/07/2021 10:48 PM,112.99%,26.14,244.0,275.66,124.0
70,06/07/2021 11:03 PM,112.39%,26.16,245.5,275.89,126.8
71,06/07/2021 11:18 PM,111.71%,26.16,247.0,275.89,126.8
72,06/07/2021 11:33 PM,111.04%,26.16,248.5,275.89,126.8
73,06/07/2021 11:48 PM,110.37%,26.16,250.0,275.89,126.8
