,Date,DL,Tons,Direct,Earned,EVA
0,07/13/2021 11:49 PM,61.00%,14.01,264.0,161.0,120
1,07/14/2021 5:34 AM,0.00%,0.0,0.0,0.0,0
2,07/14/2021 5:49 AM,0.00%,0.0,0.0,0.0,0
3,07/14/2021 6:05 AM,0.00%,0.0,3.0,0.0,0
4,07/14/2021 6:19 AM,0.00%,0.0,9.0,0.0,0
5,07/14/2021 6:34 AM,0.00%,0.0,16.0,0.0,0
6,07/14/2021 6:49 AM,0.00%,0.0,22.0,0.0,0
7,07/14/2021 7:04 AM,3.00%,0.08,29.0,1.0,1
8,07/14/2021 7:19 AM,3.00%,0.08,37.0,1.0,1
9,07/14/2021 7:34 AM,2.00%,0.08,44.0,1.0,1
10,07/14/2021 7:50 AM,11.00%,0.47,51.0,5.0,4
11,07/14/2021 8:04 AM,10.00%,0.47,56.0,5.0,4
12,07/14/2021 8:20 AM,9.00%,0.47,62.0,5.0,4
13,07/14/2021 8:34 AM,12.00%,0.71,68.0,8.0,7
14,07/14/2021 8:49 AM,11.00%,0.71,73.0,8.0,7
15,07/14/2021 9:04 AM,20.00%,1.38,78.0,16.0,14
16,07/14/2021 9:19 AM,19.00%,1.38,83.0,16.0,14
17,07/14/2021 9:50 AM,17.00%,1.38,95.0,16.0,14
18,07/14/2021 10:05 AM,16.00%,1.38,100.0,16.0,14
19,07/14/2021 10:35 AM,14.00%,1.38,111.0,16.0,14
20,07/14/2021 10:50 AM,14.00%,1.38,116.0,16.0,14
21,07/14/2021 11:05 AM,25.00%,2.73,122.0,31.0,23
22,07/14/2021 11:20 AM,26.00%,2.97,127.0,34.0,27
23,07/14/2021 11:36 AM,26.00%,2.97,133.0,34.0,31
24,07/14/2021 11:49 AM,25.00%,2.97,138.0,34.0,31
25,07/14/2021 12:04 PM,25.00%,3.08,143.0,35.0,32
26,07/14/2021 12:19 PM,25.00%,3.08,143.0,35.0,32
27,07/14/2021 12:34 PM,25.00%,3.08,144.0,35.0,32
28,07/14/2021 12:49 PM,24.00%,3.08,150.0,35.0,32
29,07/14/2021 1:20 PM,22.00%,3.08,162.0,35.0,32
30,07/14/2021 1:35 PM,23.00%,3.39,168.0,39.0,36
31,07/14/2021 1:50 PM,22.00%,3.39,173.0,39.0,36
32,07/14/2021 2:04 PM,22.00%,3.39,180.0,39.0,36
33,07/14/2021 2:20 PM,21.00%,3.39,189.0,39.0,36
34,07/14/2021 2:36 PM,20.00%,3.39,196.0,39.0,36
35,07/14/2021 2:50 PM,19.00%,3.39,203.0,39.0,36
36,07/14/2021 3:05 PM,19.00%,3.39,210.0,39.0,36
37,07/14/2021 3:20 PM,24.00%,4.44,217.0,51.0,44
38,07/14/2021 3:35 PM,26.00%,4.96,224.0,57.0,49
39,07/14/2021 3:49 PM,25.00%,5.06,230.0,58.0,49
40,07/14/2021 4:19 PM,24.00%,5.06,244.0,58.0,49
41,07/14/2021 4:34 PM,25.00%,5.47,250.0,63.0,49
42,07/14/2021 4:49 PM,26.00%,5.64,253.0,65.0,49
43,07/14/2021 5:04 PM,25.00%,5.64,255.0,65.0,49
44,07/14/2021 5:20 PM,25.00%,5.64,256.0,65.0,49
45,07/14/2021 5:35 PM,25.00%,5.64,258.0,65.0,49
46,07/14/2021 5:50 PM,25.00%,5.64,261.0,65.0,49
47,07/14/2021 6:05 PM,25.00%,5.64,263.0,65.0,49
48,07/14/2021 6:20 PM,24.00%,5.64,265.0,65.0,49
49,07/14/2021 6:35 PM,24.00%,5.64,267.0,65.0,49
50,07/14/2021 6:50 PM,24.00%,5.64,269.0,65.0,49
51,07/14/2021 7:04 PM,24.00%,5.64,271.0,65.0,49
52,07/14/2021 7:19 PM,24.00%,5.64,271.0,65.0,49
53,07/14/2021 7:34 PM,30.00%,7.08,272.0,81.0,52
54,07/14/2021 8:05 PM,30.00%,7.08,276.0,81.0,52
55,07/14/2021 8:20 PM,30.00%,7.16,277.0,82.0,57
56,07/14/2021 8:35 PM,29.00%,7.16,279.0,82.0,57
57,07/14/2021 8:50 PM,29.00%,7.16,281.0,82.0,57
58,07/14/2021 9:05 PM,29.00%,7.16,283.0,82.0,57
59,07/14/2021 9:20 PM,29.00%,7.16,284.0,82.0,57
60,07/14/2021 9:34 PM,29.00%,7.16,286.0,82.0,57
61,07/14/2021 9:49 PM,29.00%,7.16,288.0,82.0,57
62,07/14/2021 10:05 PM,28.00%,7.16,289.0,82.0,57
63,07/14/2021 10:20 PM,28.00%,7.16,290.0,82.0,57
64,07/14/2021 10:35 PM,28.00%,7.16,292.0,82.0,57
65,07/14/2021 10:50 PM,28.00%,7.16,293.0,82.0,57
66,07/14/2021 11:05 PM,28.00%,7.16,294.0,82.0,57
67,07/14/2021 11:20 PM,28.00%,7.16,295.0,82.0,57
68,07/14/2021 11:35 PM,28.00%,7.16,297.0,82.0,57
69,07/14/2021 11:50 PM,27.61%,7.16,298.0,82.0,57
