,Date,DL,Tons,Direct,Earned
0,04/21/2021 11:58 PM,109.01%,29.44,374.1,407.76
1,04/22/2021 5:43 AM,693.61%,8.83,18.1,125.68
2,04/22/2021 5:58 AM,502.72%,8.83,25.1,125.93
3,04/22/2021 6:13 AM,390.03%,8.83,32.4,126.33
4,04/22/2021 6:28 AM,318.51%,8.83,39.8,126.83
5,04/22/2021 6:43 AM,271.03%,8.83,46.9,127.19
6,04/22/2021 6:58 AM,236.75%,8.83,53.8,127.44
7,04/22/2021 7:14 AM,210.96%,8.83,60.5,127.69
8,04/22/2021 7:28 AM,190.16%,8.83,67.3,127.94
9,04/22/2021 7:43 AM,173.63%,8.83,73.8,128.19
10,04/22/2021 7:58 AM,159.89%,8.83,80.3,128.44
11,04/22/2021 8:13 AM,148.21%,8.83,86.8,128.69
12,04/22/2021 8:28 AM,138.16%,8.83,93.3,128.94
13,04/22/2021 8:43 AM,129.41%,8.83,99.8,129.19
14,04/22/2021 8:59 AM,121.74%,8.83,106.3,129.44
15,04/22/2021 9:13 AM,146.01%,11.18,112.9,164.82
16,04/22/2021 9:28 AM,186.29%,15.44,119.6,222.85
17,04/22/2021 9:43 AM,194.96%,17.02,126.4,246.39
18,04/22/2021 9:58 AM,185.07%,17.02,133.1,246.39
19,04/22/2021 10:13 AM,175.89%,17.02,140.1,246.39
20,04/22/2021 10:28 AM,167.72%,17.02,146.9,246.39
21,04/22/2021 10:43 AM,161.13%,17.02,152.9,246.39
22,04/22/2021 10:58 AM,155.64%,17.02,158.3,246.39
23,04/22/2021 11:13 AM,153.22%,17.02,160.8,246.39
24,04/22/2021 11:28 AM,151.47%,17.02,162.7,246.39
25,04/22/2021 11:43 AM,146.44%,17.02,168.3,246.39
26,04/22/2021 11:58 AM,140.94%,17.02,174.8,246.39
27,04/22/2021 12:13 PM,185.09%,23.29,181.3,335.58
28,04/22/2021 12:28 PM,178.50%,23.29,188.0,335.58
29,04/22/2021 12:43 PM,172.31%,23.29,194.8,335.58
30,04/22/2021 12:58 PM,166.55%,23.29,201.5,335.58
31,04/22/2021 1:13 PM,161.29%,23.29,208.1,335.58
32,04/22/2021 1:28 PM,156.58%,23.29,214.3,335.58
33,04/22/2021 1:43 PM,162.76%,24.86,220.6,359.01
34,04/22/2021 1:58 PM,219.98%,34.72,226.8,498.96
35,04/22/2021 2:13 PM,216.56%,34.72,230.4,498.96
36,04/22/2021 2:28 PM,211.06%,34.72,236.4,498.96
37,04/22/2021 2:43 PM,205.85%,34.72,242.4,498.96
38,04/22/2021 2:58 PM,247.26%,42.69,248.4,614.06
39,04/22/2021 3:14 PM,246.34%,43.54,254.5,626.89
40,04/22/2021 3:28 PM,241.25%,43.54,259.9,626.89
41,04/22/2021 3:43 PM,238.14%,43.54,263.2,626.89
42,04/22/2021 3:58 PM,237.35%,43.54,264.1,626.89
43,04/22/2021 4:13 PM,236.45%,43.54,265.1,626.89
44,04/22/2021 4:28 PM,235.41%,43.54,266.3,626.89
45,04/22/2021 4:43 PM,233.83%,43.54,268.1,626.89
46,04/22/2021 4:58 PM,231.94%,43.54,270.3,626.89
47,04/22/2021 5:13 PM,230.03%,43.54,272.5,626.89
48,04/22/2021 5:28 PM,228.14%,43.54,274.8,626.89
49,04/22/2021 5:43 PM,226.44%,43.54,276.8,626.89
50,04/22/2021 5:58 PM,224.82%,43.54,278.8,626.89
51,04/22/2021 6:13 PM,223.22%,43.54,280.8,626.89
52,04/22/2021 6:28 PM,221.64%,43.54,282.8,626.89
53,04/22/2021 6:43 PM,220.08%,43.54,284.8,626.89
54,04/22/2021 6:58 PM,218.55%,43.54,286.8,626.89
55,04/22/2021 7:13 PM,217.04%,43.54,288.8,626.89
56,04/22/2021 7:28 PM,215.54%,43.54,290.8,626.89
57,04/22/2021 7:43 PM,214.07%,43.54,292.8,626.89
58,04/22/2021 7:58 PM,212.62%,43.54,294.8,626.89
59,04/22/2021 8:13 PM,211.19%,43.54,296.8,626.89
60,04/22/2021 8:28 PM,209.77%,43.54,298.8,626.89
61,04/22/2021 8:43 PM,208.38%,43.54,300.8,626.89
62,04/22/2021 8:58 PM,207.00%,43.54,302.8,626.89
63,04/22/2021 9:13 PM,205.64%,43.54,304.8,626.89
64,04/22/2021 9:28 PM,204.30%,43.54,306.8,626.89
65,04/22/2021 9:43 PM,203.10%,43.54,308.7,626.89
66,04/22/2021 9:58 PM,201.95%,43.54,310.4,626.89
67,04/22/2021 10:13 PM,200.71%,43.54,312.3,626.89
68,04/22/2021 10:28 PM,199.54%,43.54,314.2,626.89
69,04/22/2021 10:43 PM,198.78%,43.54,315.4,626.89
70,04/22/2021 10:58 PM,198.16%,43.54,316.4,626.89
71,04/22/2021 11:13 PM,197.19%,43.54,317.9,626.89
72,04/22/2021 11:28 PM,196.00%,43.54,319.8,626.89
73,04/22/2021 11:43 PM,194.78%,43.54,321.8,626.89
74,04/22/2021 11:58 PM,193.58%,43.54,323.8,626.89
