,Date,DL,Tons,Direct,Earned
0,05/01/2021 11:58 PM,15.68%,0.0,33.8,5.3
1,05/03/2021 5:28 AM,0.00%,0.0,17.1,0.0
2,05/03/2021 5:43 AM,0.00%,0.0,22.5,0.0
3,05/03/2021 5:59 AM,0.00%,0.0,28.4,0.0
4,05/03/2021 6:13 AM,0.00%,0.0,33.5,0.0
5,05/03/2021 6:28 AM,0.00%,0.0,39.0,0.0
6,05/03/2021 6:43 AM,0.00%,0.0,44.5,0.0
7,05/03/2021 6:59 AM,0.00%,0.0,50.0,0.0
8,05/03/2021 7:13 AM,48.81%,1.91,55.5,27.1
9,05/03/2021 7:28 AM,44.41%,1.91,61.0,27.1
10,05/03/2021 7:43 AM,40.74%,1.91,66.5,27.1
11,05/03/2021 7:58 AM,37.58%,1.91,72.1,27.1
12,05/03/2021 8:13 AM,34.80%,1.91,77.9,27.1
13,05/03/2021 8:28 AM,32.41%,1.91,83.6,27.1
14,05/03/2021 8:43 AM,30.32%,1.91,89.4,27.1
15,05/03/2021 8:59 AM,28.49%,1.91,95.1,27.1
16,05/03/2021 9:14 AM,38.63%,2.76,101.3,39.11
17,05/03/2021 9:29 AM,36.68%,2.76,106.6,39.11
18,05/03/2021 9:44 AM,34.81%,2.76,112.4,39.11
19,05/03/2021 9:59 AM,41.14%,3.41,117.6,48.38
20,05/03/2021 10:14 AM,39.43%,3.41,122.7,48.38
21,05/03/2021 10:29 AM,37.94%,3.41,127.5,48.38
22,05/03/2021 10:44 AM,44.70%,4.17,132.4,59.19
23,05/03/2021 10:59 AM,43.39%,4.17,136.4,59.19
24,05/03/2021 11:14 AM,42.50%,4.17,139.3,59.19
25,05/03/2021 11:29 AM,41.47%,4.17,142.7,59.19
26,05/03/2021 11:44 AM,40.19%,4.17,147.3,59.19
27,05/03/2021 11:59 AM,38.76%,4.17,152.7,59.19
28,05/03/2021 12:14 PM,37.28%,4.17,158.8,59.19
29,05/03/2021 12:29 PM,35.98%,4.17,164.5,59.19
30,05/03/2021 12:44 PM,34.84%,4.17,169.9,59.19
31,05/03/2021 1:29 PM,48.69%,6.43,187.3,91.21
32,05/03/2021 1:44 PM,47.81%,6.43,190.8,91.21
33,05/03/2021 2:14 PM,46.40%,6.43,196.6,91.21
34,05/03/2021 3:44 PM,58.95%,8.9,214.2,126.24
35,05/03/2021 3:59 PM,63.82%,9.74,216.7,138.26
36,05/03/2021 4:14 PM,63.09%,9.74,219.2,138.26
37,05/03/2021 4:29 PM,62.38%,9.74,221.7,138.26
38,05/03/2021 4:44 PM,61.68%,9.74,224.2,138.26
39,05/03/2021 4:59 PM,66.09%,10.56,226.7,149.8
40,05/03/2021 5:15 PM,65.33%,10.56,229.3,149.8
41,05/03/2021 5:29 PM,64.67%,10.56,231.7,149.8
42,05/03/2021 5:44 PM,63.98%,10.56,234.2,149.8
43,05/03/2021 5:59 PM,63.30%,10.56,236.7,149.8
44,05/03/2021 6:14 PM,62.64%,10.56,239.2,149.8
45,05/03/2021 6:29 PM,61.99%,10.56,241.7,149.8
46,05/03/2021 6:44 PM,61.36%,10.56,244.2,149.8
47,05/03/2021 6:59 PM,62.65%,10.89,246.7,154.52
48,05/03/2021 7:14 PM,62.02%,10.89,249.2,154.52
49,05/03/2021 7:29 PM,61.49%,10.89,251.3,154.52
50,05/03/2021 7:44 PM,61.01%,10.89,253.3,154.52
51,05/03/2021 7:59 PM,60.55%,10.89,255.2,154.52
52,05/03/2021 8:14 PM,60.31%,10.89,256.2,154.52
53,05/03/2021 8:29 PM,60.02%,10.89,257.4,154.52
54,05/03/2021 8:44 PM,59.51%,10.89,259.7,154.52
55,05/03/2021 8:59 PM,58.94%,10.89,262.2,154.52
56,05/03/2021 9:14 PM,58.39%,10.89,264.7,154.52
57,05/03/2021 9:29 PM,57.84%,10.89,267.2,154.52
58,05/03/2021 9:44 PM,57.30%,10.89,269.7,154.52
59,05/03/2021 9:59 PM,56.92%,10.92,272.2,154.9
60,05/03/2021 10:14 PM,60.35%,11.67,274.5,165.62
61,05/03/2021 10:29 PM,59.85%,11.67,276.7,165.62
62,05/03/2021 10:44 PM,59.60%,11.67,277.9,165.62
63,05/03/2021 10:59 PM,59.52%,11.67,278.3,165.62
64,05/03/2021 11:14 PM,59.47%,11.67,278.5,165.62
65,05/03/2021 11:29 PM,59.41%,11.67,278.8,165.62
66,05/03/2021 11:44 PM,59.36%,11.67,279.0,165.62
67,05/03/2021 11:59 PM,59.31%,11.67,279.3,165.62
