,Date,DL,Tons,Direct,Earned,EVA
0,06/02/2021 11:49 PM,71.77%,16.83,332.8,238.82,143.8
1,06/03/2021 5:33 AM,30.91%,0.37,21.0,6.5,1.5
2,06/03/2021 5:48 AM,24.52%,0.37,27.5,6.75,1.5
3,06/03/2021 6:04 AM,20.57%,0.37,34.0,7.0,1.5
4,06/03/2021 6:19 AM,17.73%,0.37,41.0,7.26,1.5
5,06/03/2021 6:34 AM,26.01%,0.74,47.0,12.23,3.0
6,06/03/2021 6:49 AM,23.32%,0.74,53.5,12.48,3.0
7,06/03/2021 7:04 AM,21.21%,0.74,60.0,12.73,3.0
8,06/03/2021 7:19 AM,19.40%,0.74,66.9,12.99,3.0
9,06/03/2021 7:34 AM,20.24%,0.85,73.1,14.79,5.0
10,06/03/2021 7:49 AM,56.81%,2.99,79.9,45.42,53.6
11,06/03/2021 8:05 AM,52.83%,2.99,86.4,45.67,53.6
12,06/03/2021 8:19 AM,49.40%,2.99,92.9,45.92,53.6
13,06/03/2021 8:34 AM,47.29%,3.05,99.6,47.09,54.0
14,06/03/2021 8:49 AM,44.70%,3.05,105.9,47.33,54.0
15,06/03/2021 9:04 AM,46.87%,3.44,113.1,53.0,71.8
16,06/03/2021 9:19 AM,44.44%,3.44,119.8,53.25,71.8
17,06/03/2021 9:34 AM,42.41%,3.44,126.1,53.49,71.8
18,06/03/2021 9:49 AM,40.46%,3.44,132.8,53.74,71.8
19,06/03/2021 10:04 AM,38.87%,3.44,138.9,54.0,71.8
20,06/03/2021 10:19 AM,37.46%,3.44,144.8,54.25,71.8
21,06/03/2021 10:34 AM,49.67%,4.9,151.5,75.23,83.4
22,06/03/2021 10:49 AM,48.00%,4.9,157.3,75.48,83.4
23,06/03/2021 11:04 AM,46.88%,4.9,161.5,75.73,83.4
24,06/03/2021 11:19 AM,46.20%,4.9,164.5,75.98,83.4
25,06/03/2021 11:34 AM,45.28%,4.9,168.4,76.22,83.4
26,06/03/2021 11:49 AM,43.77%,4.9,174.8,76.48,83.4
27,06/03/2021 12:04 PM,42.38%,4.9,181.1,76.73,83.4
28,06/03/2021 12:19 PM,41.08%,4.9,187.4,76.97,83.4
29,06/03/2021 12:34 PM,39.72%,4.9,194.4,77.22,83.4
30,06/03/2021 12:49 PM,38.39%,4.9,201.9,77.48,83.4
31,06/03/2021 1:04 PM,37.22%,4.9,208.9,77.73,83.4
32,06/03/2021 1:19 PM,54.05%,7.66,215.9,116.68,93.1
33,06/03/2021 1:34 PM,52.48%,7.66,222.8,116.93,93.1
34,06/03/2021 1:49 PM,51.32%,7.66,228.3,117.17,93.1
35,06/03/2021 2:05 PM,50.03%,7.66,234.7,117.43,93.1
36,06/03/2021 2:19 PM,59.62%,9.48,240.7,143.49,106.0
37,06/03/2021 2:34 PM,62.31%,10.16,246.2,153.43,109.7
38,06/03/2021 2:49 PM,77.18%,12.95,250.5,193.29,127.4
39,06/03/2021 3:04 PM,78.95%,13.47,254.5,200.89,129.7
40,06/03/2021 3:19 PM,84.72%,14.73,258.5,218.96,139.6
41,06/03/2021 3:35 PM,83.63%,14.73,262.1,219.21,139.6
42,06/03/2021 3:49 PM,83.24%,14.73,263.7,219.46,139.6
43,06/03/2021 4:04 PM,82.66%,14.73,265.8,219.71,139.6
44,06/03/2021 4:20 PM,86.19%,15.57,268.7,231.61,158.2
45,06/03/2021 4:34 PM,87.75%,16.02,271.3,238.06,159.6
46,06/03/2021 4:49 PM,87.57%,16.16,274.1,239.98,159.6
47,06/03/2021 5:04 PM,86.76%,16.16,276.6,239.98,159.6
48,06/03/2021 5:19 PM,88.55%,16.69,279.6,247.54,159.6
49,06/03/2021 5:34 PM,91.05%,17.36,282.3,257.03,167.6
50,06/03/2021 5:49 PM,90.17%,17.36,285.1,257.03,167.6
51,06/03/2021 6:04 PM,89.31%,17.36,287.8,257.03,167.6
52,06/03/2021 6:19 PM,90.17%,17.71,290.6,262.0,170.8
53,06/03/2021 6:34 PM,89.34%,17.71,293.3,262.0,170.8
54,06/03/2021 6:49 PM,88.51%,17.71,296.0,262.0,170.8
55,06/03/2021 7:04 PM,89.61%,18.09,298.5,267.49,178.5
56,06/03/2021 7:19 PM,88.91%,18.09,300.9,267.49,178.5
57,06/03/2021 7:34 PM,88.19%,18.09,303.3,267.49,178.5
58,06/03/2021 7:49 PM,0.00%,1.09,0.0,13.97,0.0
59,06/03/2021 8:04 PM,88.46%,18.44,308.0,272.46,185.0
60,06/03/2021 8:19 PM,89.41%,18.81,310.5,277.64,191.5
61,06/03/2021 8:34 PM,88.71%,18.81,313.0,277.64,191.5
62,06/03/2021 8:49 PM,88.12%,18.81,315.1,277.64,191.5
63,06/03/2021 9:04 PM,87.44%,18.81,317.5,277.64,191.5
64,06/03/2021 9:19 PM,87.99%,19.08,319.9,281.43,196.8
65,06/03/2021 9:34 PM,87.26%,19.08,322.5,281.43,196.8
66,06/03/2021 9:49 PM,86.61%,19.08,325.0,281.43,196.8
67,06/03/2021 10:04 PM,86.11%,19.08,326.8,281.43,196.8
68,06/03/2021 10:19 PM,85.83%,19.08,327.9,281.43,196.8
69,06/03/2021 10:34 PM,85.41%,19.08,329.5,281.43,196.8
70,06/03/2021 10:49 PM,84.81%,19.08,331.9,281.43,196.8
71,06/03/2021 11:04 PM,85.68%,19.44,334.5,286.61,204.1
72,06/03/2021 11:19 PM,85.05%,19.44,337.0,286.61,204.1
73,06/03/2021 11:34 PM,84.42%,19.44,339.5,286.61,204.1
74,06/03/2021 11:49 PM,83.80%,19.44,342.0,286.61,204.1
