,Date,DL,Tons,Direct,Earned
0,04/08/2021 11:57 PM,146.21%,14.37,293.9,429.68
1,04/09/2021 4:57 AM,0.00%,0.0,0.0,0.0
2,04/09/2021 5:12 AM,0.00%,0.0,0.0,0.0
3,04/09/2021 5:27 AM,0.00%,0.0,0.0,0.0
4,04/09/2021 5:42 AM,0.00%,0.0,0.2,0.0
5,04/09/2021 5:57 AM,0.00%,0.0,0.9,0.0
6,04/09/2021 6:12 AM,0.00%,0.0,4.6,0.0
7,04/09/2021 6:27 AM,0.00%,0.0,10.3,0.0
8,04/09/2021 6:42 AM,102.14%,0.57,16.3,16.6
9,04/09/2021 6:57 AM,138.95%,1.04,22.0,30.57
10,04/09/2021 7:12 AM,109.48%,1.04,27.9,30.57
11,04/09/2021 7:27 AM,89.72%,1.04,34.1,30.57
12,04/09/2021 7:42 AM,75.81%,1.04,40.3,30.57
13,04/09/2021 7:57 AM,65.88%,1.04,46.4,30.57
14,04/09/2021 8:12 AM,58.34%,1.04,52.4,30.57
15,04/09/2021 8:27 AM,52.34%,1.04,58.4,30.57
16,04/09/2021 8:42 AM,53.71%,1.39,64.4,34.59
17,04/09/2021 8:57 AM,49.13%,1.39,70.4,34.59
18,04/09/2021 9:12 AM,45.27%,1.39,76.4,34.59
19,04/09/2021 9:27 AM,41.95%,1.39,82.5,34.59
20,04/09/2021 9:42 AM,43.47%,1.73,88.8,38.58
21,04/09/2021 9:57 AM,40.50%,1.73,95.3,38.58
22,04/09/2021 10:13 AM,44.71%,2.42,104.1,46.56
23,04/09/2021 10:27 AM,42.17%,2.42,110.4,46.56
24,04/09/2021 10:42 AM,39.74%,2.42,117.2,46.56
25,04/09/2021 10:57 AM,75.77%,4.04,123.9,93.85
26,04/09/2021 11:12 AM,113.84%,5.89,130.2,148.2
27,04/09/2021 11:28 AM,108.64%,5.89,136.4,148.2
28,04/09/2021 11:42 AM,104.00%,5.89,142.5,148.2
29,04/09/2021 11:57 AM,100.02%,5.89,148.2,148.2
30,04/09/2021 12:12 PM,109.20%,7.36,151.3,165.25
31,04/09/2021 12:27 PM,107.65%,7.36,153.5,165.25
32,04/09/2021 12:42 PM,104.42%,7.36,158.3,165.25
33,04/09/2021 12:57 PM,100.41%,7.36,164.6,165.25
34,04/09/2021 1:12 PM,96.71%,7.36,170.9,165.25
35,04/09/2021 1:28 PM,98.00%,8.12,177.5,173.98
36,04/09/2021 1:43 PM,94.89%,8.12,183.4,173.98
37,04/09/2021 1:57 PM,91.76%,8.12,189.6,173.98
38,04/09/2021 2:12 PM,88.75%,8.12,196.0,173.98
39,04/09/2021 2:27 PM,85.90%,8.12,202.5,173.98
40,04/09/2021 2:43 PM,143.99%,12.34,206.9,297.87
41,04/09/2021 2:57 PM,142.73%,12.34,208.7,297.87
42,04/09/2021 3:12 PM,141.59%,12.34,210.4,297.87
43,04/09/2021 3:27 PM,140.32%,12.34,212.3,297.87
44,04/09/2021 3:43 PM,138.71%,12.34,214.7,297.87
45,04/09/2021 3:57 PM,137.12%,12.34,217.2,297.87
46,04/09/2021 4:12 PM,135.56%,12.34,219.7,297.87
47,04/09/2021 4:28 PM,134.03%,12.34,222.2,297.87
48,04/09/2021 4:42 PM,132.54%,12.34,224.7,297.87
49,04/09/2021 4:57 PM,131.08%,12.34,227.2,297.87
50,04/09/2021 5:12 PM,129.66%,12.34,229.7,297.87
51,04/09/2021 5:27 PM,128.26%,12.34,232.2,297.87
52,04/09/2021 5:42 PM,126.98%,12.34,234.6,297.87
53,04/09/2021 5:57 PM,125.77%,12.34,236.8,297.87
54,04/09/2021 6:13 PM,124.51%,12.34,239.2,297.87
55,04/09/2021 6:27 PM,123.43%,12.34,241.3,297.87
56,04/09/2021 6:42 PM,122.29%,12.34,243.6,297.87
57,04/09/2021 6:57 PM,121.17%,12.34,245.8,297.87
58,04/09/2021 7:12 PM,120.07%,12.34,248.1,297.87
59,04/09/2021 7:27 PM,118.99%,12.34,250.3,297.87
60,04/09/2021 7:42 PM,117.93%,12.34,252.6,297.87
61,04/09/2021 7:57 PM,116.89%,12.34,254.8,297.87
62,04/09/2021 8:12 PM,115.94%,12.34,256.9,297.87
63,04/09/2021 8:28 PM,115.05%,12.34,258.9,297.87
64,04/09/2021 8:42 PM,114.09%,12.34,261.1,297.87
65,04/09/2021 8:57 PM,113.12%,12.34,263.3,297.87
66,04/09/2021 9:12 PM,112.30%,12.34,265.3,297.87
67,04/09/2021 9:27 PM,111.70%,12.34,266.7,297.87
68,04/09/2021 9:42 PM,111.04%,12.34,268.3,297.87
69,04/09/2021 9:57 PM,110.19%,12.34,270.3,297.87
70,04/09/2021 10:12 PM,109.28%,12.34,272.6,297.87
71,04/09/2021 10:27 PM,108.38%,12.34,274.8,297.87
72,04/09/2021 10:42 PM,107.50%,12.34,277.1,297.87
73,04/09/2021 10:57 PM,106.64%,12.34,279.3,297.87
74,04/09/2021 11:12 PM,105.79%,12.34,281.6,297.87
75,04/09/2021 11:27 PM,104.95%,12.34,283.8,297.87
76,04/09/2021 11:42 PM,104.42%,12.34,285.3,297.87
77,04/09/2021 11:57 PM,104.06%,12.34,286.3,297.87
