,Date,DL,Tons,Direct,Earned
0,04/20/2021 11:59 PM,65.01%,14.11,317.1,206.15
1,04/21/2021 5:30 AM,82.92%,1.34,22.9,18.96
2,04/21/2021 5:43 AM,66.13%,1.34,28.7,18.96
3,04/21/2021 5:59 AM,52.86%,1.34,35.9,18.96
4,04/21/2021 6:14 AM,56.03%,1.67,42.2,23.63
5,04/21/2021 6:29 AM,57.63%,1.99,49.1,28.3
6,04/21/2021 6:44 AM,50.02%,1.99,56.6,28.3
7,04/21/2021 6:58 AM,44.85%,1.99,63.1,28.3
8,04/21/2021 7:14 AM,41.11%,2.03,70.1,28.82
9,04/21/2021 7:29 AM,92.31%,5.02,77.1,71.18
10,04/21/2021 7:44 AM,84.62%,5.02,84.1,71.18
11,04/21/2021 7:59 AM,78.29%,5.06,91.6,71.7
12,04/21/2021 8:14 AM,72.73%,5.06,98.6,71.7
13,04/21/2021 8:29 AM,67.91%,5.06,105.6,71.7
14,04/21/2021 8:45 AM,63.27%,5.06,113.3,71.7
15,04/21/2021 8:59 AM,62.37%,5.28,120.1,74.9
16,04/21/2021 9:14 AM,59.05%,5.28,126.8,74.9
17,04/21/2021 9:29 AM,71.67%,6.81,134.8,96.6
18,04/21/2021 9:43 AM,68.13%,6.81,141.8,96.6
19,04/21/2021 9:59 AM,65.47%,6.86,148.5,97.25
20,04/21/2021 10:13 AM,63.31%,6.92,154.9,98.05
21,04/21/2021 10:28 AM,61.47%,7.02,161.8,99.48
22,04/21/2021 10:43 AM,67.12%,7.98,168.7,113.21
23,04/21/2021 11:14 AM,64.41%,8.08,178.0,114.63
24,04/21/2021 11:29 AM,62.85%,8.08,182.4,114.63
25,04/21/2021 11:44 AM,60.62%,8.08,189.1,114.63
26,04/21/2021 11:58 AM,59.59%,8.24,195.8,116.7
27,04/21/2021 12:13 PM,57.69%,8.28,203.3,117.26
28,04/21/2021 12:29 PM,56.44%,8.39,210.6,118.85
29,04/21/2021 12:44 PM,58.70%,9.05,218.3,128.17
30,04/21/2021 12:59 PM,56.76%,9.05,225.8,128.17
31,04/21/2021 1:14 PM,54.94%,9.05,233.3,128.17
32,04/21/2021 1:28 PM,60.91%,10.33,240.3,146.35
33,04/21/2021 1:44 PM,63.85%,11.19,246.9,157.63
34,04/21/2021 1:59 PM,66.75%,12.05,253.1,168.9
35,04/21/2021 2:14 PM,65.10%,12.05,259.5,168.9
36,04/21/2021 2:29 PM,63.72%,12.05,265.1,168.9
37,04/21/2021 2:44 PM,66.55%,12.92,271.3,180.53
38,04/21/2021 2:59 PM,68.00%,13.5,276.6,188.11
39,04/21/2021 3:14 PM,70.28%,14.29,282.4,198.44
40,04/21/2021 3:29 PM,69.64%,14.42,287.7,200.35
41,04/21/2021 3:44 PM,69.19%,14.42,289.6,200.35
42,04/21/2021 3:59 PM,68.85%,14.42,291.0,200.35
43,04/21/2021 4:13 PM,68.34%,14.42,293.2,200.35
44,04/21/2021 4:28 PM,70.34%,14.95,295.5,207.82
45,04/21/2021 4:44 PM,76.69%,16.49,297.7,228.31
46,04/21/2021 4:59 PM,76.11%,16.49,300.0,228.31
47,04/21/2021 5:14 PM,78.31%,17.13,302.2,236.66
48,04/21/2021 5:29 PM,77.69%,17.13,304.6,236.66
49,04/21/2021 5:44 PM,77.12%,17.13,306.9,236.66
50,04/21/2021 5:59 PM,76.83%,17.19,309.1,237.51
51,04/21/2021 6:14 PM,76.28%,17.19,311.4,237.51
52,04/21/2021 6:29 PM,77.65%,17.64,313.6,243.52
53,04/21/2021 6:44 PM,77.10%,17.64,315.9,243.52
54,04/21/2021 6:59 PM,76.59%,17.64,318.0,243.52
55,04/21/2021 7:14 PM,76.05%,17.64,320.2,243.52
56,04/21/2021 7:29 PM,75.48%,17.64,322.6,243.52
57,04/21/2021 7:44 PM,75.04%,17.64,324.5,243.52
58,04/21/2021 7:59 PM,90.12%,21.28,326.7,294.39
59,04/21/2021 8:15 PM,89.54%,21.28,328.8,294.39
60,04/21/2021 8:29 PM,93.63%,22.43,330.7,309.59
61,04/21/2021 8:44 PM,93.06%,22.43,332.7,309.59
62,04/21/2021 8:59 PM,92.54%,22.43,334.5,309.59
63,04/21/2021 9:14 PM,105.95%,25.75,336.7,356.69
64,04/21/2021 9:29 PM,105.41%,25.75,338.4,356.69
65,04/21/2021 9:44 PM,104.83%,25.75,340.2,356.69
66,04/21/2021 9:59 PM,104.34%,25.75,341.9,356.69
67,04/21/2021 10:14 PM,113.32%,28.02,343.2,388.93
68,04/21/2021 10:29 PM,112.92%,28.02,344.4,388.93
69,04/21/2021 10:44 PM,116.60%,29.13,346.0,403.48
70,04/21/2021 10:59 PM,115.89%,29.13,348.2,403.48
71,04/21/2021 11:14 PM,115.24%,29.13,350.1,403.48
72,04/21/2021 11:29 PM,114.61%,29.13,352.0,403.48
73,04/21/2021 11:44 PM,113.96%,29.13,354.0,403.48
74,04/21/2021 11:59 PM,113.32%,29.13,356.0,403.48
