CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped?,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2217,CSM,Item,14.3,Hoist beam,,John S,,11/11/1899,4599,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4599
2217,CSM,Item,14.4,Divider beam,,John S,,11/11/1899,4600,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4600
2217,CSM,Item,14.5,Sill angle,,John S,,11/11/1899,4601,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4601
2217,CSM,Item,14.6,Intermediate rail support,,John S,,11/11/1899,4602,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4602
2217,CSM,Item,15,PE-5 & PE- 6 Elevator  components,,John S,,11/11/1899,4603,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4603
2217,CSM,Item,15.1,Sump pit cover and frame,,John S,,11/11/1899,4604,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4604
2217,CSM,Item,15.2,Pit ladder,,John S,,11/11/1899,4605,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4605
2217,CSM,Item,15.3,Hoist beam,,John S,,11/11/1899,4606,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4606
2217,CSM,Item,15.4,Divider beam,,John S,,11/11/1899,4607,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4607
2217,CSM,Item,15.5,Sill angle,,John S,,11/11/1899,4608,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4608
2217,CSM,Item,15.6,Intermediate rail support,,John S,,11/11/1899,4609,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4609
2217,CSM,Item,16, FSAE-1 & FSAE-2 Elevator components,,John S,,11/11/1899,4610,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4610
2217,CSM,Item,16.1,Sump pit cover and frame,,John S,,11/11/1899,4611,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4611
2217,CSM,Item,16.2,Pit ladder,,John S,,11/11/1899,4612,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4612
