CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped?,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2217,CSM,Item,14.3,Hoist beam,,John S,,11/11/1899,4636,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4636
2217,CSM,Item,14.4,Divider beam,,John S,,11/11/1899,4637,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4637
2217,CSM,Item,14.5,Sill angle,,John S,,11/11/1899,4638,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4638
2217,CSM,Item,14.6,Intermediate rail support,,John S,,11/11/1899,4639,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4639
2217,CSM,Item,15,PE-5 & PE- 6 Elevator  components,,John S,,11/11/1899,4640,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4640
2217,CSM,Item,15.1,Sump pit cover and frame,,John S,,11/11/1899,4641,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4641
2217,CSM,Item,15.2,Pit ladder,,John S,,11/11/1899,4642,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4642
2217,CSM,Item,15.3,Hoist beam,,John S,,11/11/1899,4643,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4643
2217,CSM,Item,15.4,Divider beam,,John S,,11/11/1899,4644,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4644
2217,CSM,Item,15.5,Sill angle,,John S,,11/11/1899,4645,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4645
