CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped?,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2218.0,CSM,Sequence,16,RAW WAREHOUSE (RAW-1)-T042 T043 T044 T045 T046 T047,,Joel H,,11/11/1899,4695,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4695
2218.0,CSM,Sequence,18,RAW WAREHOUSE (RAW-3)-T050 T051,,Joel H,,11/11/1899,4696,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4696
2218.0,CSM,Sequence,20,RAW WAREHOUSE (RAW-5),,Joel H,,11/11/1899,4697,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4697
2218.0,CSM,Sequence,24,CONVERTING,,Joel H,,11/11/1899,4700,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4700
2218.0,CSM,Sequence,25,CONVERTING,,Joel H,,11/11/1899,4701,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4701
2218.0,CSM,Sequence,26,CONVERTING,,Joel H,,11/11/1899,4702,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4702
2218.0,CSM,Sequence,27,CONVERTING,,Joel H,,11/11/1899,4708,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4708
2218.0,CSM,Sequence,28,OFFICE-3,,Joel H,,11/11/1899,4709,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4709
2218.0,CSM,Sequence,29,OFFICE-4,,Joel H,,11/11/1899,4710,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4710
2218.0,CSM,Sequence,30,OFFICE-5,,Joel H,,11/11/1899,4711,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4711
2218.0,CSM,Sequence,31,OFFICE-6,,Joel H,,11/11/1899,4712,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4712
2218.0,CSM,Sequence,97.8,RAW WAREHOUSE Additional Anchor Bolts,,Joel H,,,4720,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4720
2218.0,CSM,Sequence,97.9,Segment Areas A & D & Switch Gear Anchor Bolts,,Joel H,,,4721,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4721
2218.0,CSM,Sequence,17,RAW WAREHOUSE (RAW-2)-T048 T049,,Joel H,,11/11/1899,4731,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4731
2218.0,CSM,Sequence,19,RAW WAREHOUSE (RAW-4)-T050 T051 T052 T053,,Joel H,,11/11/1899,4732,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4732
