CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2121,CSM,Item,35.1,Relieving angle,,John S,,,2957,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2957
2217,CSM,Item,1,ST-1 (level 2 to roof),,John S,,11/11/1899,4306,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4306
2217,CSM,Item,2,ST-2 (level B to level 20),,John S,,11/11/1899,4307,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4307
2217,CSM,Item,3,ST-5 (covered entry level to level 3),,John S,,11/11/1899,4308,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4308
2217,CSM,Item,4,ST-3 & ST-4 (level 1 to level 5),,John S,,11/11/1899,4309,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4309
2217,CSM,Item,5,ST-6 (level 2.5M to level 3),,John S,,11/11/1899,4310,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4310
2217,CSM,Item,6,ST-7 (level 3 to level 5),,John S,,11/11/1899,4311,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4311
2217,CSM,Item,7,ST-8 (level B to level 1),,John S,,11/11/1899,4312,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4312
2217,CSM,Item,8,Stair at Transformer Vault,,John S,,11/11/1899,4313,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4313
2217,CSM,Item,9,Stair at Market,,John S,,11/11/1899,4314,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4314
2217,CSM,Item,10,Picket guardrail with attached handrail and wall mounted handrail at loading dock concrete ramp.,,John S,,11/11/1899,4315,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4315
2217,CSM,Item,11,Wall mounted handrail at motor court B [Callout 1] exterior concrete stair,,John S,,11/11/1899,4316,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4316
2217,CSM,Item,12,Wall mounted handrail at riverside arcade concrete stair,,John S,,11/11/1899,4317,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4317
2217,CSM,Item,13,Roof access ladder,,John S,,11/11/1899,4318,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4318
2217,CSM,Item,14,PE-1 to PE-4 Elevator components,,John S,,11/11/1899,4319,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4319
2217,CSM,Item,14.1,Sump pit cover and frame,,John S,,11/11/1899,4320,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4320
2217,CSM,Item,14.2,Pit ladder,,John S,,11/11/1899,4321,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4321
2217,CSM,Item,14.3,Hoist beam,,John S,,11/11/1899,4322,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4322
