FED
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2116,FED,Sequence,11.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,,,,2525,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2525
2116,FED,Sequence,12.4,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,,,,2530,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2530
2116,FED,Sequence,15.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,,,,2540,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2540
2116,FED,Sequence,16.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,,,,2543,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2543
2116,FED,Sequence,19.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,,,,2550,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2550
2116,FED,Sequence,20.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,,,,2553,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2553
2116,FED,Sequence,21.4,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,,,,2558,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2558
2116,FED,Sequence,22.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,,,,2562,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2562
2116,FED,Sequence,24.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,,,,2568,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2568
2116,FED,Sequence,25.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,,,,2571,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2571
2116,FED,Sequence,26.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,,,,2575,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2575
2116,FED,Sequence,27.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,,,,2579,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2579
2116,FED,Sequence,29.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,,,,2586,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2586
2116,FED,Sequence,32.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,,,,2591,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2591
2116,FED,Sequence,33.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,,,,2596,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2596
2116,FED,Sequence,34.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,,,,2599,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2599
2116,FED,Sequence,35.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,,,,2602,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2602
2116,FED,Sequence,36.3,PH-2116-075 (LOT T022) Third Floor Renovation Work Area C,,,,,2606,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2606
2116,FED,Sequence,36.4,Balance - Third Floor Renovation Work Area C,,,,,2607,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2607
2116,FED,Sequence,37.3,PH-2116-075 (LOT T022) Third Floor Renovation Work Area D,,,,,2611,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2611
2116,FED,Sequence,37.4,Balance - Third Floor Third Floor Renovation Work Area D,,,,,2612,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2612
2116,FED,Sequence,38.1,PH-2116-075 (LOT T022) Third Floor Renovation Work Area C,,,,,2614,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2614
