FED
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2116,FED,Sequence,11.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2534,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2534
2116,FED,Sequence,11.4,PH-2116-079 (LOT T026) Second Floor Renovation Work Area C,,Darryl,,,2535,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2535
2116,FED,Sequence,12.4,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2540,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2540
2116,FED,Sequence,15.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2552,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2552
2116,FED,Sequence,15.5,Balance -  Second Floor Renovation Work Area C,,Darryl,,,2554,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2554
2116,FED,Sequence,16.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2557,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2557
2116,FED,Sequence,19.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2565,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2565
2116,FED,Sequence,20.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2568,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2568
2116,FED,Sequence,21.4,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2573,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2573
2116,FED,Sequence,21.5,Balance - Second Floor Renovation Work Area D,,Darryl,,,2574,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2574
