CSM
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped?,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2218,CSM,Sequence,16,RAW WAREHOUSE (RAW-1)-T042 T043 T044 T045 T046 T047,,Joel H,,11/11/1899,4682,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4682
2218,CSM,Sequence,18,RAW WAREHOUSE (RAW-3)-T050 T051,,Joel H,,11/11/1899,4683,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4683
2218,CSM,Sequence,20,RAW WAREHOUSE (RAW-5),,Joel H,,11/11/1899,4684,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4684
2218,CSM,Sequence,24,CONVERTING,,Joel H,,11/11/1899,4687,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4687
2218,CSM,Sequence,25,CONVERTING,,Joel H,,11/11/1899,4688,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4688
2218,CSM,Sequence,26,CONVERTING,,Joel H,,11/11/1899,4689,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4689
2218,CSM,Sequence,27,CONVERTING,,Joel H,,11/11/1899,4695,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4695
2218,CSM,Sequence,28,OFFICE-3,,Joel H,,11/11/1899,4696,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4696
2218,CSM,Sequence,29,OFFICE-4,,Joel H,,11/11/1899,4697,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4697
2218,CSM,Sequence,30,OFFICE-5,,Joel H,,11/11/1899,4698,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4698
2218,CSM,Sequence,31,OFFICE-6,,Joel H,,11/11/1899,4699,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4699
2218,CSM,Sequence,97.8,RAW WAREHOUSE Additional Anchor Bolts,,Joel H,,,4707,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4707
2218,CSM,Sequence,97.9,Segment Areas A & D & Switch Gear Anchor Bolts,,Joel H,,,4708,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4708
2218,CSM,Sequence,17,RAW WAREHOUSE (RAW-2)-T048 T049,,Joel H,,11/11/1899,4718,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4718
2218,CSM,Sequence,19,RAW WAREHOUSE (RAW-4)-T050 T051 T052 T053,,Joel H,,11/11/1899,4719,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4719
