CSF
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped?,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2127,CSF,Sequence,3,DELIVER AT 5:00 PM Missing Pieces CRV3010/3012/3016/3018/3021/3023/3027,9/1/2022,Mustafa,Yes,#REF!,3762,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3762
2127,CSF,Sequence,3,"PH2127-240 and PH2127-242, lot 237 and 238",3/3/2023,Mustafa,,1/13/2023,3787,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3787
2127,CSF,Sequence,97,Embeds,2/28/2022,Mustafa,Yes,1/10/2022,3778,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3778
2127,CSF,Sequence,97,PH2127-096 Ticket MK2127-02,4/27/2022,Mustafa,Yes,3/9/2022,3779,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3779
2127,CSF,Sequence,97,EP108-109-111-112-124,5/11/2022,Mustafa,Yes,3/23/2022,3780,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3780
2127,CSF,Sequence,97.2,Cooling Tower,1/17/2022,Mustafa,Yes,11/29/2021,3782,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D3782
2139,CSF,Sequence,97.2,PH2139-033,11/7/2022,Mustafa,Yes,9/19/2022,4209,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4209
2139,CSF,Sequence,97.2,PH2139-68/73,2/27/2023,Mustafa,,1/30/2023,4226,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4226
