FED
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2116.0,FED,Sequence,11.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2533,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2533
2116.0,FED,Sequence,12.4,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2538,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2538
2116.0,FED,Sequence,15.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2548,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2548
2116.0,FED,Sequence,16.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2551,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2551
2116.0,FED,Sequence,19.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2558,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2558
2116.0,FED,Sequence,20.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2561,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2561
2116.0,FED,Sequence,21.4,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2566,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2566
2116.0,FED,Sequence,22.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area D,,Darryl,,11/11/1899,2570,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2570
2116.0,FED,Sequence,24.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,Darryl,,11/11/1899,2576,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2576
2116.0,FED,Sequence,25.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,Darryl,,11/11/1899,2579,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2579
2116.0,FED,Sequence,26.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,Darryl,,11/11/1899,2583,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2583
2116.0,FED,Sequence,27.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,Darryl,,11/11/1899,2587,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2587
2116.0,FED,Sequence,29.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area E,,Darryl,,11/11/1899,2594,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2594
2116.0,FED,Sequence,32.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2599,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2599
2116.0,FED,Sequence,33.3,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2604,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2604
2116.0,FED,Sequence,34.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2607,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2607
2116.0,FED,Sequence,35.2,PH-2116-075 (LOT T022) Second Floor Renovation Work Area C,,Darryl,,11/11/1899,2610,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2610
2116.0,FED,Sequence,36.3,PH-2116-075 (LOT T022) Third Floor Renovation Work Area C,,Darryl,,11/11/1899,2614,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2614
2116.0,FED,Sequence,36.4,Balance - Third Floor Renovation Work Area C,,Darryl,,11/11/1899,2615,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2615
2116.0,FED,Sequence,37.3,PH-2116-075 (LOT T022) Third Floor Renovation Work Area D,,Darryl,,11/11/1899,2619,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D2619
