FED
Job,Fabrication Site,Type of Work,Number,Work Description,Delivery,PM,Shipped?,Dwgs Needed in Shop,GoogleSheetRowNumber,GoogleSheetLink
2222,FED,Sequence,,College Park,1/12/2024,Brian H,,11/24/2023,4914,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4914
2222,FED,Sequence,,East Campus,1/12/2024,Brian H,,11/24/2023,4915,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4915
2222,FED,Sequence,,New Carrolton,3/15/2024,Brian H,,1/26/2024,4916,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4916
2222,FED,Sequence,,Woodside/16th,3/21/2024,Brian H,,2/1/2024,4917,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4917
2222,FED,Sequence,,Dale Drive,6/2/2024,Brian H,,4/14/2024,4918,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4918
2222,FED,Sequence,,Bethesda - Remainder,7/1/2024,Brian H,,5/13/2024,4919,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4919
2222,FED,Sequence,,Campus Center,8/8/2024,Brian H,,6/20/2024,4920,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4920
2222,FED,Sequence,,Lyttonsville,8/26/2024,Brian H,,7/8/2024,4921,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4921
2222,FED,Sequence,,Long Branch,11/8/2024,Brian H,,9/20/2024,4922,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4922
2222,FED,Sequence,,Adelphi Road,11/25/24,Brian H,,10/7/2024,4923,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4923
2222,FED,Sequence,,Piney Branch ,12/1/2024,Brian H,,10/13/2024,4924,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4924
2222,FED,Sequence,,Riggs Road,12/1/2024,Brian H,,10/13/2024,4925,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4925
2222,FED,Sequence,,Tacoma Langley,12/1/2024,Brian H,,10/13/2024,4926,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4926
2222,FED,Sequence,,Manchester,12/23/2024,Brian H,,11/4/2024,4927,https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4927
