,Date,Tons,Earned,Actual,Efficiency
0,10/18/2021 6:36 AM,0.69,4.17,40.23,10.36%
1,10/18/2021 9:07 AM,1.65,15.88,95.31,16.66%
2,10/18/2021 10:21 AM,2.66,28.34,121.05,23.41%
3,10/18/2021 11:36 AM,3.12,33.93,140.4,24.17%
4,10/18/2021 3:53 PM,6.32,75.17,226.66,33.16%
5,10/18/2021 4:36 PM,6.32,75.17,232.41,32.34%
6,10/18/2021 7:06 PM,10.2,122.76,254.65,48.21%
7,10/18/2021 8:21 PM,11.72,141.41,262.65,53.84%
8,10/18/2021 9:36 PM,11.72,141.41,272.58,51.88%
9,10/19/2021 6:22 AM,15.37,186.65,315.27,59.20%
10,10/19/2021 7:36 AM,16.92,207.09,346.52,59.76%
11,10/19/2021 10:06 AM,18.01,222.22,449.51,49.44%
12,10/19/2021 11:22 AM,18.46,229.1,474.2,48.31%
13,10/19/2021 1:06 PM,19.29,240.72,518.62,46.42%
14,10/19/2021 3:06 PM,23.07,293.68,552.24,53.18%
15,10/19/2021 4:21 PM,26.47,335.31,560.13,59.86%
16,10/19/2021 5:36 PM,26.47,335.31,565.06,59.34%
17,10/19/2021 8:06 PM,28.58,361.25,571.09,63.26%
18,10/19/2021 9:21 PM,28.66,362.23,574.81,63.02%
19,10/19/2021 10:37 PM,29.85,376.82,577.45,65.26%
20,10/20/2021 3:51 AM,29.85,376.82,579.31,65.05%
21,10/20/2021 6:06 AM,29.85,376.82,610.71,61.70%
22,10/20/2021 7:21 AM,30.54,387.4,638.75,60.65%
23,10/20/2021 8:36 AM,31.04,393.49,672.32,58.53%
24,10/20/2021 11:06 AM,33.72,427.67,727.91,58.75%
25,10/20/2021 12:21 PM,35.87,456.54,751.57,60.74%
26,10/20/2021 1:36 PM,35.87,456.54,789.65,57.82%
27,10/20/2021 4:36 PM,41.21,531.46,830.61,63.98%
28,10/20/2021 5:53 PM,41.21,531.46,838.3,63.40%
29,10/20/2021 6:37 PM,43.15,555.33,842.68,65.90%
30,10/20/2021 9:06 PM,43.63,561.19,855.18,65.62%
31,10/20/2021 10:21 PM,43.63,561.19,862.68,65.05%
32,10/20/2021 11:37 PM,46.68,598.58,870.18,68.79%
33,10/21/2021 7:36 AM,47.8,613.77,934.24,65.70%
34,10/21/2021 8:53 AM,50.73,651.02,961.49,67.71%
35,10/21/2021 9:36 AM,50.73,651.02,977.41,66.61%
36,10/21/2021 12:07 PM,51.38,658.91,1025.62,64.24%
37,10/21/2021 1:22 PM,51.38,658.91,1056.58,62.36%
38,10/21/2021 2:36 PM,52.23,669.43,1080.41,61.96%
39,10/21/2021 5:06 PM,60.33,773.47,1125.73,68.71%
40,10/21/2021 6:21 PM,64.97,834.69,1137.07,73.41%
41,10/21/2021 7:36 PM,68.25,874.88,1146.45,76.31%
42,10/21/2021 10:07 PM,71.56,920.35,1161.85,79.21%
43,10/21/2021 11:21 PM,71.91,924.64,1169.26,79.08%
44,10/22/2021 5:52 AM,72.03,926.6,1201.09,77.15%
45,10/22/2021 8:37 AM,74.74,959.78,1259.8,76.19%
46,10/22/2021 9:22 AM,74.74,959.78,1275.46,75.25%
47,10/22/2021 11:06 AM,74.74,959.78,1308.69,73.34%
48,10/22/2021 1:06 PM,74.94,962.27,1349.38,71.31%
49,10/22/2021 2:21 PM,75.86,973.44,1363.95,71.37%
50,10/22/2021 6:06 PM,81.33,1040.62,1413.8,73.60%
51,10/22/2021 7:22 PM,81.93,1047.86,1422.14,73.68%
52,10/22/2021 8:38 PM,82.04,1049.31,1428.14,73.47%
53,10/22/2021 11:06 PM,82.08,1049.82,1437.8,73.02%
54,10/23/2021 6:37 AM,82.08,1049.82,1463.28,71.74%
55,10/23/2021 9:38 AM,82.08,1049.82,1485.82,70.66%
56,10/23/2021 10:53 AM,82.08,1049.82,1492.12,70.36%
57,10/23/2021 11:52 AM,82.08,1049.82,1493.55,70.29%
58,10/23/2021 2:07 PM,82.08,1049.82,1495.82,70.18%
59,10/23/2021 3:53 PM,82.08,1049.82,1497.57,70.10%
60,10/23/2021 5:06 PM,82.08,1049.82,1498.79,70.04%
61,10/23/2021 7:06 PM,82.08,1049.82,1500.79,69.95%
62,10/23/2021 8:21 PM,82.08,1049.82,1502.04,69.89%
63,10/23/2021 9:36 PM,82.08,1049.82,1503.29,69.83%
