,Date,Tons,Earned,Actual,Efficiency
0,07/26/2021 1:53 PM,325.32,3494.94,5259.89,66.45%
1,07/26/2021 6:53 PM,333.64,3707.33,5331.57,69.54%
2,07/26/2021 11:53 PM,333.64,3707.33,5367.21,69.07%
3,07/27/2021 4:52 AM,334.76,3720.65,5391.73,69.01%
4,07/27/2021 2:53 PM,348.31,3850.22,5584.72,68.94%
5,07/27/2021 7:53 PM,352.56,3881.02,5641.61,68.79%
6,07/28/2021 12:52 AM,352.97,3881.02,5668.92,68.46%
7,07/28/2021 5:53 AM,352.97,3881.02,5684.72,68.27%
8,07/28/2021 3:55 PM,360.81,3945.42,5884.75,67.04%
9,07/28/2021 8:54 PM,362.32,3972.92,5924.63,67.06%
10,07/29/2021 1:52 AM,362.39,3972.92,5952.09,66.75%
11,07/29/2021 7:52 AM,367.45,4300.97,6006.93,71.60%
12,07/29/2021 8:03 AM,367.45,4528.56,6011.83,75.33%
13,07/29/2021 4:54 PM,381.68,4528.56,6213.68,72.88%
14,07/30/2021 2:52 AM,384.15,4566.44,6274.52,72.78%
15,07/30/2021 7:53 AM,385.29,4571.61,6299.97,72.57%
16,07/30/2021 5:54 PM,392.8,4752.47,6488.06,73.25%
17,07/30/2021 10:54 PM,393.38,4758.82,6517.14,73.02%
18,07/31/2021 3:52 AM,393.38,4758.82,6522.62,72.96%
19,07/31/2021 8:53 AM,396.68,4838.52,6564.6,73.71%
20,07/31/2021 6:54 PM,404.0,5148.6,6677.32,77.11%
21,07/31/2021 11:54 PM,404.0,5148.6,6692.32,76.93%
