,Date,Tons,Earned,Actual,Efficiency
0,11/01/2021 7:23 AM,0.34,5.11,61.2,8.35%
1,11/01/2021 11:51 AM,4.57,67.71,157.9,42.88%
2,11/01/2021 4:51 PM,11.98,163.92,265.12,61.83%
3,11/01/2021 9:51 PM,14.96,200.41,312.12,64.21%
4,11/02/2021 7:51 AM,15.71,209.97,362.99,57.84%
5,11/02/2021 12:52 PM,17.13,229.72,487.04,47.17%
6,11/02/2021 5:51 PM,22.66,301.09,576.69,52.21%
7,11/02/2021 10:51 PM,48.7,620.36,608.67,101.92%
8,11/03/2021 8:52 AM,50.1,639.84,758.52,84.35%
9,11/05/2021 3:54 PM,80.22,1068.64,1692.56,63.14%
10,11/05/2021 8:57 PM,87.68,1168.94,1730.46,67.55%
11,11/06/2021 11:55 AM,90.84,1217.85,1840.38,66.17%
12,11/06/2021 4:56 PM,90.84,1217.85,1845.36,66.00%
13,11/06/2021 9:53 PM,90.84,1217.85,1850.34,65.82%
14,11/08/2021 1:54 PM,99.55,1342.92,2043.36,65.72%
15,11/08/2021 6:53 PM,104.71,1425.66,2164.75,65.86%
16,11/09/2021 3:09 PM,108.88,1490.32,2497.12,59.68%
17,11/09/2021 8:12 PM,113.42,1557.88,2565.86,60.72%
18,11/10/2021 6:17 AM,115.41,1595.01,2644.52,60.31%
19,11/10/2021 4:18 PM,119.15,1652.33,2901.43,56.95%
20,11/10/2021 9:11 PM,121.9,1694.57,2957.96,57.29%
21,11/11/2021 7:17 AM,122.23,1699.62,3046.28,55.79%
22,11/11/2021 5:09 PM,128.79,1789.32,3281.53,54.53%
23,11/11/2021 10:09 PM,128.79,1789.32,3331.03,53.72%
24,11/12/2021 8:09 AM,131.33,1820.53,3448.85,52.79%
25,11/12/2021 6:12 PM,142.09,2060.75,3649.32,56.47%
26,11/12/2021 11:20 PM,144.2,2117.69,3697.56,57.27%
27,11/13/2021 7:11 PM,148.31,2175.88,3837.98,56.69%
28,11/15/2021 6:09 AM,149.34,2188.59,3942.05,55.52%
29,11/15/2021 11:17 AM,155.69,2274.86,3962.38,57.41%
30,11/16/2021 7:09 AM,185.31,2690.53,4220.51,63.75%
31,11/16/2021 10:12 PM,204.81,2944.61,4504.38,65.37%
32,11/17/2021 8:09 AM,216.88,3125.6,4677.48,66.82%
33,11/17/2021 1:10 PM,236.02,3397.39,4819.71,70.49%
34,11/17/2021 11:09 PM,244.64,3512.66,4936.51,71.16%
35,11/18/2021 9:09 AM,235.15,3365.35,5028.56,66.92%
36,11/18/2021 2:09 PM,243.5,3474.01,5154.24,67.40%
37,11/19/2021 5:09 AM,244.28,3483.59,5276.45,66.02%
38,11/19/2021 10:09 AM,246.05,3505.29,5404.04,64.86%
39,11/19/2021 3:10 PM,251.7,3576.15,5499.88,65.02%
40,11/20/2021 6:09 AM,255.0,3616.64,5585.91,64.75%
41,11/20/2021 11:09 AM,255.42,3621.79,5659.75,63.99%
42,11/20/2021 4:09 PM,255.42,3621.79,5664.75,63.94%
43,11/22/2021 8:27 AM,257.18,3645.42,5764.74,63.24%
44,11/22/2021 1:09 PM,263.45,3736.52,5941.65,62.89%
45,11/22/2021 6:09 PM,267.16,3791.65,6021.21,62.97%
46,11/23/2021 9:09 AM,271.87,3860.25,6195.96,62.30%
47,11/23/2021 2:10 PM,276.59,3922.86,6312.41,62.15%
48,11/23/2021 7:10 PM,277.17,3931.47,6374.07,61.68%
49,11/24/2021 10:09 AM,285.19,4050.48,6597.31,61.40%
50,11/24/2021 3:09 PM,285.85,4060.24,6691.81,60.67%
51,11/24/2021 8:09 PM,289.3,4111.5,6741.31,60.99%
52,11/29/2021 10:10 AM,290.54,4130.46,6819.71,60.57%
53,11/29/2021 3:10 PM,291.09,4138.68,6896.68,60.01%
54,11/29/2021 8:10 PM,291.58,4146.26,6946.34,59.69%
55,11/30/2021 11:10 AM,292.49,4160.12,7125.38,58.38%
56,11/30/2021 4:10 PM,293.34,4173.24,7225.2,57.76%
57,11/30/2021 9:10 PM,293.34,4173.24,7276.37,57.35%
