,Date,Tons,Earned,Actual,Efficiency
0,08/02/2021 5:52 AM,0.0,0.0,22.23,0.00%
1,08/02/2021 11:20 AM,11.51,141.12,151.91,92.90%
2,08/02/2021 12:23 PM,14.41,175.74,169.71,103.55%
3,08/02/2021 10:24 PM,16.07,196.96,299.11,65.85%
4,08/03/2021 3:21 AM,16.07,196.96,322.91,60.99%
5,08/03/2021 8:22 AM,21.34,261.53,376.69,69.43%
6,08/03/2021 1:23 PM,25.24,308.83,502.21,61.50%
7,08/03/2021 11:23 PM,29.73,364.01,609.16,59.76%
8,08/04/2021 4:21 AM,30.03,367.66,628.73,58.48%
9,08/04/2021 9:23 AM,33.24,406.58,721.09,56.38%
10,08/04/2021 3:23 PM,38.47,470.53,859.47,54.75%
11,08/05/2021 1:05 AM,39.25,479.87,904.43,53.06%
12,08/05/2021 6:08 AM,39.25,479.87,912.59,52.58%
13,08/05/2021 11:10 AM,45.16,552.14,1032.99,53.45%
14,08/05/2021 4:09 PM,45.95,561.81,1150.97,48.81%
15,08/06/2021 2:06 AM,49.52,605.26,1208.4,50.09%
16,08/06/2021 7:08 AM,52.49,636.4,1225.75,51.92%
17,08/06/2021 12:08 PM,60.6,740.26,1340.76,55.21%
18,08/06/2021 5:08 PM,62.96,768.91,1409.93,54.54%
19,08/07/2021 8:08 AM,67.02,818.68,1503.19,54.46%
20,08/07/2021 1:08 PM,71.86,877.97,1567.35,56.02%
21,08/07/2021 6:08 PM,74.83,914.4,1553.77,58.85%
22,08/08/2021 9:06 AM,74.83,914.4,1557.41,58.71%
23,08/08/2021 2:06 PM,74.83,914.4,1563.27,58.49%
24,08/08/2021 7:06 PM,74.83,914.4,1563.27,58.49%
25,08/09/2021 5:06 AM,74.83,914.4,1563.27,58.49%
26,08/09/2021 10:09 AM,83.37,1019.39,1687.66,60.40%
27,08/09/2021 3:09 PM,86.88,1062.49,1830.91,58.03%
28,08/09/2021 8:09 PM,90.8,1110.64,1902.02,58.39%
29,08/10/2021 6:08 AM,90.8,1110.64,1949.05,56.98%
30,08/10/2021 3:50 PM,99.46,1216.89,2575.98,47.24%
31,08/10/2021 8:40 PM,99.46,1216.89,2625.85,46.34%
32,08/11/2021 6:39 AM,103.85,1270.74,2686.97,47.29%
33,08/11/2021 11:39 AM,109.49,1339.12,2854.27,46.92%
34,08/11/2021 4:41 PM,124.03,1517.54,3030.45,50.08%
35,08/11/2021 9:39 PM,124.6,1524.44,3079.65,49.50%
36,08/12/2021 7:39 AM,125.26,1532.43,3136.2,48.86%
37,08/12/2021 9:18 AM,125.26,1532.43,3180.42,48.18%
38,08/12/2021 10:12 AM,125.26,1532.43,2706.43,56.62%
39,08/12/2021 12:38 PM,130.63,1597.8,2748.29,58.14%
40,08/12/2021 5:39 PM,138.08,1688.84,2849.98,59.26%
41,08/12/2021 10:38 PM,140.27,1714.42,2894.36,59.23%
42,08/13/2021 8:38 AM,142.52,1742.06,2979.13,58.48%
43,08/13/2021 1:39 PM,146.01,1783.6,3094.63,57.64%
44,08/13/2021 6:39 PM,146.05,1784.09,3146.5,56.70%
45,08/13/2021 11:38 PM,146.05,1784.09,3163.99,56.39%
46,08/14/2021 9:38 AM,147.11,1797.07,3173.07,56.64%
47,08/14/2021 2:38 PM,153.14,1871.11,3215.65,58.19%
48,08/14/2021 7:38 PM,153.14,1871.15,3224.1,58.04%
49,08/16/2021 11:39 AM,155.78,1903.55,3386.49,56.21%
50,08/16/2021 4:39 PM,163.3,1996.04,3514.04,56.80%
51,08/16/2021 9:39 PM,165.05,2017.52,3648.63,55.30%
52,08/17/2021 12:39 PM,172.75,2112.12,3842.46,54.97%
53,08/18/2021 9:23 AM,186.14,2276.64,4097.59,55.56%
54,08/18/2021 2:23 PM,190.47,2329.89,4200.56,55.47%
55,08/18/2021 7:23 PM,202.71,2480.27,4286.06,57.87%
56,08/19/2021 10:24 AM,209.2,2560.02,4520.42,56.63%
57,08/19/2021 3:24 PM,212.05,2595.06,4650.01,55.81%
58,08/19/2021 8:23 PM,213.31,2610.57,4715.86,55.36%
59,08/20/2021 6:23 AM,213.65,2614.72,4752.59,55.02%
60,08/20/2021 11:24 AM,219.71,2689.15,4919.22,54.67%
61,08/20/2021 4:24 PM,222.0,2717.33,5018.18,54.15%
62,08/20/2021 9:39 PM,222.84,2727.57,5053.28,53.98%
63,08/21/2021 7:38 AM,223.66,2737.64,5103.61,53.64%
64,08/21/2021 12:44 PM,225.93,2765.6,5222.67,52.95%
65,08/21/2021 5:38 PM,225.93,2765.6,5246.19,52.72%
66,08/21/2021 10:38 PM,225.93,2765.6,5246.49,52.71%
67,08/23/2021 9:41 AM,227.59,2786.01,5389.77,51.69%
68,08/23/2021 2:38 PM,231.19,2830.19,5516.38,51.31%
69,08/23/2021 7:53 PM,239.04,2926.74,5589.95,52.36%
70,08/24/2021 11:04 AM,249.61,3056.66,5764.85,53.02%
71,08/24/2021 3:54 PM,254.79,3120.31,5882.25,53.05%
72,08/24/2021 8:54 PM,256.51,3141.48,5938.24,52.90%
73,08/25/2021 11:54 AM,260.06,3185.1,6118.75,52.05%
74,08/25/2021 4:54 PM,268.89,3293.55,6265.45,52.57%
75,08/25/2021 9:54 PM,268.89,3293.55,6300.01,52.28%
76,08/26/2021 12:54 PM,272.75,3341.31,6529.34,51.17%
77,08/26/2021 5:54 PM,277.59,3400.73,6630.04,51.29%
78,08/27/2021 1:54 PM,286.34,3508.34,6871.8,51.05%
79,08/27/2021 6:54 PM,289.42,3546.22,6932.68,51.15%
80,08/27/2021 11:54 PM,289.83,3551.17,6973.11,50.93%
81,08/28/2021 2:54 PM,292.43,3583.19,7119.19,50.33%
82,08/28/2021 7:54 PM,292.43,3583.19,7132.14,50.24%
83,08/30/2021 6:54 AM,294.12,3603.95,7166.77,50.29%
84,08/30/2021 4:55 PM,298.81,3655.28,7441.39,49.12%
85,08/30/2021 9:54 PM,299.87,3655.28,7491.75,48.79%
86,08/31/2021 7:53 AM,307.71,3750.26,7564.77,49.58%
87,08/31/2021 5:54 PM,315.58,3840.89,7836.12,49.02%
88,08/31/2021 10:54 PM,315.58,3840.89,7875.82,48.77%
