,Date,Tons,Earned,Actual,Efficiency
0,08/16/2021 7:53 AM,0.0,0.0,74.78,0.00%
1,08/16/2021 9:09 AM,0.0,0.0,108.06,0.00%
2,08/16/2021 10:23 AM,0.0,0.0,140.31,0.00%
3,08/16/2021 12:54 PM,0.0,0.0,193.98,0.00%
4,08/16/2021 2:11 PM,0.0,0.0,226.23,0.00%
5,08/16/2021 3:24 PM,0.0,0.0,256.72,0.00%
6,08/16/2021 5:53 PM,21.75,260.99,284.54,91.72%
7,08/16/2021 8:23 PM,21.75,260.99,307.04,85.00%
8,08/16/2021 10:53 PM,21.75,260.99,326.04,80.05%
9,08/17/2021 6:23 AM,25.01,301.07,349.53,86.14%
10,08/17/2021 8:53 AM,26.03,325.94,407.03,80.08%
11,08/17/2021 10:08 AM,26.03,325.94,436.1,74.74%
12,08/17/2021 11:23 AM,29.27,364.98,458.51,79.60%
13,08/17/2021 1:54 PM,29.27,364.98,514.8,70.90%
14,08/17/2021 3:10 PM,31.63,394.0,548.61,71.82%
15,08/18/2021 7:15 AM,47.2,581.2,650.64,89.33%
16,08/18/2021 10:38 AM,47.2,581.2,728.41,79.79%
17,08/18/2021 1:09 PM,47.2,581.2,789.56,73.61%
18,08/18/2021 3:38 PM,72.15,881.12,857.9,102.71%
19,08/18/2021 4:56 PM,72.21,883.22,867.66,101.79%
20,08/18/2021 6:08 PM,72.21,883.22,876.2,100.80%
21,08/18/2021 8:38 PM,74.58,912.34,893.7,102.09%
22,08/18/2021 9:53 PM,74.58,912.34,901.65,101.19%
23,08/18/2021 11:09 PM,74.58,912.34,901.1,101.25%
24,08/19/2021 6:38 AM,74.84,915.53,949.8,96.39%
25,08/19/2021 7:53 AM,74.84,915.53,977.13,93.70%
26,08/19/2021 9:08 AM,74.84,915.53,1004.63,91.13%
27,08/19/2021 11:38 AM,74.84,915.53,1069.52,85.60%
28,08/19/2021 2:08 PM,74.84,915.53,1121.96,81.60%
29,08/19/2021 4:38 PM,130.35,1587.68,1158.71,137.02%
30,08/19/2021 6:09 PM,130.35,1587.68,1172.54,135.41%
31,08/19/2021 7:08 PM,130.35,1587.68,1181.36,134.39%
32,08/19/2021 9:38 PM,130.35,1587.68,1202.26,132.06%
33,08/19/2021 10:53 PM,130.35,1587.68,1210.26,131.19%
34,08/20/2021 7:38 AM,130.35,1587.68,1266.14,125.40%
35,08/20/2021 8:51 AM,130.35,1587.68,1294.83,122.62%
36,08/20/2021 10:16 AM,130.35,1587.68,1326.5,119.69%
37,08/20/2021 12:38 PM,130.35,1587.68,1381.78,114.90%
38,08/20/2021 3:10 PM,130.35,1587.68,1412.25,112.42%
39,08/20/2021 5:53 PM,130.35,1587.68,1431.41,110.92%
40,08/20/2021 7:09 PM,130.99,1595.51,1439.33,110.85%
41,08/20/2021 8:23 PM,130.99,1595.51,1439.33,110.85%
42,08/20/2021 10:53 PM,130.99,1595.51,1439.33,110.85%
43,08/21/2021 6:22 AM,130.99,1595.51,1458.94,109.36%
44,08/21/2021 8:52 AM,130.99,1595.51,1497.11,106.57%
45,08/21/2021 10:07 AM,130.99,1595.51,1514.6,105.34%
46,08/21/2021 11:22 AM,130.99,1595.51,1524.23,104.68%
47,08/21/2021 1:58 PM,130.99,1595.51,1524.23,104.68%
48,08/21/2021 4:22 PM,130.99,1595.51,1524.23,104.68%
49,08/21/2021 6:52 PM,130.99,1595.51,1524.23,104.68%
50,08/21/2021 8:08 PM,130.99,1595.51,1524.23,104.68%
51,08/21/2021 9:22 PM,130.99,1595.51,1524.23,104.68%
52,08/21/2021 11:52 PM,130.99,1595.51,1524.23,104.68%
