,Date,Tons,Earned,Actual,Efficiency
0,08/02/2021 5:52 AM,0.0,0.0,23.69,0.00%
1,08/02/2021 11:20 AM,2.04,33.92,128.07,26.49%
2,08/02/2021 12:23 PM,2.04,33.92,151.07,22.46%
3,08/02/2021 10:24 PM,12.69,217.31,258.36,84.11%
4,08/03/2021 3:21 AM,14.24,242.83,288.29,84.23%
5,08/03/2021 8:22 AM,14.73,250.66,362.02,69.24%
6,08/03/2021 1:23 PM,17.95,306.55,456.32,67.18%
7,08/03/2021 11:23 PM,29.45,507.89,546.92,92.86%
8,08/04/2021 4:21 AM,31.09,536.47,568.94,94.29%
9,08/04/2021 9:23 AM,31.42,542.24,667.92,81.18%
10,08/04/2021 3:23 PM,32.87,567.29,779.46,72.78%
11,08/05/2021 1:05 AM,34.71,599.57,841.18,71.28%
12,08/05/2021 6:08 AM,35.05,605.59,867.91,69.78%
13,08/05/2021 11:10 AM,35.53,613.95,989.81,62.03%
14,08/05/2021 4:09 PM,39.29,670.43,1078.48,62.16%
15,08/06/2021 2:06 AM,42.24,721.2,1166.44,61.83%
16,08/06/2021 7:08 AM,42.49,725.49,1166.14,62.21%
17,08/06/2021 12:08 PM,44.02,747.92,1261.4,59.29%
18,08/06/2021 5:08 PM,47.16,802.86,1322.59,60.70%
19,08/07/2021 8:08 AM,50.41,859.68,1327.71,64.75%
20,08/08/2021 9:06 AM,50.41,859.68,1358.78,63.27%
21,08/08/2021 2:06 PM,50.41,859.68,1363.78,63.04%
22,08/08/2021 7:06 PM,50.41,859.68,1368.78,62.81%
23,08/09/2021 5:06 AM,50.41,859.68,1387.2,61.97%
24,08/09/2021 10:09 AM,51.3,874.26,1508.05,57.97%
25,08/09/2021 3:09 PM,53.74,914.03,1520.41,60.12%
26,08/09/2021 8:09 PM,56.41,960.84,1567.88,61.28%
27,08/10/2021 6:08 AM,58.74,1001.65,1641.87,61.01%
28,08/10/2021 3:50 PM,71.65,1222.44,2610.89,46.82%
29,08/10/2021 8:40 PM,76.35,1303.26,2659.67,49.00%
30,08/11/2021 6:39 AM,80.61,1369.07,2719.54,50.34%
31,08/11/2021 4:41 PM,86.68,1465.25,2977.39,49.21%
32,08/11/2021 9:39 PM,89.07,1501.04,3028.02,49.57%
33,08/12/2021 7:39 AM,90.8,1525.49,3165.93,48.18%
34,08/12/2021 9:18 AM,91.62,1537.64,3214.32,47.84%
35,08/12/2021 12:38 PM,93.8,1569.5,2399.98,65.40%
36,08/12/2021 5:39 PM,99.2,1662.58,2451.0,67.83%
37,08/12/2021 10:38 PM,101.16,1687.95,2479.86,68.07%
38,08/13/2021 8:38 AM,102.93,1716.46,2570.19,66.78%
39,08/13/2021 1:39 PM,106.14,1769.52,2656.37,66.61%
40,08/13/2021 6:39 PM,106.14,1769.52,2688.43,65.82%
41,08/13/2021 11:38 PM,106.14,1769.52,2698.11,65.58%
42,08/14/2021 9:38 AM,106.14,1769.52,2716.14,65.15%
43,08/14/2021 2:38 PM,106.14,1769.52,2728.01,64.87%
44,08/14/2021 7:38 PM,106.14,1769.52,2730.81,64.80%
45,08/16/2021 11:39 AM,107.45,1791.55,2948.43,60.76%
46,08/16/2021 4:39 PM,111.93,1859.84,3023.86,61.51%
47,08/16/2021 9:39 PM,115.12,1915.64,3054.98,62.71%
48,08/17/2021 12:39 PM,120.91,2015.68,3305.98,60.97%
49,08/18/2021 9:23 AM,133.39,2235.01,3534.28,63.24%
50,08/18/2021 2:23 PM,135.24,2263.71,3654.43,61.94%
51,08/18/2021 7:23 PM,137.97,2307.08,3704.71,62.27%
52,08/19/2021 10:24 AM,142.73,2382.89,3890.89,61.24%
53,08/19/2021 3:24 PM,146.37,2438.5,3966.68,61.47%
54,08/19/2021 8:23 PM,146.57,2441.47,4014.46,60.82%
55,08/20/2021 6:23 AM,145.78,2423.45,4031.85,60.11%
56,08/20/2021 11:24 AM,149.81,2489.53,4132.93,60.24%
57,08/20/2021 4:24 PM,150.36,2497.7,4192.99,59.57%
58,08/20/2021 9:39 PM,159.87,2619.31,4220.36,62.06%
59,08/21/2021 7:38 AM,159.87,2619.31,4212.21,62.18%
60,08/21/2021 12:44 PM,159.87,2619.31,4218.01,62.10%
61,08/21/2021 5:38 PM,159.87,2619.31,4218.01,62.10%
62,08/21/2021 10:38 PM,159.87,2619.31,4218.01,62.10%
63,08/23/2021 9:41 AM,159.99,2621.89,4321.26,60.67%
64,08/23/2021 2:38 PM,161.02,2639.81,4429.84,59.59%
65,08/23/2021 7:53 PM,168.14,2728.1,4485.02,60.83%
66,08/24/2021 11:04 AM,181.95,2898.01,4634.76,62.53%
67,08/24/2021 3:54 PM,185.46,2942.18,4710.75,62.46%
68,08/24/2021 8:54 PM,190.49,3007.59,4761.68,63.16%
69,08/25/2021 11:54 AM,208.98,3262.68,4925.93,66.23%
70,08/25/2021 4:54 PM,208.88,3260.93,5000.41,65.21%
71,08/25/2021 9:54 PM,216.77,3362.82,5039.66,66.73%
