,Date,Tons,Earned,Actual,Efficiency
0,09/13/2021 7:09 AM,0.0,0.0,39.77,0.00%
1,09/13/2021 8:24 AM,0.0,0.0,64.97,0.00%
2,09/13/2021 9:38 AM,0.0,0.0,92.08,0.00%
3,09/13/2021 12:10 PM,0.49,6.89,136.07,5.06%
4,09/13/2021 2:38 PM,21.83,266.23,183.84,144.81%
5,09/13/2021 5:09 PM,21.83,266.23,213.14,124.91%
6,09/13/2021 6:24 PM,21.83,266.23,222.04,119.90%
7,09/13/2021 7:38 PM,21.83,266.23,229.35,116.08%
8,09/13/2021 10:08 PM,21.83,266.23,242.05,109.99%
9,09/13/2021 11:23 PM,21.83,266.23,248.84,106.99%
10,09/14/2021 5:37 AM,22.18,271.14,282.03,96.14%
11,09/14/2021 8:23 AM,22.23,271.79,352.63,77.08%
12,09/14/2021 9:24 AM,22.23,271.79,386.78,70.27%
13,09/14/2021 10:38 AM,22.23,271.79,414.17,65.62%
14,09/14/2021 6:55 PM,29.02,366.75,539.05,68.04%
15,09/14/2021 9:24 PM,29.02,366.75,553.75,66.23%
16,09/14/2021 11:53 PM,29.02,366.75,565.87,64.81%
17,09/15/2021 6:08 AM,29.02,366.75,606.54,60.47%
18,09/15/2021 7:23 AM,29.03,367.0,632.14,58.06%
19,09/15/2021 9:53 AM,29.03,367.0,684.65,53.60%
20,09/15/2021 11:09 AM,29.03,367.0,707.19,51.90%
21,09/15/2021 12:23 PM,29.03,367.0,726.1,50.54%
22,09/15/2021 2:53 PM,29.03,367.0,779.65,47.07%
23,09/15/2021 4:09 PM,31.25,403.71,778.23,51.88%
24,09/15/2021 5:25 PM,31.25,403.71,784.58,51.46%
25,09/15/2021 7:55 PM,31.25,403.71,794.76,50.80%
26,09/15/2021 10:23 PM,31.25,403.71,803.58,50.24%
27,09/16/2021 5:53 AM,31.25,403.71,836.06,48.29%
28,09/16/2021 7:08 AM,31.25,403.71,865.43,46.65%
29,09/16/2021 8:24 AM,31.25,403.71,897.17,45.00%
30,09/16/2021 10:54 AM,31.25,403.71,959.68,42.07%
31,09/16/2021 1:23 PM,31.25,403.71,1008.07,40.05%
32,09/16/2021 3:55 PM,52.92,679.15,1056.76,64.27%
33,09/16/2021 5:09 PM,52.92,679.15,1067.23,63.64%
34,09/16/2021 6:24 PM,52.92,679.15,1076.49,63.09%
35,09/16/2021 8:54 PM,52.92,679.15,1093.99,62.08%
36,09/16/2021 11:24 PM,52.92,679.15,1108.5,61.27%
37,09/17/2021 6:53 AM,52.92,679.15,1162.4,58.43%
38,09/17/2021 8:08 AM,52.92,679.15,1194.89,56.84%
39,09/17/2021 9:23 AM,52.92,679.15,1227.04,55.35%
40,09/17/2021 11:54 AM,52.92,679.15,1283.47,52.92%
41,09/17/2021 1:08 PM,52.92,679.15,1312.54,51.74%
42,09/17/2021 2:24 PM,56.89,738.89,1320.47,55.96%
43,09/17/2021 4:53 PM,56.89,738.89,1339.59,55.16%
44,09/17/2021 6:10 PM,56.89,738.89,1347.42,54.84%
45,09/17/2021 7:24 PM,56.89,738.89,1352.64,54.63%
46,09/17/2021 9:54 PM,56.89,738.89,1352.64,54.63%
47,09/18/2021 7:52 AM,58.64,764.0,1384.17,55.20%
48,09/18/2021 9:07 AM,58.64,764.0,1400.65,54.55%
49,09/18/2021 10:25 AM,58.64,764.0,1414.4,54.02%
50,09/18/2021 12:53 PM,73.9,1372.06,1420.2,96.61%
51,09/18/2021 2:09 PM,73.9,1372.06,1421.45,96.53%
52,09/18/2021 3:23 PM,73.9,1372.06,1422.7,96.44%
53,09/18/2021 5:53 PM,73.9,1372.06,1425.2,96.27%
54,09/18/2021 7:09 PM,73.9,1372.06,1426.45,96.19%
55,09/18/2021 8:24 PM,73.9,1372.06,1427.7,96.10%
56,09/18/2021 10:53 PM,73.9,1372.06,1430.2,95.93%
