,Date,Tons,Earned,Actual,Efficiency
0,07/26/2021 3:07 PM,3.65,46.47,239.29,19.42%
1,07/26/2021 4:23 PM,3.65,46.47,250.13,18.58%
2,07/26/2021 5:38 PM,3.65,46.47,262.2,17.72%
3,07/26/2021 8:08 PM,7.04,137.52,286.41,48.01%
4,07/26/2021 10:38 PM,7.04,137.52,304.91,45.10%
5,07/27/2021 1:06 AM,7.66,177.87,319.68,55.64%
6,07/27/2021 2:21 AM,7.66,177.87,323.43,55.00%
7,07/27/2021 3:36 AM,7.66,177.87,327.32,54.34%
8,07/27/2021 6:08 AM,7.76,185.91,364.27,51.04%
9,07/27/2021 7:23 AM,8.82,206.95,396.97,52.13%
10,07/27/2021 8:38 AM,14.5,253.6,423.95,59.82%
11,07/27/2021 11:08 AM,14.81,268.89,480.38,55.97%
12,07/27/2021 12:23 PM,15.57,291.3,508.53,57.28%
13,07/27/2021 1:38 PM,17.24,316.19,539.76,58.58%
14,07/27/2021 4:08 PM,17.87,323.51,556.96,58.08%
15,07/27/2021 5:23 PM,17.87,323.51,569.18,56.84%
16,07/27/2021 6:37 PM,19.49,357.02,581.51,61.40%
17,07/28/2021 2:06 AM,24.32,413.1,637.54,64.80%
18,07/28/2021 3:21 AM,24.32,413.1,640.33,64.51%
19,07/28/2021 4:36 AM,24.32,413.1,646.75,63.87%
20,07/28/2021 7:08 AM,24.32,413.1,710.1,58.17%
21,07/28/2021 8:23 AM,24.48,419.45,740.98,56.61%
22,07/28/2021 9:38 AM,27.09,446.38,772.37,57.79%
23,07/28/2021 12:08 PM,30.53,489.88,835.6,58.63%
24,07/28/2021 1:23 PM,30.53,489.88,865.88,56.58%
25,07/28/2021 2:38 PM,31.75,501.23,877.83,57.10%
26,07/28/2021 5:07 PM,31.75,501.23,851.91,58.84%
27,07/28/2021 6:23 PM,31.75,501.23,872.28,57.46%
28,07/28/2021 7:39 PM,35.52,565.15,884.53,63.89%
29,07/28/2021 10:09 PM,39.82,615.3,904.17,68.05%
30,07/29/2021 12:36 AM,42.68,624.11,949.33,65.74%
31,07/29/2021 3:07 AM,42.68,624.11,956.83,65.23%
32,07/29/2021 4:21 AM,42.68,624.11,960.98,64.95%
33,07/29/2021 5:38 AM,43.16,624.11,980.1,63.68%
34,07/29/2021 8:08 AM,43.93,766.49,1043.74,73.44%
35,07/29/2021 9:23 AM,43.93,766.49,1076.79,71.18%
36,07/29/2021 10:39 AM,45.12,786.17,1107.79,70.97%
37,07/29/2021 1:08 PM,47.62,833.4,1163.79,71.61%
38,07/29/2021 2:24 PM,47.62,833.4,1181.41,70.54%
39,07/29/2021 3:39 PM,47.62,833.4,1190.48,70.01%
40,07/29/2021 6:09 PM,48.02,839.9,1209.87,69.42%
41,07/29/2021 7:23 PM,48.51,847.78,1222.37,69.36%
42,07/29/2021 8:38 PM,48.91,854.36,1234.87,69.19%
43,07/29/2021 11:08 PM,49.25,859.82,1256.37,68.44%
44,07/30/2021 1:36 AM,49.97,871.38,1270.75,68.57%
45,07/30/2021 4:07 AM,49.97,871.38,1279.39,68.11%
46,07/30/2021 5:22 AM,49.97,871.38,1293.37,67.37%
47,07/30/2021 6:37 AM,50.7,883.17,1329.07,66.45%
48,07/30/2021 9:08 AM,51.55,894.02,1390.27,64.31%
49,07/30/2021 10:22 AM,51.77,897.58,1417.92,63.30%
50,07/30/2021 11:38 AM,57.28,931.68,1440.17,64.69%
51,07/30/2021 2:10 PM,58.13,946.22,1470.23,64.36%
52,07/30/2021 3:23 PM,59.04,959.62,1462.18,65.63%
53,07/30/2021 4:38 PM,60.44,967.43,1472.33,65.71%
54,07/30/2021 7:09 PM,61.49,983.62,1499.95,65.58%
55,07/30/2021 8:22 PM,62.76,1006.51,1507.4,66.77%
56,07/30/2021 9:38 PM,63.31,1014.28,1517.55,66.84%
57,07/31/2021 5:06 AM,63.89,1024.42,1528.74,67.01%
58,07/31/2021 6:23 AM,63.89,1024.42,1538.55,66.58%
59,07/31/2021 7:38 AM,63.89,1024.42,1548.39,66.16%
60,07/31/2021 10:07 AM,63.89,1024.42,1547.61,66.19%
61,07/31/2021 11:23 AM,63.89,1024.42,1550.22,66.08%
62,07/31/2021 12:38 PM,63.89,1024.42,1550.22,66.08%
63,07/31/2021 3:08 PM,63.89,1024.42,1550.22,66.08%
64,07/31/2021 4:23 PM,63.89,1024.42,1550.22,66.08%
65,07/31/2021 5:38 PM,63.89,1024.42,1550.22,66.08%
66,07/31/2021 8:08 PM,63.89,1024.42,1550.22,66.08%
67,07/31/2021 9:23 PM,63.89,1024.42,1550.22,66.08%
68,07/31/2021 10:38 PM,63.89,1024.42,1550.22,66.08%
69,08/01/2021 6:05 AM,63.89,1024.42,1550.22,66.08%
70,08/01/2021 7:21 AM,63.89,1024.42,1550.22,66.08%
71,08/01/2021 8:36 AM,63.89,1024.42,1550.22,66.08%
72,08/01/2021 11:07 AM,63.89,1024.42,1550.22,66.08%
73,08/01/2021 12:21 PM,63.89,1024.42,1550.22,66.08%
74,08/01/2021 1:36 PM,63.89,1024.42,1550.22,66.08%
75,08/01/2021 4:07 PM,63.89,1024.42,1550.22,66.08%
76,08/01/2021 5:21 PM,63.89,1024.42,1550.22,66.08%
77,08/01/2021 6:36 PM,63.89,1024.42,1550.22,66.08%
78,08/01/2021 9:06 PM,63.89,1024.42,1550.22,66.08%
79,08/01/2021 10:22 PM,63.89,1024.42,1550.22,66.08%
80,08/01/2021 11:37 PM,63.89,1024.42,1550.22,66.08%
