,Date,Tons,Earned,Actual,Efficiency
0,11/29/2021 6:23 AM,0.0,0.0,13.54,0.00%
1,11/29/2021 7:39 AM,1.79,26.79,55.83,47.98%
2,11/29/2021 8:53 AM,2.61,38.66,98.33,39.32%
3,11/29/2021 11:23 AM,7.52,112.05,185.01,60.57%
4,11/29/2021 12:38 PM,10.05,149.87,211.3,70.93%
5,11/29/2021 1:53 PM,11.52,171.78,253.66,67.72%
6,11/29/2021 4:23 PM,15.98,237.41,338.44,70.15%
7,11/29/2021 6:53 PM,15.98,237.41,372.58,63.72%
8,11/29/2021 9:24 PM,15.98,237.41,402.47,58.99%
9,11/29/2021 10:38 PM,15.98,237.41,416.07,57.06%
10,11/29/2021 11:54 PM,15.98,237.41,428.57,55.40%
11,11/30/2021 7:23 AM,17.22,255.95,468.28,54.66%
12,11/30/2021 8:38 AM,17.22,255.95,506.39,50.54%
13,11/30/2021 9:53 AM,18.89,276.37,545.14,50.70%
14,11/30/2021 12:23 PM,20.81,299.95,592.86,50.59%
15,11/30/2021 1:39 PM,20.81,299.95,633.7,47.33%
16,11/30/2021 2:53 PM,25.59,358.83,672.2,53.38%
17,11/30/2021 5:23 PM,27.29,379.92,732.85,51.84%
18,11/30/2021 7:54 PM,27.29,379.92,759.87,50.00%
19,11/30/2021 10:23 PM,27.29,379.92,786.79,48.29%
20,11/30/2021 11:39 PM,27.29,379.92,796.01,47.73%
