,Date,Tons,Earned,Actual,Efficiency
0,07/26/2021 1:53 PM,264.49,1511.2,5171.88,29.22%
1,07/26/2021 11:53 PM,269.02,1642.6,5197.3,31.60%
2,07/27/2021 4:52 AM,269.02,1642.6,5217.92,31.48%
3,07/27/2021 2:53 PM,279.22,1788.24,5429.47,32.94%
4,07/27/2021 7:53 PM,281.65,1829.31,5476.12,33.41%
5,07/28/2021 12:52 AM,285.68,1877.83,5513.58,34.06%
6,07/28/2021 5:53 AM,285.68,1877.83,5554.39,33.81%
7,07/28/2021 3:55 PM,293.11,1965.95,5748.07,34.20%
8,07/28/2021 8:54 PM,297.2,2060.68,5777.71,35.67%
9,07/29/2021 7:52 AM,305.29,2092.8,5918.72,35.36%
10,07/29/2021 8:03 AM,305.29,4636.92,5923.43,78.28%
11,07/29/2021 4:54 PM,301.51,4606.79,6081.26,75.75%
12,07/30/2021 2:52 AM,303.46,4638.26,6157.42,75.33%
13,07/30/2021 7:53 AM,304.95,4659.59,6242.96,74.64%
14,07/30/2021 5:54 PM,314.45,4742.23,6365.57,74.50%
15,07/30/2021 10:54 PM,317.38,4791.31,6403.29,74.83%
16,07/31/2021 3:52 AM,317.38,4791.31,6404.0,74.82%
17,07/31/2021 8:53 AM,317.38,4791.31,6440.84,74.39%
18,07/31/2021 6:54 PM,317.38,4791.31,6432.51,74.49%
19,07/31/2021 11:54 PM,317.38,4791.31,6432.51,74.49%
