,Date,Tons,Earned,Actual,Efficiency
0,09/01/2021 8:53 AM,0.0,0.0,81.83,0.00%
1,09/01/2021 6:54 PM,10.36,149.45,239.62,62.37%
2,09/01/2021 11:53 PM,10.36,149.45,275.11,54.32%
3,09/02/2021 9:53 AM,10.36,149.45,397.79,37.57%
4,09/02/2021 7:54 PM,26.01,353.63,558.77,63.29%
5,09/03/2021 5:53 AM,26.01,353.63,636.37,55.57%
6,09/03/2021 10:53 AM,26.01,353.63,755.51,46.81%
7,09/03/2021 8:53 PM,26.01,353.63,844.9,41.85%
8,09/07/2021 9:53 AM,46.58,675.74,943.85,71.59%
9,09/07/2021 2:53 PM,62.35,1322.71,1058.37,124.98%
10,09/08/2021 5:54 AM,80.52,1695.99,1141.43,148.58%
11,09/08/2021 10:54 AM,80.52,1695.99,1263.02,134.28%
12,09/08/2021 3:53 PM,80.52,1695.99,1373.22,123.50%
13,09/09/2021 6:53 AM,88.37,1945.02,1475.43,131.83%
14,09/09/2021 11:53 AM,88.37,1945.02,1575.57,123.45%
15,09/09/2021 4:53 PM,98.93,2092.86,1647.59,127.03%
16,09/10/2021 7:53 AM,99.17,2101.0,1759.02,119.44%
17,09/10/2021 12:54 PM,103.55,2162.22,1867.43,115.79%
18,09/10/2021 5:53 PM,111.33,2271.12,1892.08,120.03%
19,09/11/2021 8:53 AM,111.33,2271.12,1934.13,117.42%
20,09/11/2021 1:54 PM,111.33,2271.12,1952.63,116.31%
21,09/11/2021 6:55 PM,111.33,2271.12,1952.63,116.31%
22,09/13/2021 10:53 AM,111.33,2271.12,2069.66,109.73%
23,09/13/2021 3:53 PM,133.16,2537.35,2155.42,117.72%
24,09/13/2021 8:53 PM,133.16,2537.35,2190.43,115.84%
25,09/14/2021 6:54 AM,133.56,2542.91,2268.89,112.08%
26,09/14/2021 5:39 PM,140.35,2637.88,2491.02,105.90%
27,09/14/2021 10:39 PM,140.35,2637.88,2518.14,104.75%
28,09/15/2021 1:38 PM,140.37,2638.13,2711.8,97.28%
29,09/15/2021 6:40 PM,142.59,2674.84,2749.41,97.29%
30,09/15/2021 11:39 PM,142.59,2674.84,2767.86,96.64%
31,09/16/2021 2:40 PM,164.25,2950.27,2997.15,98.44%
32,09/16/2021 7:39 PM,164.25,2950.27,3044.89,96.89%
33,09/17/2021 3:39 PM,168.22,3010.01,3290.25,91.48%
34,09/17/2021 8:40 PM,168.22,3010.01,3312.29,90.87%
35,09/18/2021 6:38 AM,169.97,3035.12,3328.71,91.18%
36,09/18/2021 4:38 PM,185.23,3643.18,3383.62,107.67%
37,09/18/2021 9:39 PM,185.23,3643.18,3388.6,107.51%
38,09/20/2021 8:39 AM,186.29,3661.07,3463.07,105.72%
39,09/20/2021 6:39 PM,198.13,3813.51,3622.02,105.29%
40,09/20/2021 11:39 PM,198.13,3813.51,3649.78,104.49%
41,09/21/2021 9:39 AM,198.13,3813.51,3734.74,102.11%
42,09/21/2021 7:41 PM,226.78,4171.41,3862.05,108.01%
43,09/22/2021 10:40 AM,226.78,4171.41,3990.6,104.53%
44,09/22/2021 8:38 PM,243.13,4386.15,4109.78,106.72%
45,09/23/2021 6:40 AM,243.13,4386.15,4174.11,105.08%
46,09/23/2021 11:39 AM,247.3,4480.54,4277.14,104.76%
47,09/23/2021 9:39 PM,247.9,4499.88,4417.95,101.85%
48,09/24/2021 7:38 AM,247.9,4499.88,4467.06,100.73%
49,09/24/2021 12:39 PM,247.9,4499.88,4564.02,98.59%
50,09/24/2021 10:39 PM,276.08,4879.87,4635.42,105.27%
51,09/25/2021 8:38 AM,276.08,4879.87,4689.99,104.05%
52,09/25/2021 1:38 PM,290.69,5487.38,4727.26,116.08%
53,09/25/2021 11:38 PM,290.69,5487.38,4778.76,114.83%
54,09/27/2021 10:39 AM,301.78,5662.98,4969.45,113.96%
55,09/27/2021 3:39 PM,333.1,6561.79,4892.41,134.12%
56,09/28/2021 6:39 AM,338.3,6637.48,4979.64,133.29%
57,09/28/2021 11:38 AM,356.14,6876.32,5104.6,134.71%
58,09/28/2021 4:39 PM,356.93,6895.41,5190.14,132.86%
59,09/29/2021 7:39 AM,364.46,6991.21,5296.84,131.99%
60,09/29/2021 12:39 PM,385.83,7243.99,5395.88,134.25%
61,09/29/2021 5:39 PM,386.73,7267.83,5465.21,132.98%
62,09/30/2021 1:39 PM,416.12,7617.37,5661.09,134.56%
63,09/30/2021 6:39 PM,417.06,7630.44,5718.31,133.44%
