,Date,Tons,Earned,Actual,Efficiency
0,10/18/2021 6:36 AM,0.0,0.0,54.23,0.00%
1,10/18/2021 9:07 AM,0.0,0.0,140.52,0.00%
2,10/18/2021 10:21 AM,0.0,0.0,183.83,0.00%
3,10/18/2021 11:36 AM,0.3,3.67,226.7,1.62%
4,10/18/2021 2:07 PM,0.38,4.7,310.27,1.51%
5,10/18/2021 3:53 PM,0.38,4.7,369.8,1.27%
6,10/18/2021 4:36 PM,0.58,7.04,392.89,1.79%
7,10/18/2021 7:06 PM,0.58,7.04,426.31,1.65%
8,10/18/2021 8:21 PM,0.58,7.04,437.92,1.61%
9,10/18/2021 9:36 PM,0.58,7.04,448.35,1.57%
10,10/19/2021 6:22 AM,0.58,7.04,471.52,1.49%
11,10/19/2021 7:36 AM,0.58,7.04,535.09,1.32%
12,10/19/2021 10:06 AM,0.73,8.96,620.44,1.44%
13,10/19/2021 11:22 AM,2.04,25.05,662.95,3.78%
14,10/19/2021 1:06 PM,2.04,25.05,703.93,3.56%
15,10/19/2021 3:06 PM,2.04,25.05,767.71,3.26%
16,10/19/2021 4:21 PM,4.06,49.81,807.91,6.17%
17,10/19/2021 5:36 PM,27.69,339.52,830.24,40.89%
18,10/19/2021 8:06 PM,27.69,339.52,859.09,39.52%
19,10/19/2021 9:21 PM,27.69,339.52,870.22,39.01%
20,10/19/2021 10:37 PM,27.69,339.52,880.65,38.55%
21,10/20/2021 3:51 AM,29.46,361.12,912.1,39.59%
22,10/20/2021 6:06 AM,29.46,361.12,915.06,39.46%
23,10/20/2021 7:21 AM,30.98,379.8,970.84,39.12%
24,10/20/2021 8:36 AM,31.47,385.79,1012.34,38.11%
25,10/20/2021 11:06 AM,46.6,571.27,1089.06,52.46%
26,10/20/2021 12:21 PM,46.6,571.27,1119.98,51.01%
27,10/20/2021 1:36 PM,48.2,590.91,1156.29,51.10%
28,10/20/2021 4:36 PM,55.76,683.63,1248.41,54.76%
29,10/20/2021 5:53 PM,55.79,683.99,1260.64,54.26%
30,10/20/2021 6:37 PM,55.79,683.99,1270.89,53.82%
31,10/20/2021 9:06 PM,63.76,781.63,1297.07,60.26%
32,10/20/2021 10:21 PM,64.36,789.02,1309.5,60.25%
33,10/20/2021 11:37 PM,64.36,789.02,1318.57,59.84%
34,10/21/2021 7:36 AM,66.14,810.82,1377.43,58.86%
35,10/21/2021 8:53 AM,66.76,818.5,1440.32,56.83%
36,10/21/2021 9:36 AM,66.76,818.5,1467.38,55.78%
37,10/21/2021 12:07 PM,86.43,1059.62,1555.6,68.12%
38,10/21/2021 1:22 PM,86.43,1059.62,1585.79,66.82%
39,10/21/2021 2:36 PM,86.44,1059.75,1630.63,64.99%
40,10/21/2021 5:06 PM,102.76,1259.76,1694.52,74.34%
41,10/21/2021 6:21 PM,104.26,1278.22,1709.68,74.76%
42,10/21/2021 7:36 PM,104.36,1279.41,1722.0,74.30%
43,10/21/2021 10:07 PM,104.38,1279.71,1738.77,73.60%
44,10/21/2021 11:21 PM,104.38,1279.71,1745.43,73.32%
45,10/22/2021 5:52 AM,104.38,1279.71,1761.69,72.64%
46,10/22/2021 8:37 AM,114.98,1409.58,1847.16,76.31%
47,10/22/2021 9:22 AM,121.63,1491.18,1878.49,79.38%
48,10/22/2021 11:06 AM,123.4,1512.84,1937.69,78.07%
49,10/22/2021 1:06 PM,123.57,1514.94,1989.92,76.13%
50,10/22/2021 2:21 PM,125.95,1544.12,2030.62,76.04%
51,10/22/2021 3:38 PM,125.95,1544.12,2050.14,75.32%
52,10/22/2021 6:06 PM,126.86,1555.27,2075.19,74.95%
53,10/22/2021 7:22 PM,127.52,1563.37,2086.44,74.93%
54,10/22/2021 8:38 PM,127.52,1563.37,2096.48,74.57%
55,10/22/2021 11:06 PM,129.1,1582.7,2116.61,74.78%
56,10/23/2021 6:37 AM,129.1,1582.7,2144.14,73.82%
57,10/23/2021 9:38 AM,130.06,1594.49,2235.2,71.34%
58,10/23/2021 10:53 AM,130.06,1594.49,2267.79,70.31%
59,10/23/2021 11:52 AM,131.0,1606.08,2291.26,70.10%
60,10/23/2021 2:07 PM,131.0,1606.08,2321.14,69.19%
61,10/23/2021 3:53 PM,147.8,1812.0,2334.99,77.60%
62,10/23/2021 5:06 PM,147.8,1812.0,2342.31,77.36%
63,10/23/2021 7:06 PM,150.99,1851.13,2354.31,78.63%
64,10/23/2021 8:21 PM,150.99,1851.13,2361.81,78.38%
65,10/23/2021 9:36 PM,150.99,1851.13,2367.24,78.20%
