,Date,Tons,Earned,Actual,Efficiency
0,10/01/2021 9:37 AM,1.85,27.67,111.96,24.71%
1,10/01/2021 2:38 PM,6.58,91.46,248.19,36.85%
2,10/01/2021 7:38 PM,7.45,104.38,281.61,37.07%
3,10/02/2021 10:38 AM,22.58,289.86,359.69,80.59%
4,10/02/2021 3:37 PM,22.58,289.86,399.53,72.55%
5,10/02/2021 8:37 PM,22.58,289.86,407.28,71.17%
6,10/04/2021 7:37 AM,40.71,512.16,475.35,107.74%
7,10/04/2021 12:39 PM,45.24,574.38,598.94,95.90%
8,10/04/2021 5:38 PM,48.14,612.55,696.08,88.00%
9,10/04/2021 10:38 PM,48.46,617.23,739.37,83.48%
10,10/05/2021 8:38 AM,65.72,829.38,809.7,102.43%
11,10/05/2021 1:38 PM,74.74,946.48,930.05,101.77%
12,10/05/2021 6:38 PM,75.8,962.42,1026.33,93.77%
13,10/05/2021 11:38 PM,75.8,962.42,1068.15,90.10%
14,10/06/2021 9:38 AM,102.41,1293.38,1162.33,111.27%
15,10/06/2021 2:38 PM,102.95,1301.52,1283.89,101.37%
16,10/06/2021 7:38 PM,102.95,1301.52,1339.08,97.20%
17,10/07/2021 10:38 AM,105.98,1346.79,1523.85,88.38%
18,10/07/2021 3:39 PM,110.82,1416.25,1662.2,85.20%
19,10/07/2021 8:38 PM,111.47,1426.06,1733.16,82.28%
20,10/08/2021 11:39 AM,113.75,1460.16,1935.14,75.45%
21,10/08/2021 4:38 PM,119.08,1528.01,2028.72,75.32%
22,10/08/2021 9:38 PM,121.59,1558.76,2074.18,75.15%
23,10/09/2021 12:38 PM,126.33,1622.26,2239.62,72.43%
24,10/09/2021 5:38 PM,131.32,1683.39,2284.97,73.67%
25,10/09/2021 10:38 PM,131.8,1690.55,2316.67,72.97%
26,10/11/2021 2:38 PM,135.79,1744.29,2601.96,67.04%
27,10/11/2021 7:38 PM,137.05,1763.07,2692.06,65.49%
28,10/12/2021 3:38 PM,146.81,1897.5,3036.82,62.48%
29,10/12/2021 8:38 PM,146.81,1897.5,3086.86,61.47%
30,10/13/2021 6:38 AM,148.92,1926.75,3136.11,61.44%
31,10/15/2021 9:55 AM,182.04,2333.4,4030.58,57.89%
32,10/15/2021 2:39 PM,182.69,2341.43,4174.96,56.08%
33,10/15/2021 8:08 PM,182.69,2341.43,4222.67,55.45%
34,10/16/2021 5:37 AM,182.69,2341.43,4242.45,55.19%
35,10/16/2021 3:37 PM,183.7,2353.81,4455.95,52.82%
36,10/16/2021 8:36 PM,183.7,2353.81,4491.69,52.40%
37,10/18/2021 7:53 AM,183.7,2353.81,4591.67,51.26%
38,10/18/2021 5:52 PM,184.29,2361.03,4914.73,48.04%
39,10/18/2021 10:53 PM,184.29,2361.03,4960.88,47.59%
40,10/19/2021 8:53 AM,184.45,2362.95,5080.42,46.51%
41,10/19/2021 6:52 PM,211.41,2693.51,5349.65,50.35%
42,10/19/2021 11:51 PM,211.41,2693.51,5391.27,49.96%
43,10/20/2021 9:52 AM,215.18,2739.78,5551.79,49.35%
44,10/20/2021 7:52 PM,247.21,3132.45,5788.05,54.12%
45,10/21/2021 5:52 AM,248.9,3153.19,5860.54,53.80%
46,10/21/2021 10:52 AM,269.86,3410.09,6017.1,56.67%
47,10/21/2021 9:22 PM,288.1,3633.7,6237.94,58.25%
48,10/22/2021 6:52 AM,296.18,3732.78,6287.67,59.37%
49,10/22/2021 11:54 AM,307.21,3868.05,6467.86,59.80%
50,10/22/2021 9:52 PM,311.16,3916.48,6609.09,59.26%
51,10/23/2021 7:52 AM,313.15,3940.87,6685.14,58.95%
52,10/23/2021 12:52 PM,314.65,3959.19,6805.33,58.18%
53,10/23/2021 10:52 PM,336.33,4225.09,6877.03,61.44%
54,10/25/2021 9:53 AM,343.63,4314.59,7011.29,61.54%
55,10/25/2021 2:52 PM,346.85,4353.89,7161.11,60.80%
56,10/26/2021 10:52 AM,362.81,4568.28,7436.06,61.43%
57,10/26/2021 3:53 PM,365.91,4606.17,7598.31,60.62%
58,10/27/2021 6:52 AM,372.35,4685.01,7712.44,60.75%
59,10/27/2021 11:52 AM,385.17,4842.21,7880.85,61.44%
60,10/27/2021 4:53 PM,389.17,4891.19,8020.52,60.98%
61,10/28/2021 7:52 AM,390.96,4913.91,8144.01,60.34%
62,10/28/2021 12:53 PM,391.59,4921.6,8335.59,59.04%
63,10/28/2021 5:52 PM,400.07,5033.1,8478.01,59.37%
64,10/29/2021 8:52 AM,405.9,5104.49,8643.24,59.06%
65,10/29/2021 1:52 PM,413.91,5202.76,8801.75,59.11%
66,10/29/2021 6:52 PM,416.97,5240.27,8868.65,59.09%
67,10/30/2021 9:52 AM,420.73,5290.31,8977.73,58.93%
68,10/30/2021 2:52 PM,423.67,5326.88,9061.44,58.79%
69,10/30/2021 7:53 PM,423.67,5326.88,9070.86,58.73%
