,Date,Tons,Earned,Actual,Efficiency
0,09/01/2021 8:53 AM,0.96,28.21,69.75,40.44%
1,09/01/2021 6:54 PM,15.92,310.93,143.13,217.24%
2,09/01/2021 11:53 PM,15.97,312.65,161.55,193.53%
3,09/02/2021 9:53 AM,18.94,360.53,239.91,150.28%
4,09/02/2021 7:54 PM,23.04,426.84,326.65,130.67%
5,09/03/2021 5:53 AM,28.66,518.43,366.01,141.64%
6,09/03/2021 10:53 AM,34.45,612.02,447.24,136.84%
7,09/03/2021 8:53 PM,52.64,1012.69,551.15,183.74%
8,09/07/2021 9:53 AM,57.76,1131.74,686.28,164.91%
9,09/07/2021 2:53 PM,64.9,1237.58,791.65,156.33%
10,09/08/2021 5:54 AM,77.85,1429.61,936.49,152.66%
11,09/08/2021 10:54 AM,80.12,1463.36,1061.07,137.91%
12,09/08/2021 3:53 PM,83.41,1512.06,1164.53,129.84%
13,09/09/2021 6:53 AM,90.77,1621.68,1307.12,124.06%
14,09/09/2021 11:53 AM,91.72,1647.96,1428.27,115.38%
15,09/09/2021 4:53 PM,96.19,1758.44,1525.62,115.26%
16,09/10/2021 7:53 AM,100.9,1865.02,1680.19,111.00%
17,09/10/2021 12:54 PM,101.67,1886.33,1779.09,106.03%
18,09/10/2021 5:53 PM,105.36,1942.09,1844.98,105.26%
19,09/11/2021 8:53 AM,105.91,1957.7,1931.66,101.35%
20,09/11/2021 1:54 PM,105.91,1957.7,1953.91,100.19%
21,09/11/2021 6:55 PM,105.91,1957.7,1953.91,100.19%
22,09/13/2021 10:53 AM,118.4,2159.72,2110.98,102.31%
23,09/13/2021 3:53 PM,120.2,2197.2,2188.55,100.40%
24,09/13/2021 8:53 PM,121.4,2214.98,2241.48,98.82%
25,09/14/2021 6:54 AM,124.84,2266.09,2342.14,96.75%
26,09/14/2021 5:39 PM,125.28,2276.05,2528.71,90.01%
27,09/14/2021 10:39 PM,126.54,2307.29,2569.72,89.79%
28,09/15/2021 1:38 PM,128.63,2338.27,2794.08,83.69%
29,09/15/2021 6:40 PM,132.03,2388.94,2851.83,83.77%
30,09/15/2021 11:39 PM,133.54,2410.8,2889.58,83.43%
31,09/16/2021 2:40 PM,142.54,2611.41,3111.84,83.92%
32,09/16/2021 7:39 PM,143.7,2631.62,3151.7,83.50%
33,09/17/2021 3:39 PM,148.13,2709.14,3407.8,79.50%
34,09/17/2021 8:40 PM,152.9,2798.73,3444.3,81.26%
35,09/18/2021 6:38 AM,154.57,2828.03,3472.05,81.45%
36,09/18/2021 4:38 PM,154.57,2828.03,3492.1,80.98%
37,09/18/2021 9:39 PM,154.57,2828.03,3492.1,80.98%
38,09/20/2021 8:39 AM,155.4,2841.78,3584.4,79.28%
39,09/20/2021 6:39 PM,169.4,3100.81,3755.1,82.58%
40,09/20/2021 11:39 PM,172.0,3140.71,3788.2,82.91%
41,09/21/2021 9:39 AM,173.99,3171.36,3899.59,81.33%
42,09/21/2021 7:41 PM,213.18,3759.78,4040.39,93.05%
43,09/22/2021 10:40 AM,214.08,3780.3,4210.8,89.78%
44,09/22/2021 8:38 PM,216.28,3812.97,4316.94,88.33%
45,09/23/2021 6:40 AM,219.19,3859.18,4380.19,88.11%
46,09/23/2021 11:39 AM,221.74,3897.1,4482.04,86.95%
47,09/23/2021 9:39 PM,231.11,4080.26,4612.27,88.47%
48,09/24/2021 7:38 AM,231.11,4080.26,4691.79,86.97%
49,09/24/2021 12:39 PM,232.01,4093.59,4804.31,85.21%
50,09/24/2021 10:39 PM,248.68,4469.97,4886.41,91.48%
51,09/25/2021 8:38 AM,248.68,4469.97,4951.09,90.28%
52,09/25/2021 1:38 PM,248.68,4469.97,4977.77,89.80%
53,09/25/2021 11:38 PM,248.68,4469.97,4977.77,89.80%
54,09/27/2021 10:39 AM,262.4,4680.02,5104.58,91.68%
55,09/27/2021 3:39 PM,264.78,4716.67,5201.42,90.68%
56,09/28/2021 6:39 AM,278.56,4990.44,5308.39,94.01%
57,09/28/2021 11:38 AM,283.14,5070.69,5420.23,93.55%
58,09/28/2021 4:39 PM,289.79,5187.02,5523.62,93.91%
59,09/29/2021 7:39 AM,298.45,5335.21,5643.46,94.54%
60,09/29/2021 12:39 PM,303.13,5412.03,5755.16,94.04%
61,09/29/2021 5:39 PM,309.74,5529.5,5839.71,94.69%
62,09/30/2021 1:39 PM,323.68,5693.14,6053.35,94.05%
63,09/30/2021 6:39 PM,327.77,5749.71,6122.69,93.91%
