,Date,Tons,Earned,Actual,Efficiency
0,07/26/2021 1:53 PM,230.7,2071.28,4934.59,41.97%
1,07/26/2021 6:53 PM,237.82,2071.28,4998.54,41.44%
2,07/26/2021 11:53 PM,238.29,2071.28,5034.29,41.14%
3,07/27/2021 4:52 AM,238.47,2071.28,5058.2,40.95%
4,07/27/2021 2:53 PM,245.23,2105.24,5278.01,39.89%
5,07/27/2021 7:53 PM,247.14,2119.26,5327.11,39.78%
6,07/28/2021 12:52 AM,248.31,2119.26,5362.87,39.52%
7,07/28/2021 5:53 AM,248.31,2119.26,5394.59,39.28%
8,07/28/2021 3:55 PM,269.86,2289.32,5617.14,40.76%
9,07/28/2021 8:54 PM,271.24,2296.43,5653.0,40.62%
10,07/29/2021 1:52 AM,275.51,2303.74,5687.91,40.50%
11,07/29/2021 7:52 AM,280.04,2399.88,5750.45,41.73%
12,07/29/2021 8:03 AM,280.04,4026.68,5754.62,69.97%
13,07/29/2021 4:54 PM,288.83,4104.21,5917.94,69.35%
14,07/30/2021 2:52 AM,290.46,4123.57,5989.47,68.85%
15,07/30/2021 7:53 AM,290.99,4127.66,6039.26,68.35%
16,07/30/2021 5:54 PM,309.56,4327.26,6198.82,69.81%
17,07/30/2021 10:54 PM,309.56,4327.26,6202.77,69.76%
18,07/31/2021 3:52 AM,309.56,4327.26,6202.77,69.76%
19,07/31/2021 8:53 AM,309.56,4327.26,6260.42,69.12%
20,07/31/2021 6:54 PM,313.85,4423.16,6286.03,70.36%
21,07/31/2021 11:54 PM,313.85,4423.16,6286.03,70.36%
