datetime,shop,job,type_of_work,number,action,description
2023-03-03 00:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 00:20,FED,2139,LOT,2139-T018,New Calendar Event,-
2023-03-03 01:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 02:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 03:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 04:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 04:20,FED,2116,Ticket,2116-22,Change Event Date,03/06/2023 -> 03/08/2023
2023-03-03 04:20,FED,2116,Ticket,2116-21,Change Event Date,03/06/2023 -> 03/08/2023
2023-03-03 04:20,FED,2116,Ticket,2116-20,Change Event Date,03/06/2023 -> 03/08/2023
2023-03-03 04:21,FED,2116,LOT,2116-T061,Change Event Date,03/06/2023 -> 03/08/2023
2023-03-03 04:21,FED,2116,LOT,2116-T027,Change Event Date,03/06/2023 -> 03/08/2023
2023-03-03 05:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 05:20,CSF,2125,Ticket,2125-202,Change Event Date,03/03/2023 -> 03/09/2023
2023-03-03 05:20,CSF,2125,Ticket,2125-189,Change Event Date,03/03/2023 -> 03/09/2023
2023-03-03 05:20,CSF,2125,Item,2125-12.1,New Calendar Event,-
2023-03-03 05:20,CSF,2125,Item,2125-24,New Calendar Event,-
2023-03-03 06:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 07:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 07:21,FED,2215,LOT,2215-T020,New Calendar Event,-
2023-03-03 08:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 08:20,CSM,2129,LOT,2129-T091,Change Event Date,03/17/2023 -> 03/21/2023
2023-03-03 08:20,CSM,2129,LOT,2129-T088,Change Event Date,03/17/2023 -> 03/21/2023
2023-03-03 08:20,CSM,2129,LOT,2129-T090,Change Event Date,03/17/2023 -> 03/21/2023
2023-03-03 08:20,CSM,2129,LOT,2129-T089,Change Event Date,03/17/2023 -> 03/21/2023
2023-03-03 08:20,CSM,2129,LOT,2129-T092,Change Event Date,03/17/2023 -> 03/21/2023
2023-03-03 08:20,CSM,2129,LOT,2129-T093,Change Event Date,03/17/2023 -> 03/21/2023
2023-03-03 08:20,CSM,2129,LOT,2129-T086,Change Event Date,03/17/2023 -> 03/21/2023
2023-03-03 08:21,CSM,2129,LOT,2129-T095,Change Event Date,04/17/2023 -> 04/18/2023
2023-03-03 08:21,CSM,2129,LOT,2129-T096,Change Event Date,04/17/2023 -> 04/18/2023
2023-03-03 08:21,CSM,2129,LOT,2129-T097,Change Event Date,04/17/2023 -> 04/18/2023
2023-03-03 08:21,CSM,2129,LOT,2129-T094,Change Event Date,04/17/2023 -> 04/18/2023
2023-03-03 09:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 10:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 10:20,CSM,2129,LOT,2129-T099,New Calendar Event,-
2023-03-03 11:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 12:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 12:20,CSM,2216,LOT,2216-T094,Hyperlink Updated,"https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4766"
2023-03-03 13:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 14:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 14:21,FED,2216,LOT,2216-T086,Change Event Date,03/06/2023 -> 03/07/2023
2023-03-03 15:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 16:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 17:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 18:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 19:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 20:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 21:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 22:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
2023-03-03 23:20,FED,2216,Ticket,2216-1000,New Calendar Event,-
