datetime,shop,job,type_of_work,number,action,description
2022-12-07 15:29,CSM,2216,Ticket,2216-9,Change Event Date,12/28/2022 -> 12/09/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T004,Change Event Date,12/09/2022 -> 12/12/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T018,Change Event Date,12/09/2022 -> 12/12/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T016,Change Event Date,12/09/2022 -> 12/12/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T015,Change Event Date,12/12/2022 -> 12/14/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T090,Change Event Date,12/12/2022 -> 12/14/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T005,Change Event Date,12/12/2022 -> 12/14/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T074,Change Event Date,12/12/2022 -> 12/14/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T036,Change Event Date,12/13/2022 -> 12/09/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T039,Change Event Date,12/14/2022 -> 12/16/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T042,Change Event Date,12/16/2022 -> 12/19/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T046,Change Event Date,12/16/2022 -> 12/20/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T040,Change Event Date,12/16/2022 -> 12/19/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T014,Change Event Date,12/19/2022 -> 12/16/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T043,Change Event Date,12/22/2022 -> 12/23/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T050,Change Event Date,12/22/2022 -> 12/26/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T049,Change Event Date,12/27/2022 -> 01/03/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T041,Change Event Date,12/28/2022 -> 12/27/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T017,Change Event Date,01/03/2023 -> 12/22/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T045,Change Event Date,01/04/2023 -> 01/02/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T019,Change Event Date,01/04/2023 -> 01/09/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T044,Change Event Date,01/04/2023 -> 12/29/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T020,Change Event Date,01/04/2023 -> 01/10/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T052,Change Event Date,01/04/2023 -> 12/28/2022
2022-12-07 15:31,CSM,2216,LOT,2216-T088,Change Event Date,01/05/2023 -> 02/23/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T053,Change Event Date,01/06/2023 -> 01/11/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T051,Change Event Date,01/06/2023 -> 01/09/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T087,Change Event Date,01/11/2023 -> 02/22/2023
2022-12-07 15:31,CSM,2216,LOT,2216-T034,Change Event Date,01/11/2023 -> 01/09/2023
2022-12-07 15:32,CSM,2216,LOT,2216-T106,Change Event Date,01/20/2023 -> 01/27/2023
2022-12-07 15:32,CSM,2216,LOT,2216-T077,Change Event Date,01/23/2023 -> 01/18/2023
2022-12-07 15:32,CSM,2216,LOT,2216-T078,Change Event Date,01/25/2023 -> 01/23/2023
2022-12-07 15:32,CSM,2216,LOT,2216-T080,Change Event Date,01/31/2023 -> 01/20/2023
2022-12-07 15:32,CSM,2216,LOT,2216-T082,Change Event Date,02/03/2023 -> 01/24/2023
2022-12-07 15:32,FED,2216,LOT,2216-T010,Create Calendar Event,-
