datetime,shop,job,type_of_work,number,action,description
2023-01-26 08:20,CSM,2216,LOT,2216-T118,New Calendar Event,-
2023-01-26 08:20,CSM,2216,LOT,2216-T122,New Calendar Event,-
2023-01-26 08:20,FED,2216,LOT,2216-T069,Change Event Date,01/27/2023 -> 01/30/2023
2023-01-26 08:20,FED,2216,LOT,2216-T072,Change Event Date,01/30/2023 -> 01/27/2023
2023-01-26 08:20,FED,2216,LOT,2216-T073,Change Event Date,01/30/2023 -> 01/27/2023
2023-01-26 09:20,CSM,2121,Item,2121-26,Change Event Date,01/20/2023 -> 02/01/2023
2023-01-26 09:20,CSM,2121,Item,2121-21,Change Event Date,01/25/2023 -> 01/31/2023
2023-01-26 10:20,FED,2216,LOT,2216-T022,Change Event Date,02/02/2023 -> 02/03/2023
2023-01-26 11:20,FED,2216,LOT,2216-T069,Change Event Date,01/30/2023 -> 01/31/2023
2023-01-26 14:20,CSM,2216,Ticket,2216-61,Hyperlink updated,"https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4679"
2023-01-26 14:20,CSM,2216,Ticket,2216-9,Hyperlink updated,"https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4678"
2023-01-26 14:20,CSM,2216,Ticket,2216-60.1,Hyperlink updated,"https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4680"
2023-01-26 14:20,CSM,2212,Ticket,2212-1.1,Hyperlink updated,"https://docs.google.com/spreadsheets/d/1HIpS0gbQo8q1Pwo9oQgRFUqCNdud_RXS3w815jX6zc4/edit#gid=396215481&range=D4446"
