date,status
2024-07-01,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07012024\2221-TKT022-CSF.xls
2024-07-01,TKT006 is does not match expected criterias 
2024-07-01,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07012024\2306-TKT006-FED.xls
2024-07-01,TKT004 is does not match expected criterias 
2024-07-01,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07012024\2307-TKT004-FED.xls
2024-07-01,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07012024\2333-193-CSF.xls
2024-07-01,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07012024\2333-T037-FED.xls
2024-07-01,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07012024\2333-T038-FED.xls
2024-07-01,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07012024\2404-T039-CSM.xls
2024-07-01,Successfully completed all files
2024-07-02,Started
2024-07-02,Successfully completed all files
2024-07-03,Started
2024-07-03,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07032024\2222-T013-FED.xls
2024-07-03,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07032024\2222-T055-FED.xls
2024-07-03,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07032024\2222-T056-FED.xls
2024-07-03,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07032024\2333-T039-FED.xls
2024-07-03,TKT007 is does not match expected criterias 
2024-07-03,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07032024\2404-TKT007-CSM.xls
2024-07-03,Successfully completed all files
2024-07-04,Started
2024-07-04,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07042024\2222-T056-FED.xls
2024-07-04,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07042024\2222-T057-FED.xls
2024-07-04,TKT007 is does not match expected criterias 
2024-07-04,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07042024\2329-TKT007-FED.xls
2024-07-04,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07042024\2333-T040-FED.xls
2024-07-04,Successfully completed all files
2024-07-05,Started
2024-07-05,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07052024\2222-T015-FED.xls
2024-07-05,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07052024\2222-T053-FED.xls
2024-07-05,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07052024\2333-T061-FED.xls
2024-07-05,Successfully completed all files
2024-07-06,Started
2024-07-06,Successfully completed all files
2024-07-07,Started
2024-07-07,Successfully completed all files
2024-07-08,Started
2024-07-08,TKT023 is does not match expected criterias 
2024-07-08,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07082024\2221-TKT023-FED.xls
2024-07-08,Successfully completed all files
2024-07-09,Started
2024-07-09,Successfully completed all files
2024-07-10,Started
2024-07-10,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07102024\2222-T046-FED.xls
2024-07-10,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07102024\2222-T051-FED.xls
2024-07-10,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07102024\2333-T023-FED.xls
2024-07-10,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07102024\2333-T025-FED.xls
2024-07-10,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07102024\2333-T027-CSF.xls
2024-07-10,Successfully completed all files
2024-07-11,Started
2024-07-11,TKT039 is does not match expected criterias 
2024-07-11,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07112024\2222-TKT039-FED.xls
2024-07-11,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07112024\2333-207-FED.xls
2024-07-11,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07112024\2333-208-FED.xls
2024-07-11,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07112024\2333-T029-FED.xls
2024-07-11,Successfully completed all files
2024-07-12,Started
2024-07-12,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07122024\2222-T056-FED.xls
2024-07-12,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07122024\2222-T057-FED.xls
2024-07-12,TKT040 is does not match expected criterias 
2024-07-12,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07122024\2222-TKT040-FED.xls
2024-07-12,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07122024\2333-T083-CSF.xls
2024-07-12,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07122024\2333-T140-FED.xls
2024-07-12,Successfully completed all files
2024-07-13,Started
2024-07-13,Successfully completed all files
2024-07-14,Started
2024-07-14,Successfully completed all files
2024-07-15,Started
2024-07-15,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07152024\2222-T052-CSF.xls
2024-07-15,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07152024\2222-T057-FED.xls
2024-07-15,TKT043 is does not match expected criterias 
2024-07-15,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07152024\2227-TKT043-FED.xls
2024-07-15,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07152024\2306-T005-CSF.xls
2024-07-15,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07152024\2307-T005-CSF.xls
2024-07-15,TKT001 is does not match expected criterias 
2024-07-15,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07152024\2335-TKT001-CSM.xls
2024-07-15,TKT008 is does not match expected criterias 
2024-07-15,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07152024\2404-TKT008-CSM.xls
2024-07-15,Successfully completed all files
2024-07-16,Started
2024-07-16,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07162024\2301-T017-CSF.xls
2024-07-16,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07162024\2301-T018-CSF.xls
2024-07-16,TKT009 is does not match expected criterias 
2024-07-16,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07162024\2404-TKT009-CSM.xls
2024-07-16,Successfully completed all files
2024-07-17,Started
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2222-T052-CSF.xls
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2222-T060-FED.xls
2024-07-17,TKT026 is does not match expected criterias 
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2308-TKT026-FED.xls
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2308S-T105-CSF.xls
2024-07-17,TKT025 is does not match expected criterias 
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2309-TKT025-FED.xls
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2309S-T086-CSF.xls
2024-07-17,TKT008 is does not match expected criterias 
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2329-TKT008-CSF.xls
2024-07-17,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07172024\2333-T093-CSF.xls
2024-07-17,Successfully completed all files
2024-07-18,Started
2024-07-18,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07182024\2301-T021-CSF.xls
2024-07-18,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07182024\2333-T067-FED.xls
2024-07-18,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07182024\2333-T069-FED.xls
2024-07-18,Successfully completed all files
2024-07-19,Started
2024-07-19,TKT041 is does not match expected criterias 
2024-07-19,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07192024\2222-TKT041-FED.xls
2024-07-19,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07192024\2333-T074-CSF.xls
2024-07-19,Successfully completed all files
2024-07-20,Started
2024-07-20,Successfully completed all files
2024-07-21,Started
2024-07-21,Successfully completed all files
2024-07-22,Started
2024-07-22,Successfully completed all files
2024-07-23,Started
2024-07-23,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07232024\2211-T040-FED.xls
2024-07-23,TKT008 is does not match expected criterias 
2024-07-23,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07232024\2329-TKT008-FED.xls
2024-07-23,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07232024\2333-T047-CSF.xls
2024-07-23,TKT006 is does not match expected criterias 
2024-07-23,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07232024\2403-TKT006-CSF.xls
2024-07-23,Successfully completed all files
2024-07-24,Started
2024-07-24,TKT042 is does not match expected criterias 
2024-07-24,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07242024\2222-TKT042-FED.xls
2024-07-24,TKT043 is does not match expected criterias 
2024-07-24,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07242024\2222-TKT043-FED.xls
2024-07-24,Successfully completed all files
2024-07-25,Started
2024-07-25,TKT056 is does not match expected criterias 
2024-07-25,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07252024\2116-TKT056-FED.xls
2024-07-25,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07252024\2333-225-FED.xls
2024-07-25,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07252024\2333-T071-FED.xls
2024-07-25,TKT002 is does not match expected criterias 
2024-07-25,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07252024\2335-TKT002-CSM.xls
2024-07-25,TKT010 is does not match expected criterias 
2024-07-25,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07252024\2404-TKT010-CSM.xls
2024-07-25,Successfully completed all files
2024-07-26,Started
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2128-T002-FED.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2222-T053-CSF.xls
2024-07-26,TKT043 is does not match expected criterias 
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2222-TKT043-FED.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2333-T004.1-FED.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2333-T007.1-FED.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2333-T013.1-CSF.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2333-T016.1-FED.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2333-T023.1-FED.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2333-T057-CSF.xls
2024-07-26,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07262024\2333-T062-CSF.xls
2024-07-26,Successfully completed all files
2024-07-27,Started
2024-07-27,Successfully completed all files
2024-07-28,Started
2024-07-28,Successfully completed all files
2024-07-29,Started
2024-07-29,TKT061 is does not match expected criterias 
2024-07-29,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07292024\2128-TKT061-FED.xls
2024-07-29,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07292024\2333-T013.1-CSF.xls
2024-07-29,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07292024\2333-T016.1-FED.xls
2024-07-29,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07292024\2333-T023.1-FED.xls
2024-07-29,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07292024\2333-T036-CSF.xls
2024-07-29,Successfully completed all files
2024-07-30,Started
2024-07-30,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07302024\2301-T024-CSF.xls
2024-07-30,Successfully completed all files
2024-07-31,Started
2024-07-31,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07312024\2222-T046-FED.xls
2024-07-31,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07312024\2222-T052-CSF.xls
2024-07-31,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07312024\2301-T019-CSF.xls
2024-07-31,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07312024\2301-T022-CSF.xls
2024-07-31,Y:production control\EVA REPORTS FOR THE DAY\2024\07 - JULY\07312024\2333-T021-FED.xls
2024-07-31,Successfully completed all files
2024-08-01,Started
2024-08-01,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08012024\2222-T051-FED.xls
2024-08-01,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08012024\2333-T021-FED.xls
2024-08-01,TKT006 is does not match expected criterias 
2024-08-01,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08012024\2333-TKT006-FED.xls
2024-08-01,TKT007 is does not match expected criterias 
2024-08-01,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08012024\2333-TKT007-FED.xls
2024-08-01,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08012024\2404-T046-CSM.xls
2024-08-01,Successfully completed all files
2024-08-02,Started
2024-08-02,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08022024\2333-T042-CSF.xls
2024-08-02,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08022024\2333-T060-FED.xls
2024-08-02,TKT006 is does not match expected criterias 
2024-08-02,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08022024\2333-TKT006-FED.xls
2024-08-02,TKT007 is does not match expected criterias 
2024-08-02,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08022024\2333-TKT007-FED.xls
2024-08-02,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08022024\2404-T044-CSM.xls
2024-08-02,Successfully completed all files
2024-08-03,Started
2024-08-03,Successfully completed all files
2024-08-04,Started
2024-08-04,Successfully completed all files
2024-08-05,Started
2024-08-05,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08052024\2301-T026-CSF.xls
2024-08-05,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08052024\2301-T032-CSF.xls
2024-08-05,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08052024\2404-T045-CSM.xls
2024-08-05,Successfully completed all files
2024-08-06,Started
2024-08-06,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08062024\2301-T031-CSF.xls
2024-08-06,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08062024\2301-T043-CSF.xls
2024-08-06,TKT007 is does not match expected criterias 
2024-08-06,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08062024\2333-TKT007-CSM.xls
2024-08-06,Successfully completed all files
2024-08-07,Started
2024-08-07,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08072024\2222-T057-FED.xls
2024-08-07,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08072024\2404-T050-CSM.xls
2024-08-07,Successfully completed all files
2024-08-08,Started
2024-08-08,TKT062 is does not match expected criterias 
2024-08-08,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08082024\2128-TKT062-CSF.xls
2024-08-08,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08082024\2301-T010-CSF.xls
2024-08-08,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08082024\2301-T030-CSF.xls
2024-08-08,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08082024\2333-T070-FED.xls
2024-08-08,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08082024\2333-T097-FED.xls
2024-08-08,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08082024\2404-T047-CSM.xls
2024-08-08,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08082024\2404-T051-CSM.xls
2024-08-08,Successfully completed all files
2024-08-09,Started
2024-08-09,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08092024\2135-025-FED.xls
2024-08-09,TKT044 is does not match expected criterias 
2024-08-09,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08092024\2222-TKT044-FED.xls
2024-08-09,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08092024\2301-T050-CSF.xls
2024-08-09,TKT009 is does not match expected criterias 
2024-08-09,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08092024\2307-TKT009-FED.xls
2024-08-09,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08092024\2404-T048-CSM.xls
2024-08-09,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08092024\2404-T049-CSM.xls
2024-08-09,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08092024\2404-T052-CSM.xls
2024-08-09,Successfully completed all files
2024-08-10,Started
2024-08-10,Successfully completed all files
2024-08-11,Started
2024-08-11,Successfully completed all files
2024-08-12,Started
2024-08-12,TKT045 is does not match expected criterias 
2024-08-12,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08122024\2222-TKT045-FED.xls
2024-08-12,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08122024\2301-T040-CSF.xls
2024-08-12,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08122024\2333-T043-FED.xls
2024-08-12,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08122024\2333-T044-FED.xls
2024-08-12,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08122024\2333-T063-FED.xls
2024-08-12,Successfully completed all files
2024-08-13,Started
2024-08-13,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08132024\2301-T019-CSF.xls
2024-08-13,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08132024\2333-T045-FED.xls
2024-08-13,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08132024\2333-T050-FED.xls
2024-08-13,Successfully completed all files
2024-08-14,Started
2024-08-14,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08142024\2135-026-CSF.xls
2024-08-14,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08142024\2301-T019-CSF.xls
2024-08-14,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08142024\2333-T054-FED.xls
2024-08-14,TKT007 is does not match expected criterias 
2024-08-14,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08142024\2403-TKT007-CSF.xls
2024-08-14,Successfully completed all files
2024-08-15,Started
2024-08-15,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08152024\2301-T045-CSF.xls
2024-08-15,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08152024\2333-T048-FED.xls
2024-08-15,Successfully completed all files
2024-08-16,Started
2024-08-16,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08162024\2125-T235-CSF.xls
2024-08-16,TKT046 is does not match expected criterias 
2024-08-16,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08162024\2222-TKT046-FED.xls
2024-08-16,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08162024\2301-T056-CSF.xls
2024-08-16,TKT014 is does not match expected criterias 
2024-08-16,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08162024\2311-TKT014-CSM.xls
2024-08-16,Successfully completed all files
2024-08-17,Started
2024-08-17,Successfully completed all files
2024-08-18,Started
2024-08-18,Successfully completed all files
2024-08-19,Started
2024-08-19,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08192024\2333-T098-FED.xls
2024-08-19,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08192024\2403-T007-FED.xls
2024-08-19,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08192024\2403-T008-FED.xls
2024-08-19,Successfully completed all files
2024-08-20,Started
2024-08-20,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08202024\2333-T059-FED.xls
2024-08-20,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08202024\2333-T095-FED.xls
2024-08-20,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08202024\2333-T097-FED.xls
2024-08-20,TKT001 is does not match expected criterias 
2024-08-20,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08202024\2408-TKT001-FED.xls
2024-08-20,Successfully completed all files
2024-08-21,Started
2024-08-21,TKT041 is does not match expected criterias 
2024-08-21,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08212024\2229-TKT041-FED.xls
2024-08-21,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08212024\2301-T035-FED.xls
2024-08-21,TKT009 is does not match expected criterias 
2024-08-21,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08212024\2329-TKT009-FED.xls
2024-08-21,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08212024\2333-T049-FED.xls
2024-08-21,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08212024\2333-T058-FED.xls
2024-08-21,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08212024\2333-T094-FED.xls
2024-08-21,Successfully completed all files
2024-08-22,Started
2024-08-22,TKT047 is does not match expected criterias 
2024-08-22,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08222024\2222-TKT047-FED.xls
2024-08-22,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08222024\2301-T048-CSF.xls
2024-08-22,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08222024\2301-T059-CSF.xls
2024-08-22,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08222024\2333-T096-FED.xls
2024-08-22,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08222024\2333-T104-FED.xls
2024-08-22,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08222024\2333-T114-FED.xls
2024-08-22,Successfully completed all files
2024-08-23,Started
2024-08-23,Successfully completed all files
2024-08-24,Started
2024-08-24,Successfully completed all files
2024-08-25,Started
2024-08-25,Successfully completed all files
2024-08-26,Started
2024-08-26,Successfully completed all files
2024-08-27,Started
2024-08-27,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08272024\2222-T046-FED.xls
2024-08-27,TKT048 is does not match expected criterias 
2024-08-27,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08272024\2222-TKT048-FED.xls
2024-08-27,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08272024\2333-T112-FED.xls
2024-08-27,Successfully completed all files
2024-08-28,Started
2024-08-28,TKT048 is does not match expected criterias 
2024-08-28,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08282024\2222-TKT048-FED.xls
2024-08-28,TKT010 is does not match expected criterias 
2024-08-28,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08282024\2329-TKT010-FED.xls
2024-08-28,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08282024\2333-T050-FED.xls
2024-08-28,Successfully completed all files
2024-08-29,Started
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2301-T040-CSF.xls
2024-08-29,TKT009 is does not match expected criterias 
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2329-TKT009-FED.xls
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2333-T037.1-FED.xls
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2333-T043-FED.xls
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2333-T044-FED.xls
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2333-T045-FED.xls
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2333-T054-FED.xls
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2333-T063-FED.xls
2024-08-29,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08292024\2333-T105-FED.xls
2024-08-29,Successfully completed all files
2024-08-30,Started
2024-08-30,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08302024\2333-T037.1-FED.xls
2024-08-30,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08302024\2333-T042-CSF.xls
2024-08-30,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08302024\2333-T051-CSF.xls
2024-08-30,Y:production control\EVA REPORTS FOR THE DAY\2024\08 - AUGUST\08302024\2333-T104-FED.xls
2024-08-30,Successfully completed all files
2024-08-31,Started
2024-08-31,Successfully completed all files
2024-09-01,Started
2024-09-01,Successfully completed all files
2024-09-02,Started
2024-09-02,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09022024\2301-T039-CSF.xls
2024-09-02,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09022024\2301-T057-CSF.xls
2024-09-02,TKT011 is does not match expected criterias 
2024-09-02,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09022024\2329-TKT011-FED.xls
2024-09-02,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09022024\2333-T052-CSF.xls
2024-09-02,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09022024\2333-T057-CSF.xls
2024-09-02,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09022024\2333-T062-CSF.xls
2024-09-02,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09022024\2333-T089-FED.xls
2024-09-02,Successfully completed all files
2024-09-03,Started
2024-09-03,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09032024\2301-T157-CSM.xls
2024-09-03,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09032024\2333-T055-FED.xls
2024-09-03,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09032024\2333-T083-CSF.xls
2024-09-03,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09032024\2333-T093-CSF.xls
2024-09-03,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09032024\2333-T106-FED.xls
2024-09-03,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09032024\2333-T179-CSM.xls
2024-09-03,Successfully completed all files
2024-09-04,Started
2024-09-04,TKT063 is does not match expected criterias 
2024-09-04,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09042024\2139-TKT063-FED.xls
2024-09-04,TKT049 is does not match expected criterias 
2024-09-04,Y:production control\EVA REPORTS FOR THE DAY\2024\09 - SEPTEMBER\09042024\2222-TKT049-FED.xls
